와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,등급,양조,숙성,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,스타일,알코올,기타정보
"카 라 비욘다, 아마로네 델라 발폴리첼라 클라시코","Ca' La Bionda, Amarone Della Valpolicella Classico",https://www.wine21.com/13_search/wine_view.html?Idx=172423&lq=LIST,아지엔다 아그리콜라 카 라 비욘다  Azienda Agricola Ca' La Bionda,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella) / 몰리나라 (Molinara),,10~15도 스테인리스 탱크에서 발효,"3,000리터 오크에서 36개월 동안 숙성, 출시 전 8 개월 간 병입 숙성",16~18 ℃,"스테이크, 스튜 등과 잘 어울린다.",호메오와인갤러리,1/5,3/5,4/5,4/5,체리,,Italian Amarone,,
"브랜드랜드 SRL, 벨라리아 올트레 그레코 디 투포","BrandLand SRL, Bellaria Oltre Greco di Tufo",https://www.wine21.com/13_search/wine_view.html?Idx=172424&lq=LIST,브랜드랜드 SRL  BrandLand SRL,이탈리아(Italy) / 깜빠니아(Campania),그레코 비앙코 (Greco Bianco),Greco di Tufo DOCG(DOP),,,10~12 ℃,"조개류, 흰 살 육류, 디저트 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,,디저트,,14~15 %,"*ROBERT PARKER 2022 92점*GOLD LOSANGELES INT WINE COMP 2018 93점*INTERNATIONAL WINE CHALLENGE 2017 97점*Silver Medal | Japan Women's Wine Awards 2018*Silver Medal  International Wine Challenge 2018*Gold Medal  International Wine Challenge 2017*Special Mention | 22nd International Wine Competition 2015*Best Greco di Tufo of Italy | ""i migliori vini d'italia"" di Luca Maroni 2015/16 94점"
"카 라 비욘다, 아마로네 델라 발폴리첼라 클라시코 '라바쫄'","Ca' La Bionda, Amarone Della Valpolicella Classico 'Ravazzol'",https://www.wine21.com/13_search/wine_view.html?Idx=172425&lq=LIST,아지엔다 아그리콜라 카 라 비욘다  Azienda Agricola Ca' La Bionda,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella) / 몰리나라 (Molinara),,10~15도 저온 스테인리스 탱크에서 발효,"3,000리터 오크 배럴에서 36개월간 숙성 후 추가 로 8개월 간 병입 숙성",16~18 ℃,,호메오와인갤러리,1/5,3/5,4/5,4/5,"체리, 배",,Italian Amarone,,*Gambero Rosso – 3 Glasses (2011 / 2013)
"우드랜즈, 매튜","Woodlands, Matthew",https://www.wine21.com/13_search/wine_view.html?Idx=172426&lq=LIST,우드랜즈  Woodlands,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),카베르네 소비뇽 (Cabernet Sauvignon) / 말벡 (Malbec) / 카베르네 프랑 (Cabernet Franc),,첫 발효 후 이차 감산발효 처리 전까지 스킨콘택트,프렌치 미디엄 토스트 배럴에서 19개월 숙성,16~18 ℃,,,1/5,3/5,4/5,4/5,"바닐라, 크림",,Australian Cabernet Sauvignon,,
"카 라 비욘다, 아마로네 델라 발폴리첼라 클라시코 리제르바 '라바쫄'","Ca' La Bionda, Amarone Della Valpolicella  Classico Riserva 'Ravazzol'",https://www.wine21.com/13_search/wine_view.html?Idx=172427&lq=LIST,아지엔다 아그리콜라 카 라 비욘다  Azienda Agricola Ca' La Bionda,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella) / 몰리나라 (Molinara),,"5,000리터 나무탱크에서 10~15도 낮은 온도 발효","60일간 껍질과 보관, 3,000리터 새 오크배럴에서 8년간 숙성",16~18 ℃,,호메오와인갤러리,1/5,3/5,4/5,4/5,,,Italian Amarone,,
"까델 보스코, 프란치아코르타 빈티지 콜렉션 엑스트라 브뤼","Ca'del Bosco, Franciacorta Vintage Collection Extra Brut",https://www.wine21.com/13_search/wine_view.html?Idx=172428&lq=LIST,까델 보스코  Ca'del Bosco [Cadel Bosco],이탈리아(Italy) / 롬바르디아(Lombardia),샤르도네 (Chardonnay) 65% / 피노 네로 (Pinot Nero) 29% / 피노 비앙코 (Pinot Bianco) 6%,Franciacorta DOCG(DOP),,,9~12 ℃,"아페리티프, 샐러드, 각종 해산물 요리, 흰 살 육류 등과 잘 어울린다.",나라셀라,1/5,5/5,3/5,1/5,"감귤, 열대과일, 토스트, 헤이즐넛, 버터","해산물, 아페리티프, 샐러드",,12~13 %,"*2015 빈티지: Robert Parker 92점, Wine Spectator 91점*2014 빈티지: Robert Parker 92점, Wine Spectator 91점"
"산 마르코, 프라스카티 스푸만테","San Marco, Frascati Spumante",https://www.wine21.com/13_search/wine_view.html?Idx=172429&lq=LIST,칸티네 산 마르코  Cantine San Marco,이탈리아(Italy) / 라치오(Lazio),말바시아 델 라치오 (Malvasia del Lazio) / 말바시아 디 칸디아 (Malvasia di Candia) / 트레비아노 (Trebbiano) / 벨로네 비앙코 (Bellone Bianco) / 체사네세 (Cesanese),Frascati DOC(DOP),LONG CHARMAT METHOD,,6~8 ℃,,,1/5,5/5,2/5,1/5,,,,12~13 %,
"산 마르코, 프라스카티","San Marco, Frascati",https://www.wine21.com/13_search/wine_view.html?Idx=172430&lq=LIST,칸티네 산 마르코  Cantine San Marco,이탈리아(Italy) / 라치오(Lazio),말바시아 델 라치오 (Malvasia del Lazio) / 말바시아 디 칸디아 (Malvasia di Candia) / 트레비아노 (Trebbiano) / 벨로네 비앙코 (Bellone Bianco) / 체사네세 (Cesanese),Frascati DOC(DOP),,,10~12 ℃,,,1/5,4/5,2/5,1/5,,,,12~13 %,
"칸티네 산 마르코, 빌라 카발레티 로마 리제르바","Cantine San Marco, Villa Cavalletti Roma Riserva",https://www.wine21.com/13_search/wine_view.html?Idx=172431&lq=LIST,칸티네 산 마르코  Cantine San Marco,이탈리아(Italy) / 라치오(Lazio),몬테풀치아노 (Montepulciano) / 체사네세 (Cesanese),Roma DOC(DOP),,AGING IN BARRIQUES/ TONNEAUX FOR ABOUT 10-12 MONTHS,16~18 ℃,,,1/5,3/5,3/5,3/5,,,,13~14 %,
"칸티네 디 베로나, 아파지오 프리미엄 라벨 로쏘 디 베로나","Cantine di Verona, Apasio Premium Label Rosso di Verona",https://www.wine21.com/13_search/wine_view.html?Idx=172432&lq=LIST,칸티네 디 베로나  Cantine di Verona,이탈리아(Italy) / 베네토(Veneto),코르비나 (Corvina) / 카베르네 소비뇽 (Cabernet Sauvignon) / 론디넬라 (Rondinella),Rosso del Veronese IGT(IGP),,,16~18 ℃,,,1/5,3/5,4/5,4/5,,,,14~15 %,*92 points for James Suckling
"칸티네 디 베로나, 아마로네 델라 발폴리첼라 '토레 델 팔라스코'","Cantine di Verona, Amarone della Valpolicella 'Torre del Falasco'",https://www.wine21.com/13_search/wine_view.html?Idx=172433&lq=LIST,칸티네 디 베로나  Cantine di Verona,이탈리아(Italy) / 베네토(Veneto),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella),Amarone della Valpolicella DOCG(DOP),,,16~18 ℃,,,1/5,3/5,5/5,5/5,,,Italian Amarone,14~15 %,"*Gold by Berlin Wine Trophy, 93 Points for Luca Maroni"
"칸티네 디 베로나, 스푸만테 가르다 브뤼 로제 '콜리 모레니치'","Cantine di Verona, Spumante Garda Brut Rose 'Colli Morenici'",https://www.wine21.com/13_search/wine_view.html?Idx=172434&lq=LIST,칸티네 디 베로나  Cantine di Verona,이탈리아(Italy) / 베네토(Veneto),피노 누아 (Pinot Noir),Garda DOC(DOP),,,16~18 ℃,,,1/5,5/5,2/5,1/5,,,,12~13 %,*1 Spumante in top 100 best Verona Wines; Gold medal for Berlin Wine Trophy; 93 Points for Luca Maroni
"칸티네 디 베로나, 쿠스토자 수페리오레 '쿠스토디아'","Cantine di Verona, Custoza Superiore 'Custodia'",https://www.wine21.com/13_search/wine_view.html?Idx=172435&lq=LIST,칸티네 디 베로나  Cantine di Verona,이탈리아(Italy) / 베네토(Veneto),트레비아노 (Trebbiano) / 토카이 프리울라노  (Tocai Friulano) / 가르가네가 (Garganega) / 인크로시오 만조니  (Incrocio Manzoni),,,,16~18 ℃,,,1/5,4/5,2/5,1/5,,,,12~13 %,"*90 points 5Star Wines, Vinitaly"
"칸티네 디 베로나, 메를로 가르다 '콜리 모레니치'","Cantine di Verona, Merlot Garda 'Colli Morenici'",https://www.wine21.com/13_search/wine_view.html?Idx=172436&lq=LIST,칸티네 디 베로나  Cantine di Verona,이탈리아(Italy) / 베네토(Veneto),메를로 (Merlot) 100%,,,,16~18 ℃,,,1/5,4/5,3/5,3/5,,,,13~14 %,*94 points for Luca Maroni.
"칸티네 디 베로나, 리파소 델라 발폴리첼라 수페리오레 '토레 팔라스코'","Cantine di Verona, Ripasso della Valpolicella Superiore 'Torre Falasco'",https://www.wine21.com/13_search/wine_view.html?Idx=172437&lq=LIST,칸티네 디 베로나  Cantine di Verona,이탈리아(Italy) / 베네토(Veneto),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella),Valpolicella Ripasso DOC(DOP),,,16~18 ℃,,,1/5,3/5,4/5,4/5,,,,14~15 %,
"라 까노바, 바르베라 달바","La Ca Nova, Barbera d'Alba",https://www.wine21.com/13_search/wine_view.html?Idx=172438&lq=LIST,라 까노바   La CaNova [La Ca'Nova],이탈리아(Italy) / 피에몬테(Piemonte) / 알바(Alba),바르베라 (Barbera),,,"오크(3,000리터)에서 12개월 숙성 후, 6개월 간 병입 숙성",16~18 ℃,치즈와 잘 어울린다.,호메오와인갤러리,1/5,3/5,3/5,3/5,,치즈,Italian Barbera,,
"라 까노바, 바르바레스코 몬테스테파노","La CaNova, Barbaresco Montestefano",https://www.wine21.com/13_search/wine_view.html?Idx=172439&lq=LIST,라 까노바   La CaNova [La Ca'Nova],이탈리아(Italy) / 피에몬테(Piemonte) / 바르바레스코(Barbaresco),네비올로 (Nebbiolo),,,,14~16 ℃,,호메오와인갤러리,1/5,3/5,4/5,4/5,"체리, 오렌지, 감초, 가죽",,Italian Barbaresco,,
"칸티네 볼피 SRL, 콜리 토르토네시 티모라쏘 데르쏘나 라 제르바","Cantine Volpi SRL, Colli Tortonesi Timorasso Derthona La Zerba",https://www.wine21.com/13_search/wine_view.html?Idx=172440&lq=LIST,칸티네 볼피 SRL  Cantine Volpi SRL,이탈리아(Italy) / 피에몬테(Piemonte),티모라쏘 (Timorasso) 100%,Colli Tortonesi DOC(DOP),,The aging is in stainless steel barrels for 10 months before bottling.,8~10 ℃,,,1/5,4/5,2/5,1/5,,,,13~14 %,*5 StarWines (Vinitaly): 96 (BEST ORGANIC WINE)*Decanter 91*Berliner Wine Trophy: Gold Medal*IWSC: 91*Gilbert & Gaillard: Double Gold Medal*Mostra Nazionale Vini: Gold Medal*Città del Vino: Gold Medal
"칸티네 볼피 SRL, 콜리 토르토네시 바르베라 수페리오레 라 제르바","Cantine Volpi SRL, Colli Tortonesi Barbera Superiore La Zerba",https://www.wine21.com/13_search/wine_view.html?Idx=172441&lq=LIST,칸티네 볼피 SRL  Cantine Volpi SRL,이탈리아(Italy) / 피에몬테(Piemonte),바르베라 (Barbera) 100%,Colli Tortonesi DOC(DOP),,a minimum of 14 months (6 months in French oak barrels),16~18 ℃,,,1/5,4/5,3/5,3/5,,,,13~14 %,*Gilbert & Gaillard: Gold Medal*5 StarWines (Vinitaly): 93*Mostra Nazionale Vini: Gold Medal*Decanter: 90
"칸티네 볼피 SRL, 피에몬테 모스카토","Cantine Volpi SRL, Piemonte Moscato",https://www.wine21.com/13_search/wine_view.html?Idx=172442&lq=LIST,칸티네 볼피 SRL  Cantine Volpi SRL,이탈리아(Italy) / 피에몬테(Piemonte),모스카토  (Moscato ) 100%,Piemonte DOC(DOP),Partial fermentation of the must at controlled temperature. The wine is then preserved at low temperatures till the bottling process.,,8~10 ℃,,,4/5,3/5,2/5,1/5,,,,5~6 %,*Gold Gilbert & Gaillards
"벨 꼴레, 모스카토 다스티 아모레 돌체","Bel Colle, Moscato d'Asti Amore Dolce",https://www.wine21.com/13_search/wine_view.html?Idx=172443&lq=LIST,벨 꼴레  Bel Colle,이탈리아(Italy) / 피에몬테(Piemonte) / 아스티(Asti),모스카토  (Moscato ) 100%,,저온으로 스틸 탱크에서 5일 발효,자체 효모로 2달 숙성,6~8 ℃,"숙성 치즈, 헤이즐넛 케이크, 과일과 잘 어울리며, 식전주로 잘 어울린다.",호메오와인갤러리,3/5,3/5,2/5,1/5,꽃,"식전주, 과일, 치즈, 케이크",Italian Moscato d'Asti,5~6 %,
"콘소르지오 델 비노 노빌레 디 몬테풀치아노, 비노 노빌레 디 몬테풀치아노","Consorzio del Vino Nobile di Montepulciano, Vino Nobile di Montepulciano",https://www.wine21.com/13_search/wine_view.html?Idx=172444&lq=LIST,콘소르지오 델 비노 노빌레 디 몬테풀치아노  Consorzio del Vino Nobile di Montepulciano,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese) 70% / 기타 품종 (Other Grapes) 30%,Vino Nobile di Montepulciano DOCG(DOP),,,16~18 ℃,,,1/5,4/5,4/5,3/5,,,,12~13 %,
피안디마레 빌라마그나,Piandimare Villamagna,https://www.wine21.com/13_search/wine_view.html?Idx=172445&lq=LIST,ITC 와인즈  ITC Wines,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano) 100%,Villamagna DOC(DOP),,,16~18 ℃,,,1/5,3/5,4/5,4/5,,,,14~15 %,*93 James Suckling
"유지니오 보끼노, 바롤로 '루'","Eugenio Bocchino, Barolo 'Lu'",https://www.wine21.com/13_search/wine_view.html?Idx=172446&lq=LIST,유지니오 보끼노  Eugenio Bocchino,이탈리아(Italy) / 피에몬테(Piemonte) / 바롤로(Barolo),네비올로 (Nebbiolo) 100%,Barolo DOCG(DOP),약 30일의 침용,foudre 에서 2년 동안 숙성된 후 시멘트 통에서 6~12개월 추가 숙성 한 후 병에서 1년 더 숙성한 뒤 출시,14~16 ℃,숙성된 치즈와 잘 어울린다.,호메오와인갤러리,1/5,3/5,4/5,4/5,,치즈,Italian Barolo,,
"인터내셔날 와인 그룹 SRL, 비번트 아마로네 델라 발폴리첼라","International Wine Group SRL, Vivunt Amarone della Valpolicella",https://www.wine21.com/13_search/wine_view.html?Idx=172447&lq=LIST,인터내셔날 와인 그룹 SRL  International Wine Group SRL,이탈리아(Italy) / 베네토(Veneto),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella) / 몰리나라 (Molinara),Amarone della Valpolicella DOCG(DOP),"natural drying in fruit cellar for 3/4 months with a sharp drop in weight of around 30%, soft crushing of destemmed grapes in the months of January and February","80% in wood for 36 months of which: 2/3 in American and French barriques, half of which are used for the second and third time 1/3 in large barrels, 20% in steel",16~18 ℃,,,1/5,3/5,5/5,5/5,,,,14~15 %,"*BERLINER WINE TROPHY GOLD, DECANTER BRONZE"
"유지니오 보끼노, 랑게 네비올로 '라 페루카'","Eugenio Bocchino, Langhe Nebbiolo 'La Perucca'",https://www.wine21.com/13_search/wine_view.html?Idx=172448&lq=LIST,유지니오 보끼노  Eugenio Bocchino,이탈리아(Italy) / 피에몬테(Piemonte) / 랑게(Langhe),네비올로 (Nebbiolo) 100%,,,"빈티지에 따라 큰 오크통에서 30개월, 병에서 1~2년을 보낸 후 출시",14~16 ℃,각종 치즈와 잘 어울린다.,호메오와인갤러리,1/5,3/5,4/5,3/5,"체리, 감귤, 꽃, 허브",치즈,Italian Nebbiolo,,
"유지니오 보끼노, 랑게 네비올로 '로카벨라'","Eugenio Bocchino, Langhe Nebbiolo 'Roccabella'",https://www.wine21.com/13_search/wine_view.html?Idx=172449&lq=LIST,유지니오 보끼노  Eugenio Bocchino,이탈리아(Italy) / 피에몬테(Piemonte),네비올로 (Nebbiolo),,스테인리스 스틸로 양조되고 4개월 동안 침용,12-14개월 동안 25 및 32 HL의 대형 배럴에서 숙성,14~16 ℃,,호메오와인갤러리,1/5,3/5,4/5,4/5,"건포도, 허브, 흙",,Italian Nebbiolo,,*VIVINO – 4.0
"카사 팔라딘, 프리모 로쏘 스푸만테","Casa Paladin, Primo Rosso Spumante",https://www.wine21.com/13_search/wine_view.html?Idx=172450&lq=LIST,카사 팔라딘  Casa Paladin,이탈리아(Italy),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot) / 모스카토  (Moscato ),,,,6~8 ℃,,,4/5,3/5,2/5,1/5,,,,10~11 %,
"카사 팔라딘, 모스카토 비노 스푸만테","Casa Paladin, Moscato Vino Spumante",https://www.wine21.com/13_search/wine_view.html?Idx=172451&lq=LIST,카사 팔라딘  Casa Paladin,이탈리아(Italy) / 베네토(Veneto),모스카토  (Moscato ) 100%,,,,6~8 ℃,,,4/5,3/5,2/5,1/5,,,,6~7 %,
"카사 팔라딘, 발렌티노 퀴베 브뤼 스푸만테","Casa Paladin, Valentino Cuvee Brut Spumante",https://www.wine21.com/13_search/wine_view.html?Idx=172452&lq=LIST,카사 팔라딘  Casa Paladin,이탈리아(Italy),글레라 (Glera) 70% / 샤르도네 (Chardonnay) 30%,,,,6~8 ℃,,,1/5,4/5,2/5,1/5,,,,11~12 %,
"카사 팔라딘, 프로세코 드라이","Casa Paladin, Prosecco Dry",https://www.wine21.com/13_search/wine_view.html?Idx=172453&lq=LIST,카사 팔라딘  Casa Paladin,이탈리아(Italy) / 베네토(Veneto),글레라 (Glera) 85% / 샤르도네 (Chardonnay) 15%,,,,6~8 ℃,,,1/5,4/5,2/5,1/5,,,,11~12 %,
"카사 팔라딘, 시라","Casa Paladin, Syrah",https://www.wine21.com/13_search/wine_view.html?Idx=172454&lq=LIST,카사 팔라딘  Casa Paladin,이탈리아(Italy),시라/쉬라즈 (Syrah/Shiraz) 100%,,,,16~18 ℃,,,1/5,3/5,4/5,4/5,,,,13~14 %,
"카사 팔라딘, 드라고 로쏘","Casa Paladin, Drago rosso",https://www.wine21.com/13_search/wine_view.html?Idx=172455&lq=LIST,카사 팔라딘  Casa Paladin,이탈리아(Italy),메를로 (Merlot) 100%,,,,16~18 ℃,,,1/5,4/5,4/5,4/5,,,,13~14 %,*Gold medal at Asian Wine trophy*Gold medal at Gilbert & Gaillard*94 point at Luca Maroni*Gold medal CSWA China*90 points james suckling*gold medal Sakura wine award
"카사 팔라딘, 드라고 비앙코","Casa Paladin, Drago Bianco",https://www.wine21.com/13_search/wine_view.html?Idx=172456&lq=LIST,카사 팔라딘  Casa Paladin,이탈리아(Italy),샤르도네 (Chardonnay),,,,10~12 ℃,,,1/5,4/5,2/5,1/5,,,,13~14 %,
"레나토 부간자, 네비올로 달바 파라디스","Renato Buganza, Nebbiolo d'Alba Superiore Paradis",https://www.wine21.com/13_search/wine_view.html?Idx=172457&lq=LIST,레나토 부간자  Renato Buganza,이탈리아(Italy) / 피에몬테(Piemonte),네비올로 (Nebbiolo),Nebbiolo d'Alba DOC(DOP),,"18개월간 오크 캐스크 숙성. 새 와인은 디켄팅 후 병입 전 3개월간 추가 숙성하며, 이후 6개월간 병입 숙성",14~16 ℃,"육류 요리, 숙성 치즈, 다크 초콜릿 등과 잘 어울린다.",호메오와인갤러리,1/5,3/5,3/5,3/5,,"치즈, 초콜릿",Italian Nebbiolo,14~15 %,*VIVINO – 4.2
"카사 팔라딘, 살바넬로","Casa Paladin, Salbanello",https://www.wine21.com/13_search/wine_view.html?Idx=172458&lq=LIST,카사 팔라딘  Casa Paladin,이탈리아(Italy) / 베네토(Veneto),카베르네 소비뇽 (Cabernet Sauvignon) 70% / 말벡 (Malbec) 30%,Veneto IGT(IGP),,,16~18 ℃,,,1/5,3/5,4/5,3/5,,,,12~13 %,*95 points Luca Maroni*3 grapes BIBENDA
"카사 팔라딘, 피노 그리지오","Casa Paladin, Pinot Grigio",https://www.wine21.com/13_search/wine_view.html?Idx=172459&lq=LIST,카사 팔라딘  Casa Paladin,이탈리아(Italy) / 베네토(Veneto),피노 그리지오 (Pinot Grigio) 100%,,,,10~12 ℃,,,1/5,3/5,1/5,1/5,,,,13~14 %,"*Decanter medal, 3 grapes Bibenda"
봉 보야쥬 샤르도네,Bon Voyage Chardonnay,https://www.wine21.com/13_search/wine_view.html?Idx=172460&lq=LIST,GCF 그룹  GCF Group,독일(Germany),샤르도네 (Chardonnay) 100%,,알코올 성분은 내부가 진공상태인 특수 설비를 이용하여 매우 섬세한 방법으로 제거,,10~12 ℃,다양한 에피타이저 메뉴와 잘 어울린다.,(주)와이넬,1/5,3/5,2/5,1/5,"아카시아, 바닐라, 아몬드, 버터",,,0~1 %,
"카사 팔라딘, 프랄리스","Casa Paladin, Pralis",https://www.wine21.com/13_search/wine_view.html?Idx=172461&lq=LIST,카사 팔라딘  Casa Paladin,이탈리아(Italy),샤르도네 (Chardonnay) 80% / 소비뇽 블랑 (Sauvignon Blanc) 20%,,,,10~12 ℃,,,1/5,4/5,2/5,1/5,,,,12~13 %,*Gold medal at Asian Wine trophy*Gold medal at Gilbert & Gaillard*92 point at Luca Maroni*Double Gold medal CSWA China
