와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,알코올,음용온도,기타정보,당도,산도,바디,타닌,아로마,음식매칭,양조,숙성,수입사,등급,추천음식
"레 라냐이에, 로쏘 디 몬탈치노 레 라냐이에","Le Ragnaie, Rosso di Montalcino Le Ragnaie",https://www.wine21.com/13_search/wine_view.html?Idx=176460&lq=LIST,레 라냐이에  Le Ragnaie,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese),Central Italy Red,,16~18 ℃,* Vinous 93점,1/5,4/5,3/5,3/5,"체리, 딸기, 자두, 미네랄, 육두구, 바닐라, 정향, 흙, 젖은흙, 젖은낙엽","소고기, 스테이크, 육류요리, 양갈비, 양념갈비, 족발, 한식, 파스타, 서양요리, 자두, 치즈, 파르미지아노, 그라노파다노, 콩테",,24개월간 슬라보니안 오크 통에서 숙성.,에노테카코리아,Rosso di Montalcino DOC(DOP),
"레 라냐이에, 로쏘 디 몬탈치노","Le Ragnaie, Rosso di Montalcino",https://www.wine21.com/13_search/wine_view.html?Idx=176461&lq=LIST,레 라냐이에  Le Ragnaie,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese),Central Italy Red,,16~18 ℃,* Vinous 92점 /  Vivino 4.1,1/5,4/5,3/5,3/5,"레드커런트, 라스베리, 자두, 미네랄, 정향","소고기, 육류요리, 양고기, 건육, 훈제오리, 불고기, 족발, 한식, 파스타, 서양요리, 자두, 치즈, 파르미지아노, 그라노파다노",,24개월간 대형 슬라보니안 오크통에서 숙성,에노테카코리아,Rosso di Montalcino DOC(DOP),
"레 라냐이에, 브루넬로 디 몬탈치노 비냐 베끼아","Le Ragnaie, Brunello di Montalcino Vigna Vecchia",https://www.wine21.com/13_search/wine_view.html?Idx=176462&lq=LIST,레 라냐이에  Le Ragnaie,이탈리아(Italy) / 트레비조(Treviso),산지오베제 (Sangiovese),Italian Brunello,,16~18 ℃,* Robert Parker - 96점 / Vinous - 95점 /Decanter - 93점 / Wine Spectator - 92점,1/5,4/5,4/5,4/5,"블랙체리, 체리, 라스베리, 자두, 허브, 흙","소고기, 스테이크, 육류요리, 양갈비, 양고기, 양념갈비, 갈비찜, 라자냐, 파스타, 서양요리, 버섯, 트러플, 송이버섯, 자두, 랑그르, 치즈, 파르미지아노, 그라노파다노, 로크포르, 테트드무안, 콩테",,36개월간 대형 슬라보니안 오크 통에서 숙성.,에노테카코리아,Brunello di Montalcino DOCG(DOP),
"레 라냐이에, 브루넬로 디 몬탈치노 카사노비나 몬토솔리","Le Ragnaie, Brunello di Montalcino Casanovia Montosoli",https://www.wine21.com/13_search/wine_view.html?Idx=176463&lq=LIST,레 라냐이에  Le Ragnaie,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese),Italian Brunello,,16~18 ℃,* Robert Parker - 96점 /  Vinous - 95점 / Decanter - 95점 / Wine Spectator - 94점,1/5,4/5,4/5,4/5,"체리, 딸기, 라스베리, 제비꽃, 꽃, 미네랄, 허브, 흙, 젖은흙, 흑연, 젖은낙엽","그릴요리, 소고기, 스테이크, 육류요리, 붉은육류, 양갈비, 양고기, 갈비찜, 족발, 한식, 라자냐, 토마토파스타, 트러플, 송이버섯, 치즈, 파르미지아노, 에멘탈, 그라노파다노, 테트드무안, 콩테",,36개월간 대형 슬라보니안 오크통에서 숙성.,에노테카코리아,Brunello di Montalcino DOCG(DOP),
"레 라냐이에, 브루넬로 디 몬탈치노 파쏘 델 루메 스펜토","Le Ragnaie, Brunello di Montalcino Passo del Lume Spento",https://www.wine21.com/13_search/wine_view.html?Idx=176464&lq=LIST,레 라냐이에  Le Ragnaie,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese),Italian Brunello,,16~18 ℃,* Robert Parker - 96점 / Vinous - 94점 / Wine Spectator - 91점 / Decanter - 90점,1/5,4/5,4/5,4/5,"체리, 라스베리, 자몽, 오렌지, 미네랄, 허브","로스트비프, 까르파치오, 소고기, 육류요리, 양갈비, 양고기, 건육, 훈제오리, 불고기, 양념갈비, 족발, 한식, 라자냐, 토마토파스타, 크림파스타, 버섯, 송이버섯, 치즈, 파르미지아노, 에멘탈, 그라노파다노, 테트드무안, 콩테",,36개월간 대형 슬라보니안 오크 통에서 숙성,에노테카코리아,Brunello di Montalcino DOCG(DOP),
"레 라냐이에, 브루넬로 디 몬탈치노","Le Ragnaie, Brunello di Montalcino",https://www.wine21.com/13_search/wine_view.html?Idx=176465&lq=LIST,레 라냐이에  Le Ragnaie,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese),Italian Brunello,,16~18 ℃,* Robert Parker - 94점 / Vinous - 93점 / Wine Spectator - 93점 / Decanter - 91점,1/5,4/5,4/5,4/5,"체리, 라스베리, 제비꽃, 붉은꽃, 감초, 허브, 말린허브","그릴요리, 로스트비프, 소고기, 육류요리, 붉은육류, 양갈비, 양고기, 불고기, 갈비찜, 족발, 라자냐, 파스타, 크림파스타, 서양요리, 버섯, 송이버섯, 랑그르, 치즈, 파르미지아노, 그라노파다노, 로크포르",,36개월간 대형 슬라보니안 오크통에서 숙성,에노테카코리아,Brunello di Montalcino DOCG(DOP),
"레 라냐이에, 로사토","Le Ragnaie, Rosato",https://www.wine21.com/13_search/wine_view.html?Idx=176466&lq=LIST,레 라냐이에  Le Ragnaie,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese),,,12~14 ℃,,1/5,4/5,3/5,2/5,"체리, 모과, 살구, 복숭아, 흰꽃, 꽃, 허브","송아지, 돼지고기, 양꼬치, 건육, 훈제오리, 오리로스, 한식, 만두, 수육, 오일파스타, 서양요리, 중국요리, 아시아요리, 샐러드, 복숭아, 견과류, 파르미지아노, 그라노파다노",,24개월간 대형 프렌치 베럴에서 숙성,에노테카코리아,,
"레 라냐이에, 토스카나 치비텔라","Le Ragnaie, Toscana Bianco Civitella",https://www.wine21.com/13_search/wine_view.html?Idx=176467&lq=LIST,레 라냐이에  Le Ragnaie,이탈리아(Italy) / 토스카나(Toscana),피아노 (Fiano),,,10~12 ℃,,1/5,3/5,4/5,1/5,"살구, 복숭아, 오렌지, 멜론, 파인애플, 바나나, 꿀, 크림, 치즈","돼지고기, 건육, 닭고기, 오리로스, 해산물, 편육, 수육, 오일파스타, 피자, 중국요리, 아시아요리, 복숭아, 견과류, 크림치즈, 모짜렐라",,11개월간 큰 콘크리트 통에서 숙성,에노테카코리아,,
"레 라냐이에, 비앙코","Le Ragnaie, Bianco",https://www.wine21.com/13_search/wine_view.html?Idx=176468&lq=LIST,레 라냐이에  Le Ragnaie,이탈리아(Italy) / 토스카나(Toscana),트레비아노 (Trebbiano) / 말바시아 (Malvasia),,,10~12 ℃,,1/5,3/5,3/5,1/5,"살구, 복숭아, 꽃, 미네랄, 아몬드, 카라멜, 꿀","돼지고기, 건육, 오리고기, 닭고기, 해산물, 보쌈, 편육, 만두, 수육, 파스타, 오일파스타, 서양요리, 피자, 중국요리, 아시아요리, 샐러드, 복숭아, 과일, 견과류, 치즈, 파르미지아노, 그라노파다노, 크림치즈, 모짜렐라",,24개월간 아카시아 오크 통에서 숙성.,에노테카코리아,,
"케이머스, 캘리포니아 카버네 소비뇽","Caymus, California Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=176469&lq=LIST,케이머스 빈야드  Caymus Vineyards,미국(U.S.A) / 캘리포니아(California),카베르네 소비뇽 (Cabernet Sauvignon),Californian Cabernet Sauvignon,,16~18 ℃,,1/5,3/5,4/5,4/5,"블랙커런트, 블랙베리, 블루베리, 자두, 바닐라, 감초, 다크초콜릿, 오크","소고기, 스테이크, 양갈비, 양고기, 보쌈, 갈비찜, 한식, 햄버거, 서양음식, 피자, 치즈, 체다, 고다, 브리, 콩테",,,나라셀라,,
"바타시올로, 스푸만테 메토도 클라시코","Batasiolo, Spumante Metodo Classico",https://www.wine21.com/13_search/wine_view.html?Idx=176470&lq=LIST,바타시올로   Batasiolo [Beni di Batasiolo],이탈리아(Italy) / 피에몬테(Piemonte),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay),,,6~8 ℃,,1/5,4/5,2/5,1/5,"배, 시트러스, 아카시아, 꽃, 허브, 페이스트리, 브리오슈, 아몬드, 꿀","바비큐, 돼지고기, 건육, 생선구이, 흰살생선, 장어구이, 소라, 해산물, 문어숙회, 나물, 어묵, 오일파스타, 서양요리, 아시아요리, 식전주, 샐러드, 과일, 그라노파다노, 리코타, 콩테, 티라미수",손수확. 포도를 부드럽게 압착하여 약 15°-16°C의 온도에서 1차 발효. 봄이 되면 여러 배럴의 와인을 블렌딩한 퀴베를 병입한 후 병내 2차 발효를 진행.,최소 40개월 동안 쉬르 리 숙성.,(주)와이넬,,
"알렉상드르 보네, 블랑 드 누아","Alexandre Bonnet, Blanc de Noirs",https://www.wine21.com/13_search/wine_view.html?Idx=176471&lq=LIST,알렉상드르 보네  Alexandre Bonnet,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir),French Champagne,12~13 %,10~12 ℃,"* 재활용 가능한 포장재와 천연 코르크 마개, 그리고 지속 사용 가능한 케이스를 사용하는 등 환경 친화적인 포장 방식을 고수",1/5,3/5,4/5,1/5,"백도, 시트러스, 라임, 레몬, 꽃, 캐모마일, 페이스트리, 오크","생선구이, 생선회, 해산물, 랍스터, 중국요리, 버섯, 샐러드, 치즈, 리코타, 크림치즈, 콩테, 모짜렐라",,36개월의 숙성.,신세계엘앤비,Champagne AOC(AOP),
"알렉상드르 보네, 블랑 드 블랑","Alexandre Bonnet, Blanc de Blancs",https://www.wine21.com/13_search/wine_view.html?Idx=176472&lq=LIST,알렉상드르 보네  Alexandre Bonnet,프랑스(France) / 샹빠뉴(Champagne),피노 블랑 (Pinot Blanc) / 샤르도네 (Chardonnay),French Champagne,12~13 %,10~12 ℃,"* NV - Essi Avelan 92점* 재활용 가능한 포장재와 천연 코르크 마개, 그리고 지속 사용 가능한 케이스를 사용하는 등 환경 친화적인 포장 방식을 고수.",1/5,3/5,3/5,1/5,"자두, 시트러스, 라임, 망고, 미네랄, 아몬드","양꼬치, 건육, 오리고기, 닭고기, 오리로스, 치킨, 생선회, 해산물, 동그랑땡, 서양요리, 중국요리, 식전주, 샐러드, 치즈, 파르미지아노, 그라노파다노, 리코타, 콩테, 모짜렐라",,,신세계엘앤비,Champagne AOC(AOP),
"알렉상드르 보네, 로제","Alexandre Bonnet, Rose",https://www.wine21.com/13_search/wine_view.html?Idx=176473&lq=LIST,알렉상드르 보네  Alexandre Bonnet,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir),French Champagne,12~13 %,10~12 ℃,"* 재활용 가능한 포장재와 천연 코르크 마개, 그리고 지속 사용 가능한 케이스를 사용하는 등 환경 친화적인 포장 방식을 고수",1/5,4/5,4/5,1/5,"레드커런트, 체리, 라스베리, 꽃","닭강정, 오리고기, 닭고기, 생선구이, 생선찜, 생선 까르파치오, 해산물, 서양요리, 중국요리, 아시아요리, 식전주, 샐러드, 과일, 딸기, 치즈, 리코타, 크림치즈, 디저트, 케이크, 티라미슈",,,신세계엘앤비,Champagne AOC(AOP),
"알렉상드르 보네, 라 포레 로제 드 세니에","Alexandre Bonnet, La Foret, Rosé de Saignée",https://www.wine21.com/13_search/wine_view.html?Idx=176474&lq=LIST,알렉상드르 보네  Alexandre Bonnet,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir),French Champagne,12~13 %,10~12 ℃,* NV - Essi Avelan 91점,1/5,3/5,3/5,1/5,"레드커런트, 체리, 라스베리, 꽃, 미네랄","돼지고기, 건육, 오리고기, 닭고기, 생선회, 소라, 해산물, 파스타, 서양요리, 중국요리, 튀김, 샐러드, 치즈, 파르미지아노, 그라노파다노, 리코타, 모짜렐라",,,신세계엘앤비,Champagne AOC(AOP),
"알렉상드르 보네, 라 제앙드 7 세파쥬","Alexandre Bonnet, La Géande 7 Cépages",https://www.wine21.com/13_search/wine_view.html?Idx=176475&lq=LIST,알렉상드르 보네  Alexandre Bonnet,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay) / 피노 뮈니에 (Pinot Meunier) / 피노 그리 (Pinot Gris) / 피노 블랑 (Pinot Blanc) / 쁘띠 메슬리에 (Petit Meslier ),French Champagne,12~13 %,10~12 ℃,* NV - Essi Avelan 92점,1/5,3/5,3/5,1/5,"배, 시트러스, 자몽, 오렌지, 꽃, 미네랄, 건초, 허브, 꿀","돼지고기, 건육, 오리고기, 닭고기, 생선구이, 생선회, 해산물, 서양요리, 중국요리, 샐러드, 과일, 치즈, 리코타, 모짜렐라, 타르트, 디저트",,,신세계엘앤비,Champagne AOC(AOP),
"알렉상드르 보네, 로제 데 리세이 라 포레","Alexandre Bonnet, Rosé des Riceys",https://www.wine21.com/13_search/wine_view.html?Idx=176476&lq=LIST,알렉상드르 보네  Alexandre Bonnet,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir),,13~14 %,16~18 ℃,,1/5,3/5,3/5,3/5,"레드커런트, 블랙베리, 라스베리, 제비꽃, 꽃, 후추, 아몬드","송아지, 까르파치오, 소고기, 건육, 훈제오리, 연어, 참치, 불고기, 편육, 수육, 오일파스타, 크림파스타, 서양요리, 중국요리, 버섯, 견과류, 치즈, 파르미지아노, 고다, 그라노파다노, 테트드무안, 콩테",,"80%는 스틸 탱크에서, 20%는 버건디 배럴에서 ９개월간 숙성되며, 이후 병에서 2년간 추가 숙성을 진행.",신세계엘앤비,,
"알렉상드르 보네, 꼬또 샹프누아 블랑","Alexandre Bonnet, Coteaux Champenois Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=176477&lq=LIST,알렉상드르 보네  Alexandre Bonnet,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay) / 피노 블랑 (Pinot Blanc),,11~12 %,8~10 ℃,,1/5,3/5,4/5,1/5,"살구, 복숭아, 흰꽃, 꽃, 미네랄, 버터, 꿀","돼지고기, 건육, 닭강정, 훈제오리, 오리로스, 치킨, 시푸드, 해산물, 편육, 만두, 파스타, 오일파스타, 서양요리, 리조또, 피자, 중국요리, 복숭아, 치즈, 고다, 브리, 모짜렐라",,미세한 앙금과 함께 탱크 및 배럴에서 9개월간 숙성을 진행하며 이후 병에서 1년간 추가 숙성을 진행.,신세계엘앤비,,
"오멘, 카베르네 소비뇽","Omen, Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=176478&lq=LIST,오멘 와인  Omen Wine,미국(U.S.A) / 캘리포니아(California) / 시에라 풋힐즈(Sierra Foothills),카베르네 소비뇽 (Cabernet Sauvignon),Californian Cabernet Sauvignon,14~15 %,16~18 ℃,,1/5,3/5,4/5,3/5,"블랙체리, 블랙베리, 붉은꽃, 꽃, 육두구, 시나몬, 홍차, 연기, 초콜릿","소고기, 스테이크, 양갈비, 양고기, 불고기, 갈비찜, 한식, 햄버거, 서양요리, 피자, 버섯, 치즈, 체다, 브리, 스모크",,,모노드림,,
"트루 그릿, 쁘띠 시라","True Grit, Petite Sirah",https://www.wine21.com/13_search/wine_view.html?Idx=176479&lq=LIST,트루 그릿  True Grit,미국(U.S.A) / 캘리포니아(California) / 멘도치노 카운티(Mendocino County),쁘띠 시라  (Petite Sirah),Californian Syrah,14~15 %,16~18 ℃,* WIne Enthusiast - 91점,1/5,3/5,4/5,4/5,"블랙커런트, 블랙베리, 자두, 미네랄, 젖은자갈, 육두구, 바닐라, 말린허브, 초콜릿, 다크초콜릿, 오크","소고기, 스테이크, 육류요리, 붉은육류, 양갈비, 양고기, 갈비찜, 족발, 파스타, 피자, 버섯, 견과류, 치즈, 체다, 브리, 페타",,"프렌치, 미국 오크통 숙성.",모노드림,,
"기욤 르탕, 알로 루비 루즈","Guillaume Letang, Alo Rubis Rouge",https://www.wine21.com/13_search/wine_view.html?Idx=176480&lq=LIST,기욤 르탕  Guillaume Letang,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon) / 꼬뜨 드 루씨용(Côtes de Roussillon),그르나슈 (Grenache),Languedoc-Roussillon Red,14~15 %,16~18 ℃,,1/5,3/5,4/5,3/5,"블랙커런트, 체리, 딸기, 라스베리, 후추, 바닐라, 감초, 초콜릿","육류요리, 붉은육류, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 라자냐, 파스타, 버섯, 치즈, 에멘탈, 까망베르, 로크포르, 테트드무안, 그뤼에르",,프렌치 오크에서 3개월 숙성.,모노드림,Côtes du Roussillon Village AOC(AOP),
"플라마 도르, 까바 브뤼 임페리얼","Flama d'Or, Cava Brut Imperial",https://www.wine21.com/13_search/wine_view.html?Idx=176481&lq=LIST,플라마 도르  Flama d'Or,스페인(Spain),빠레야다 (Parellada) / 샤르도네 (Chardonnay),Spanish Cava,11~12 %,8~10 ℃,* NV - Concours Mondial de Bruxelles 2020/2023 Silver Medal,2/5,3/5,3/5,3/5,"황도, 복숭아, 바나나, 페이스트리, 버터","꼬치구이, 바비큐, 돼지고기, 건육, 닭강정, 치킨, 스시, 생선회, 해산물, 잡채, 물냉면, 수육, 오일파스타, 중국요리, 아시아요리, 튀김, 샐러드, 과일, 치즈, 크림치즈, 모짜렐라","병입  후, 리들링 실시.",2차 병숙성을 18개월 이상 진행.,모노드림,,
"루트 코즈, 피노 누아","Root Cause, Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=176483&lq=LIST,루트 코즈 와이너리  Root Cause Winery,미국(U.S.A) / 캘리포니아(California),피노 누아 (Pinot Noir),Californian Pinot Noir,13~14 %,14~16 ℃,,1/5,3/5,3/5,3/5,"체리, 딸기, 라스베리, 꽃, 타바코, 시가박스, 오크","베이컨, 바비큐, 양꼬치, 건육, 훈제오리, 보쌈, 불고기, 족발, 한식, 수육, 햄버거, 서양요리, 피자, 중국요리, 치즈, 체다, 고다, 브리",,,모노드림,,
"크림슨 몬스터, 쿠나와라 카베르네 소비뇽","Crimson Monster, Coonawarra Cabernet",https://www.wine21.com/13_search/wine_view.html?Idx=176484&lq=LIST,크림슨 몬스터  Crimson Monster,호주(Australia) / 사우스 오스트레일리아(South Australia) / 쿠나와라(Coonawarra),카베르네 소비뇽 (Cabernet Sauvignon),Australian Cabernet Sauvignon,14~15 %,16~18 ℃,,2/5,3/5,4/5,3/5,"블랙커런트, 자두, 후추, 바닐라, 정향, 감초, 유칼립투스, 삼나무, 다크초콜릿","그릴요리, 소고기, 스테이크, 붉은육류, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 한식, 햄버거, 서양요리, 피자, 랑그르, 치즈, 파르미지아노, 고다, 에멘탈, 까망베르, 그라노파다노, 테트드무안",스킨 컨택 시간을 짧게 하며 저온에서 1차 발효를 거친 뒤 압착.,블렌딩과 병  입 이전에 스테인레스 스틸 배럴과 1번 사용된 프렌치 오크통에서 10개월 숙성.,모노드림,,
"크림슨 몬스터, 맥라렌 베일 쉬라즈","Crimson Monster, McLaren Vale Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=176485&lq=LIST,크림슨 몬스터  Crimson Monster,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,14~15 %,16~18 ℃,,1/5,3/5,5/5,3/5,"블랙체리, 블랙베리, 자두, 후추, 정향, 초콜릿, 오크","그릴요리, 소고기, 스테이크, 육류요리, 양갈비, 양고기, 불고기, 갈비찜, 족발, 라자냐, 서양요리, 랑그르, 치즈, 파르미지아노, 에멘탈, 그라노파다노, 테트드무안",,"500 리터 대형 프렌치 오크 배럴과 스테인레스 스틸 탱크에서 숙성, 블렌딩 후 병입.",모노드림,,
