와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,등급,양조,숙성,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,알코올
발라드 레인 까베르네 소비뇽,Ballard Lane Cabernet Sauvignon,https://www.wine21.com/13_search/wine_view.html?Idx=167884&lq=LIST,밀러 패밀리 와인 컴패니  Miller Family Wine Company,미국(U.S.A) / 캘리포니아(California) / 센트럴 코스트(Central Coast),카베르네 소비뇽 (Cabernet Sauvignon) / 쁘띠 시라  (Petite Sirah) / 메를로 (Merlot),Californian Cabernet Sauvignon,Central Coast AVA,24.8°Brix 당도에서 산도를 지키기 위해 밤에 수확,아메리칸&프렌치 오크 배럴에서 12개월 동안 숙성,16~18 ℃,"멕시칸 타코, 소시지&버섯 피자, 떡갈비와 그린 샐러드, 숙성 치즈 등과 잘 어울린다.",(주)와이넬,1/5,3/5,4/5,4/5,블랙베리,"소시지, 피자, 치즈",* San Francisco Chronicle Wine Competition - 금메달(Vint.2017)* The Tasting Panel - 91점(Vint.2018),
발라드 레인 진판델,Ballard Lane Zinfandel,https://www.wine21.com/13_search/wine_view.html?Idx=167885&lq=LIST,밀러 패밀리 와인 컴패니  Miller Family Wine Company,미국(U.S.A) / 캘리포니아(California) / 샌 루이스 오비스포 카운티(San Luis Obispo County) / 파소 로블스(Paso Robles),진판델 (Zinfandel) / 라그레인 (Lagrein) / 무르베드르 (Mourvedre),,Paso Robles AVA,26.4°Brix 당도에서 산도를 지키기 위해 밤에 수확(Night Harvest),10개월 동안 아메리칸 오크 배럴 숙성 후 100% 젖산 발효(Malolactic fermentation) 진행,16~18 ℃,"붉은육류, 양고기, 양갈비, 스테이크, 갈비, 불고기, 말린과일, 견과류 와 잘 어울린다.",(주)와이넬,1/5,3/5,4/5,4/5,"체리, 잼, 오크","로스트비프, 불고기, 중국음식, 견과류, 치즈",*The Tasting Panel - 91점(Vint.2018)*ONE OF THE YEAR'S BEST U.S. ZINFANDELS '올해 미국 최고의 진판델 중 하나',
발라드 레인 피노 누아,Ballard Lane Pinot Noir,https://www.wine21.com/13_search/wine_view.html?Idx=167886&lq=LIST,밀러 패밀리 와인 컴패니  Miller Family Wine Company,미국(U.S.A) / 캘리포니아(California) / 센트럴 코스트(Central Coast),피노 누아 (Pinot Noir) / 쁘띠 시라  (Petite Sirah),,Central Coast AVA,25.1°Brix 당도에서 산도를 지키기 위해 밤에 수확,5개월 동안 뉴 프랜치 오크 배럴에서 숙성,14~16 ℃,"소고기 스테이크와 으깬감자&그레이비 소스, 치즈&살라미 플레이트 등과 잘 어울린다.",(주)와이넬,1/5,4/5,3/5,3/5,블랙베리,"살라미, 치즈",*2018 빈티지: 2020 San Francisco Chronicle Wine Competition Gold Medal,
"저스트, 소비뇽 블랑","Just, Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=167887&lq=LIST,저스트  JUST,프랑스(France),소비뇽 블랑 (Sauvignon Blanc),,,,,8~10 ℃,"샐러드, 케이크, 마카롱 등의 디저트 등과 잘 어울린다.",,3/5,3/5,1/5,1/5,"구즈베리, 레몬",샐러드,"*파리바게뜨, 해피포인트앱, 해피오더앱에서 구매 가능합니다.",12~13 %
"저스트, 메를로","Just, Merlot",https://www.wine21.com/13_search/wine_view.html?Idx=167888&lq=LIST,저스트  JUST,프랑스(France),메를로 (Merlot),,,,,14~16 ℃,"소세지빵, 불고기빵, 딸기 초코류의 케이크 등과 잘 어울린다.",,1/5,3/5,2/5,2/5,"체리, 자두","불고기, 딸기, 케이크","*파리바게뜨, 해피포인트앱, 해피오더앱에서 구매 가능합니다.",13~14 %
스트로베리 버블,Strawberry Bubble,https://www.wine21.com/13_search/wine_view.html?Idx=167889&lq=LIST,스트로베리 & 초코 버블  Strawberry & Choco Bubble,독일(Germany),블렌드 (Blend ),,,,,6~8 ℃,"케이크, 디저트류 등과 잘 어울린다.",,4/5,3/5,2/5,1/5,"딸기, 요거트",,"*파리바게뜨, 해피포인트앱, 해피오더앱에서 구매 가능합니다.",
초코 버블,Choco Bubble,https://www.wine21.com/13_search/wine_view.html?Idx=167890&lq=LIST,스트로베리 & 초코 버블  Strawberry & Choco Bubble,독일(Germany),블렌드 (Blend ),,,,,6~8 ℃,"초콜릿 케이크, 빵, 디저트 류 등과 잘 어울린다.",,4/5,3/5,2/5,1/5,"체리, 초콜릿",,"*파리바게뜨, 해피포인트앱, 해피오더앱에서 구매 가능합니다.",
루나 아젠타 네그로아마로 프리미티보,Luna Argenta Negroamaro Primitivo,https://www.wine21.com/13_search/wine_view.html?Idx=167891&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 뿔리아(Puglia),네그로아마로 (Negroamaro) / 프리미티보 (Primitivo),,Puglia IGT(IGP),,,16~18 ℃,"정통 스테이크 요리, 스튜, 숙성된 치즈 등과 잘 어울림. 최상급 한우구이 등과 잘 어울린다.",,1/5,3/5,4/5,3/5,바닐라,치즈,*2015 Mundus Vini Silver*2014 Decanter Bronze*2014 IWC Bronze*2013 Mundus Vini Silver,14~15 %
이티네라 그릴로 쇼비뇽블랑,Itinera Grillo Sauvignon Blanc,https://www.wine21.com/13_search/wine_view.html?Idx=167892&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 시칠리아(Sicilia),그릴로 (Grillo) / 소비뇽 블랑 (Sauvignon Blanc),,Sicilia DOC(DOP),,,8~10 ℃,"해산물, 닭고기, 샐러드 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,"시트러스, 열대과일","닭고기, 해산물, 샐러드",,12~13 %
아시오 오투스 비안코,Asio Otus Bianco,https://www.wine21.com/13_search/wine_view.html?Idx=167893&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy),샤르도네 (Chardonnay) / 소비뇽 블랑 (Sauvignon Blanc),,,,,8~10 ℃,"흰살생선요리, 스파이시한 아시안요리, 간단한 견과류 또는 과일 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,배,"흰살생선, 과일, 견과류","*2017 WWC Silver (89점, best buy)",12~13 %
아시오 오투스 로쏘,Asio Otus Rosso,https://www.wine21.com/13_search/wine_view.html?Idx=167894&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot) / 시라/쉬라즈 (Syrah/Shiraz),,,,,16~18 ℃,"고기요리, 아시안요리, 간단한 견과류, 과일 등과 잘 어울린다.",,1/5,3/5,4/5,3/5,배,"과일, 견과류","*2015 Mundus Vini,Silver*2014 Mundus Vini Silver, 2014 Decanter World Wine Awards Commended*2013 IWC Commended, 2013 Decanter Commended",13~14 %
라피우마 키안티,La Piuma Chianti,https://www.wine21.com/13_search/wine_view.html?Idx=167895&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese),,Chianti DOCG(DOP),,,16~18 ℃,"구운 고기요리, 숙성된 치즈, 돼지고기 목살, 삽겹살, 족발, 순대 등과 잘 어울린다.",,1/5,4/5,3/5,3/5,"체리, 배",치즈,*2012 KWC Silver,13~14 %
지아콘디 키안티,Giacondi Chianti,https://www.wine21.com/13_search/wine_view.html?Idx=167896&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese),,Chianti DOCG(DOP),,,16~18 ℃,"구운 고기요리, 숙성된 치즈, 돼지고기 목살, 삽겹살, 족발, 순대 등과 잘 어울린다.",,1/5,3/5,3/5,3/5,체리,치즈,,12~13 %
지아콘디 네로다볼라,Giacondi Nero d'avola,https://www.wine21.com/13_search/wine_view.html?Idx=167897&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 시칠리아(Sicilia),네로 다볼라 (Nero d'Avola),,,,,16~18 ℃,"토마토 소스 베이스의 파스타와 육류, 그리고 치즈 등과 잘 어울린다.",,1/5,3/5,3/5,3/5,"체리, 자두, 후추","파스타, 치즈",*2009 MUNDUS VINI Silver,13~14 %
지아콘디 카베넷쇼비뇽,Giacondi Cabernet Sauvignon,https://www.wine21.com/13_search/wine_view.html?Idx=167898&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy),카베르네 소비뇽 (Cabernet Sauvignon),,,,,16~18 ℃,구운 고기요리와 미디움 숙성된 치즈와 잘 어울린다.,,1/5,3/5,3/5,3/5,,치즈,,13~14 %
일 빠드리노 비안코,IL Padrino Bianco,https://www.wine21.com/13_search/wine_view.html?Idx=167899&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 시칠리아(Sicilia),그레카니코 도라토  (Grecanico Dorato ) / 카타라토 (Catarratto) / 그릴로 (Grillo),,Terre Siciliane IGT(IGP),,,8~10 ℃,"신선한 해산물, 리코타 치즈를 곁들인 상큼한 샐러드, 지중해식 샐러드 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,열대과일,"해산물, 샐러드",,12~13 %
만나라 샤도네이,Mannara Chardonnay,https://www.wine21.com/13_search/wine_view.html?Idx=167900&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 뿔리아(Puglia),샤르도네 (Chardonnay),,Terre Siciliane IGT(IGP),,,8~10 ℃,"구운 닭고기요리와, 구운 야채, 마일드한 치즈 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,"복숭아, 바닐라","닭고기, 야채, 치즈",,13~14 %
일 빠드리노 로쏘,IL Padrino Rosso,https://www.wine21.com/13_search/wine_view.html?Idx=167901&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 시칠리아(Sicilia),네로 다볼라 (Nero d'Avola) / 산지오베제 (Sangiovese) / 메를로 (Merlot),,Terre Siciliane IGT(IGP),,,16~18 ℃,시즈닝 된 치즈와 그릴에 구운 고기 등과 잘 어울린다.,,1/5,3/5,3/5,3/5,"자두, 후추",치즈,,12~13 %
만나라 프리미티보,Mannara Primitivo,https://www.wine21.com/13_search/wine_view.html?Idx=167902&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo),,Puglia IGT(IGP),,,16~18 ℃,"스테이크, 치즈 등과 잘 어울린다.",,1/5,3/5,4/5,4/5,배,"스테이크, 치즈",,14~15 %
만나라 멜롯,Mannara Merlot,https://www.wine21.com/13_search/wine_view.html?Idx=167903&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 시칠리아(Sicilia),메를로 (Merlot),,Terre Siciliane IGT(IGP),,,16~18 ℃,가벼운 파스타 요리나 닭고기 등과 잘 어울린다.,,1/5,4/5,3/5,3/5,바닐라,"닭고기, 파스타",,14~15 %
만돌라 시라,Mandorla Syrah,https://www.wine21.com/13_search/wine_view.html?Idx=167904&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 시칠리아(Sicilia),시라/쉬라즈 (Syrah/Shiraz),,Terre Siciliane IGT(IGP),,,16~18 ℃,숙성된 치즈와 그레이비 소스를 곁들이는 음식 등과 잘 어울린다.,,1/5,3/5,3/5,4/5,,치즈,,14~15 %
코스타 메디아나 아마로네 델라 발폴리첼라,Costa Mediana Amarone dell Valpolicella,https://www.wine21.com/13_search/wine_view.html?Idx=167905&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 베네토(Veneto),코르비나 베로네제  (Corvina Veronese),,Amarone della Valpolicella DOCG(DOP),,,16~18 ℃,"정통 스테이크 요리, 스튜, 숙성된 치즈 등과 잘 어울린다.",,1/5,3/5,4/5,4/5,,치즈,,15~16 %
로버시 바롤로,Roversi Barolo,https://www.wine21.com/13_search/wine_view.html?Idx=167906&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 피에몬테(Piemonte),네비올로 (Nebbiolo),,Barolo DOCG(DOP),,,16~18 ℃,화이트 트러플을 이용한 요리나 스테이크 같은 고기 등과 잘 어울린다.,,1/5,4/5,3/5,4/5,체리,"스테이크, 트러플",,14~15 %
로버시 바르바레스코,Roversi Barbaresco,https://www.wine21.com/13_search/wine_view.html?Idx=167907&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy) / 피에몬테(Piemonte),네비올로 (Nebbiolo),,Barbaresco DOCG(DOP),,,16~18 ℃,"구운 고기요리, 버섯요리, 파스타, 숙성된 치즈와도 잘 어울린다.",,1/5,4/5,3/5,3/5,배,"파스타, 버섯, 치즈",,14~15 %
빌라파니 더 와인 5.0,Villa Pani The Wine,https://www.wine21.com/13_search/wine_view.html?Idx=167908&lq=LIST,몬도 델 비노  MGM Mondo del Vino,이탈리아(Italy),산지오베제 (Sangiovese) / 몬테풀치아노 (Montepulciano) / 메를로 (Merlot),,,,,16~18 ℃,"구운 고기요리, 스테이크, 한국 음식 등과도 잘 어울린다.",,1/5,3/5,3/5,2/5,,스테이크,,13~14 %
"네스폴리, 일 네스폴리 리제르바","Poderi dal Nespoli, IL Nespoli Riserva",https://www.wine21.com/13_search/wine_view.html?Idx=167909&lq=LIST,네스폴리  Poderi dal Nespoli,이탈리아(Italy) / 에밀리아 로마냐(Emilia-Romagna),산지오베제 (Sangiovese),,Romagna DOC(DOP),,,16~18 ℃,"T-bone 스테이크 등 정통 스테이크, 향신료가 첨가된 숙성된 치즈 등과 잘 어울린다.",,1/5,4/5,3/5,3/5,"블랙베리, 자두, 바닐라, 커피","스테이크, 치즈",*2019 Meran Wine Festival Wine Hunter Rosso*2018 Association Italian Sommelier Menzione di Eccellenza*2016 Mundus Vini Silver,13~14 %
"네스폴리, 보르고 데이 귀디","Poderi dal Nespoli, Borgo Dei Guidi",https://www.wine21.com/13_search/wine_view.html?Idx=167910&lq=LIST,네스폴리  Poderi dal Nespoli,이탈리아(Italy) / 에밀리아 로마냐(Emilia-Romagna),산지오베제 (Sangiovese) / 카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot),,,,,16~18 ℃,"T-bone 스테이크 등 정통 스테이크, 향신료가 첨가된 숙성된 치즈 등과 잘 어울린다.",,1/5,4/5,3/5,3/5,"블랙베리, 잼, 감초","스테이크, 치즈",*2018 Decanter Bronze*2018 IWC Silver*2017 IWC Commended*2016 IWC Commended*2016 Decanter Bronze,14~15 %
"네스폴리, 도게리아","Poderi dal Nespoli, Dogheria",https://www.wine21.com/13_search/wine_view.html?Idx=167911&lq=LIST,네스폴리  Poderi dal Nespoli,이탈리아(Italy) / 에밀리아 로마냐(Emilia-Romagna),피노 비앙코 (Pinot Bianco),,Emilia IGT(IGP),,,8~10 ℃,"사시미, 스시, 각종 해산물 요리, 구운 생선요리, 튀김요리 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,"꽃, 미네랄","해산물, 튀김",*2018 5 Star Wines 90점*2018 Berliner Gold*2016 IWC Bronze,12~13 %
"네스폴리, 콜리브리","Poderi dal Nespoli, Colibri",https://www.wine21.com/13_search/wine_view.html?Idx=167912&lq=LIST,네스폴리  Poderi dal Nespoli,이탈리아(Italy) / 에밀리아 로마냐(Emilia-Romagna),샤르도네 (Chardonnay),,,,,8~10 ℃,"식전주, 흰살 생선, 샐러드 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,,"식전주, 샐러드",,12~13 %
"리코사, 바르베라 아파시멘토","Ricossa, Barbera Appassimento",https://www.wine21.com/13_search/wine_view.html?Idx=167913&lq=LIST,리코사  Ricossa,이탈리아(Italy) / 피에몬테(Piemonte),바르베라 (Barbera),,Piemonte DOC(DOP),,,16~18 ℃,"구운 고기요리, 숙성된 이탈리안 치즈 등과 잘 어울린다.",,1/5,3/5,4/5,4/5,"블랙베리, 바닐라",치즈,*2019 Mundus Vini Silver*2018 Mundus Vini Silver*2018 Berliner Gold*2018 Sakura Silver*2017 BTI Silver,13~14 %
"리코사, 브라케토 다퀴","Ricossa, Brachetto d'Acqui",https://www.wine21.com/13_search/wine_view.html?Idx=167914&lq=LIST,리코사  Ricossa,이탈리아(Italy) / 피에몬테(Piemonte),브라케토 (Brachetto),,Brachetto d'Acqui DOCG(DOP),,,8~10 ℃,"달콤한 케이크, 과일을 곁들인 샐러드, 무겁지 않은 패스트리, 간단하게 즐길 수 있는 디저트 등과 잘 어울린다.",,4/5,2/5,2/5,1/5,체리,"샐러드, 과일, 디저트",*2015 WWC Gold*2013 BTI Gold,5 %
"바로네 몬탈토, 아마소","Barone Montalto, Ammasso Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=167915&lq=LIST,바로네 몬탈토  Barone Montalto,이탈리아(Italy) / 시칠리아(Sicilia),네로 다볼라 (Nero d'Avola) / 카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot) / 네렐로 (Nerello) / 네렐로 마스칼레제 (Nerello Mascalese),,Sicilia DOC(DOP),,,16~18 ℃,"구운 고기요리, 파스타, 숙성된 치즈 등과 잘 어울린다.",,1/5,3/5,4/5,3/5,"블랙베리, 자두","파스타, 치즈",*2019 Decanter Bronze*2019 Mundus Vini Best of Show Sicily*2019 Mundus Vini Gold*2018 IWC Bronze*2017 Decanter Bronze,14~15 %
"바로네 몬탈토, 꼴레지오니 디 파밀리아 시라","Barone Montalto, Collezione di Familia Syrah",https://www.wine21.com/13_search/wine_view.html?Idx=167916&lq=LIST,바로네 몬탈토  Barone Montalto,이탈리아(Italy) / 시칠리아(Sicilia),시라/쉬라즈 (Syrah/Shiraz),,Terre Siciliane IGT(IGP),,,16~18 ℃,"숙성된 치즈, 그레이비 소스를 곁들인 음식 등과 잘 어울린다.",,1/5,3/5,4/5,3/5,,치즈,*2010 MUNDUS VINI Gold,14~15 %
"바로네 몬탈토, 꼴레지오니 디 파밀리아 까베르네쇼비뇽","Barone Montalto, Collezione di Familia Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=167917&lq=LIST,바로네 몬탈토  Barone Montalto,이탈리아(Italy) / 시칠리아(Sicilia),카베르네 소비뇽 (Cabernet Sauvignon),,Terre Siciliane IGT(IGP),,,16~18 ℃,"파스타, 구운 소고기 등과 잘 어울린다.",,1/5,3/5,4/5,3/5,"자두, 후추, 오크","소고기, 파스타",*2018 SIW Silver,14~15 %
"바로네 몬탈토, 프리미어 뀌베","Barone Montalto, Premiere Cuvee",https://www.wine21.com/13_search/wine_view.html?Idx=167918&lq=LIST,바로네 몬탈토  Barone Montalto,이탈리아(Italy) / 시칠리아(Sicilia),피노 그리지오 (Pinot Grigio),,,,,6~8 ℃,"식전주, 신선한 과일 샐러드, 파스타, 생선회, 닭볶음탕, 스파이시한 한국음식 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,"시트러스, 꽃","닭볶음탕, 생선회, 한국음식, 파스타, 식전주, 샐러드, 과일",*2015 IWC Commended*2012 IWC Commended*2011 IWC Commended*2010 IWC Commended,11~12 %
"쿠바제, 아케시 마렝고","Cuvage, Acquesi Marengo",https://www.wine21.com/13_search/wine_view.html?Idx=167920&lq=LIST,쿠바제  Cuvage,이탈리아(Italy) / 피에몬테(Piemonte),코르테제 (Cortese),,,,,6~8 ℃,"매운 아시아 음식, 달콤한 디저트 등과 잘 어울린다.",,4/5,3/5,2/5,1/5,아몬드,디저트,*2017 BTI Tastings Silver*2017 Mundus Vini Silver,11~12 %
"쿠바제, 블랑드블랑 메토도 클라시코","Cuvage, Blanc de Blanc Metodo Classico",https://www.wine21.com/13_search/wine_view.html?Idx=167922&lq=LIST,쿠바제  Cuvage,이탈리아(Italy) / 피에몬테(Piemonte),샤르도네 (Chardonnay),,,,,6~8 ℃,"치즈, 육류 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,배,치즈,*2019 Decanter Bronze*2018 5 Star Wines 87점*2017 Decanter Bronze*2017 50 GSWWC Silver*2016 IWC Commended,12~13 %
"제이씨스 오운, 프리스타일러","JC's Own, Freestyler",https://www.wine21.com/13_search/wine_view.html?Idx=167923&lq=LIST,제이씨스 오운  JC's Own,호주(Australia) / 사우스 오스트레일리아(South Australia) / 바로사 밸리(Barossa Valley),비오니에 (Viognier) / 슈냉 블랑 (Chenin Blanc) / 크로첸 (Crouchen) / 세미용 (Semillon) / 리슬링 (Riesling),,,,,10~12 ℃,"베이컨, 꼬치구이, 해산물, 양념치킨, 하몽, 살라미, 아시아요리, 매운음식, 동남아요리등과 잘 어울린다.",모멘텀와인컴퍼니,1/5,5/5,3/5,1/5,"복숭아, 배, 시트러스, 레몬, 멜론, 아카시아, 바닐라, 허브, 캐슈넛",해산물,*잔당: 0.63 g/L*총산: 7.39 g/L*PH: 3.21*비비노평점: 4.4*내추럴와인*총생산량: 906병(2018 빈티지 기준),12~13 %
"제이씨스 오운, 블루버드","JC's Own, Bluebird",https://www.wine21.com/13_search/wine_view.html?Idx=167924&lq=LIST,제이씨스 오운  JC's Own,호주(Australia) / 사우스 오스트레일리아(South Australia) / 애들레이드 힐즈(Adelaide Hills),그르나슈 (Grenache) 100%,,,,,16~18 ℃,"붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",모멘텀와인컴퍼니,1/5,4/5,3/5,3/5,"허브, 오크","스테이크, 양갈비","*잔당: 1.52 g/L*총산: 5.75 g/L*PH: 3.62*총생산량: 1,818병(2018 빈티지 기준)*평균포도나무수령: 80년+*비비노 평점: 4.0",14~15 %
