와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,양조,숙성,알코올,음용온도,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,스타일,등급,추천음식
"에이에프 그로, 꼬르통 샤를마뉴","A.F. Gros, Corton Charlemagne",https://www.wine21.com/13_search/wine_view.html?Idx=177549&lq=LIST,에이에프 그로  A.F. Gros,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 쇼레이 레 본(Chorey-les-Beaune),샤르도네 (Chardonnay),Alcoholic and malolactic fermentation in 228L oak barrel  /  100% new oak,Aging in 228L oak barrel  /  100% new oak (medium toasting),,,크리스탈와인,0/5,0/5,0/5,0/5,,,"* Burghound: 90-93(2019)* 꼬르통 샤를마뉴 그랑 크뤼의 Les Languettes(레 랑게뜨) 밭은 Montagne de Corton(몽타뉴 드 꼬르통) 숲과 접해 있는 경사진 언덕에 위치해 있다. Les Languettes는 Les Pougets(레 푸제), Le Charlemagne(르 샤를마뉴) 밭과 함께 꼬르통 샤를마뉴의 최고의 밭으로 꼽힌다.",,,
"에이에프 그로, 본 1er 레 몽트레브노 블랑","A.F. Gros, Beaune 1er Les Montrevenots Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=177550&lq=LIST,에이에프 그로  A.F. Gros,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune),샤르도네 (Chardonnay),Alcoholic and malolactic fermentation in 228L oak barrel,Aging in 228L oak barrel  /   65% new oak (medium toasting),,,크리스탈와인,0/5,0/5,0/5,0/5,,,"* Burghound: 89-91(2019)* 몽트레브노 1er 는 Beaune과 Pommard의 경계에 위치해 있으며 Beaune Clos des Mouches 1er 바로 위, 경사면 높은 곳에 위치해 있다. 매우 Stony한 토양이 특징이며 플로럴하고 우아한 와인이 생산된다.원래 Pinot Noir를 재배했지만 2010년에 Chardonnay를 심었으며 2015년 첫 빈티지로 화이트와인을 선보였다.",,,
"에이에프 그로, 모레 생 드니 1er 레 몽 뤼장","A.F. Gros, Morey St Denis 1er Les Monts Luisants",https://www.wine21.com/13_search/wine_view.html?Idx=177551&lq=LIST,에이에프 그로  A.F. Gros,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 모레이-생-드니(Morey-St-Denis),피노 누아 (Pinot Noir),Alcoholic fermentation for about 10 days  /  Malolactic fermentation in oak barrels,Aging in French oak barrels for 15~18 months   /  65% new oak on average  /  Filtration in case of need,,,크리스탈와인,0/5,0/5,0/5,0/5,,,* 모레 쌩 드니 레 몽 뤼장 1er는 끌로 드 라 로슈 Grand Cru와 접한 밭으로 A.F Gros는 0.32ha 크기의 이웃 밭으로 부터 포도를 구매하여 생산하였다.,,,
"에이에프 그로, 모레 쌩 드니","A.F. Gros, Morey Saint Denis",https://www.wine21.com/13_search/wine_view.html?Idx=177552&lq=LIST,에이에프 그로  A.F. Gros,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 모레이-생-드니(Morey-St-Denis),피노 누아 (Pinot Noir),Alcoholic fermentation for about 10 days  /  Malolactic fermentation in oak barrels,Aging in French oak barrels for 15~18 months (50% new oak on average)  / No fining  /  Filtration in case of need,,,크리스탈와인,0/5,0/5,0/5,0/5,,,,,,
"에이에프 그로,  뉘 쌩 조르주 1er 레 쌩 조르주","A.F. Gros, Nuits St-Georges 1er  Les Saint Georges",https://www.wine21.com/13_search/wine_view.html?Idx=177553&lq=LIST,에이에프 그로  A.F. Gros,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 뉘-생-조르쥬(Nuits-St-Georges),피노 누아 (Pinot Noir),Alcoholic fermentation for about 10 days  /  Malolactic fermentation in oak barrels,Aging in French oak barrels for 15 months (65% new oak on average)  /  No fining  /  Filtration in case of need,,,크리스탈와인,0/5,0/5,0/5,0/5,,,* Inside Burgundy: 92-94 (2020)* 레 쌩 조르주 1er는 뉘 쌩 조르주 1er 밭들 가운데서도 가장 명망높은 밭이며 1000년 전부터 포도 재배를 했을 만큼 부르고뉴 끌리마를 통 틀어서도 가장 역사가 깊은 곳 중 하나이다.,,,
"에이에프 그로, 즈브레 샹베르탱 레 꼬르베","A.F. Gros, Gevrey Chambertin Les Corvees",https://www.wine21.com/13_search/wine_view.html?Idx=177554&lq=LIST,에이에프 그로  A.F. Gros,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 쥬브레-샹베르땅(Gevrey-Chambertin),피노 누아 (Pinot Noir),Alcoholic fermentation for about 10 days  /  Malolactic fermentation in oak barrels,Aging in French oak barrels for 15~18 months (50% new oak on average)  /  No fining  /  Filtration in case of need,,,크리스탈와인,0/5,0/5,0/5,0/5,,,,,,
"에이에프 그로, 즈브레 샹베르탱","A.F. Gros, Gevrey Chambertin",https://www.wine21.com/13_search/wine_view.html?Idx=177555&lq=LIST,에이에프 그로  A.F. Gros,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 쥬브레-샹베르땅(Gevrey-Chambertin),피노 누아 (Pinot Noir),Alcoholic fermentation for about 10 days  /  Malolactic fermentation in oak barrels,Aging in French oak barrels for 15~18 months  /  30% new oak (2021 vintage)  /  No fining  /  Filtration in case of need,,,크리스탈와인,0/5,0/5,0/5,0/5,,,"* 레 꼬르베(Les Corvees), 라 쥐스티스(La Justice) 두 밭의 피노 누아를 블렌딩하여 생산한다. 네고시앙 와인으로 포도를 구매하여 양조하지만 수확 전까지 면밀히 빈야드를 모니터링하며 도멘의 와인과 양조 방법이 동일하다.",,,
"에이에프 그로, 부르고뉴 오뜨 꼬뜨 드 뉘","A.F. Gros, Bourgogne Haute-Cotes de Nuits",https://www.wine21.com/13_search/wine_view.html?Idx=177556&lq=LIST,에이에프 그로  A.F. Gros,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 부르고뉴 오뜨 꼬뜨 드 뉘(Bourgogne Hautes Côtes de Nuits),피노 누아 (Pinot Noir),Alcoholic fermentation for about 10 days  /  Malolactic fermentation in oak barrels for about 45 days,Aging in French oak barrels for 12 months (50% new oak on average)  /  No fining  /  Filtration in case of need,,,크리스탈와인,0/5,0/5,0/5,0/5,,,* Negociant A.F Gros의 부르고뉴 오뜨 꼬드 드 뉘의 밭은 Arcenant이라는 마을에 위치해 있고 Anne-Francoise가 소유하고 있다.  Pinot Noir 말고도 2017년에 Chardonnay를 심었는데 2020년 빈티지에는 화이트 와인도 생산될 예정이다.,,,
"A.F. Gros, 부르고뉴 피노누아","에이에프 그로, Bourgogne Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=177557&lq=LIST,에이에프 그로  A.F. Gros,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune),피노 누아 (Pinot Noir),Alcoholic fermentation for about 10 days  /  Malolactic fermentation in oak barrels for about 45 days,Aging in French oak barrels for 12 months (50% new oak on average)  /  No fining  /  Filtration in case of need,,,크리스탈와인,0/5,0/5,0/5,0/5,,,"* Negociant A.F Gros의 부르고뉴 피노 누아는 Pommard와 Volnay의 부르고뉴 구역에서 Francois Parent 이 소유하고 있는 3개의 Parcels; les Crenilles hautes, les Crenilles basses, les Montpoulains 의 포도를 섞어서 만든다.대체로 올드바인의 포도를 사용하였는데 les Crenilles은 1929년, 1958년에 식재되었으며 les Montpoulains은 1984년에 식재되었다.",,,
"루이 자도, 꼬또 부르기뇽 로제","Louis Jadot, Coteaux Bourguignons Rose",https://www.wine21.com/13_search/wine_view.html?Idx=177558&lq=LIST,루이 자도  Louis Jadot,프랑스(France) / 부르고뉴(Bourgogne),가메이 (Gamay),,,,14~16 ℃,신세계엘앤비,1/5,4/5,2/5,1/5,"딸기, 라스베리","오리고기, 닭고기, 참치, 연어, 초밥",,,Côteaux Bourguignons AOC(AOP),
"샴페인 샤를 뒤푸, 꼬또 샹쁘누아 루즈 (프랑수와즈 마티노)","Champagne Charles Dufour, Coteaux Champenois Rouge (Francoise Martinot)",https://www.wine21.com/13_search/wine_view.html?Idx=177559&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne) / 꼬뜨 데 바(Côte des Bar),피노 뮈니에 (Pinot Meunier),Whole cluster  /  Indigenous yeast  /  Malolactic fermentation in barrels,1 year on the lees in barrels  /  Filtration,,,크리스탈와인,0/5,0/5,0/5,0/5,,,,,,
"샴페인 샤를 뒤푸, 꼬또 샹쁘누아 블랑 (프랑수와즈 마티노)","Champagne Charles Dufour, Coteaux Champenois Blanc (Francoise Martinot)",https://www.wine21.com/13_search/wine_view.html?Idx=177560&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne) / 꼬뜨 데 바(Côte des Bar),피노 누아 (Pinot Noir),Direct press  /  Indigenous yeast  /  Malolactic fermentation in barrels,1 year on the lees in barrels  / Filtration,,,크리스탈와인,0/5,0/5,0/5,0/5,,,,,,
"샴페인 샤를 뒤푸, 꼬또 샹쁘누아 로제 (프랑수와즈 마티노)","Champagne Charles Dufour, Coteaux Champenois Rose (Francoise Martinot)",https://www.wine21.com/13_search/wine_view.html?Idx=177561&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne),,Direct press  /  Whole cluster maceration  /  Indigenous yeast  /  Malolactic fermentation in barrels,1 year on the lees in barrels  /  Filtration,,,크리스탈와인,0/5,0/5,0/5,0/5,,,,,,
"샴페인 샤를 뒤푸, 뱅 드 꼼뜨와 꼬또 샹쁘누아 블랑","Champagne Charles Dufour, Vin de Comptoir Coteaux Champenois Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=177562&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne) / 꼬뜨 데 바(Côte des Bar),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay) / 피노 블랑 (Pinot Blanc),Wild yeast  /  Alsatian foudre    No sulfur,,11~12 %,,크리스탈와인,0/5,0/5,0/5,0/5,,,* 샤를 뒤푸가 2021년 첫 선을 보인 뱅 드 꼼드와는 꼬또 샹쁘누아로 버블이 없는 스틸 화이트 와인이다. 2010년부터 2020년까지의 리저브 와인을 곧장 병입하여 만들었다.이 리저브 와인은 알자스 산 대형 오크통(Foudre)에서 숙성되었으며 뷜 드 꼼뜨와 샴페인을 만들 때 블렌딩되는 와인이기도 하여 뱅 드 꼼뜨와(Vin de Comptoir)라는 이름을 붙였다. 전 과정에서 이산화황을 사용하지 않았다.,,,
"샴페인 샤를 뒤푸, 리쾨르 드 꼼뜨와 미스텔","Champagne Charles Dufour, Liqueur de Comptoir Mistelle",https://www.wine21.com/13_search/wine_view.html?Idx=177563&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne) / 꼬뜨 데 바(Côte des Bar),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay) / 피노 블랑 (Pinot Blanc),,Solera System in oak barrel from 2010 to 2020,,14~16 ℃,크리스탈와인,0/5,0/5,0/5,0/5,,,* 샤를 뒤푸의 리쾨르 드 꼼뜨와 미스텔은 Ratafia de Champagne으로 2010년부터 계속 새로운 빈티지 주스가 첨가되어 숙성된솔레라 방식의 주정강화 와인이다. 샤를 뒤푸는 그 해에 수확한 빈티지의 리저브 와인을 사용하고 있다.,,,
"샴페인 샤를 뒤푸, 호베르 뒤푸 더 발라드 오브 더 빌라쥬","Champagne Charles Dufour, Robert Dufour The Ballad of The Villages",https://www.wine21.com/13_search/wine_view.html?Idx=177564&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne) / 꼬뜨 데 바(Côte des Bar),피노 누아 (Pinot Noir) / 피노 블랑 (Pinot Blanc),Direct press  /  Indigenous yeast  /  Malolactic fermentation in tank,12 months on lees in tank  /  Filtration,,,크리스탈와인,0/5,0/5,0/5,0/5,,,"* 샤를 뒤푸의 할아버지인 호베르 뒤푸의 샴페인이다. 이 와인은 Landreville, Neuville-sur-Seine, Celles-sur-Orce에서 경작된 포도로 양조된다. 2004년 빈티지 샴페인으로 뒤푸 특유의 넘실거리는 산도와 옥시데이션 캐릭터가 잘 표현되었다. 호베르 뒤푸는 여러 마을에서 생산된 포도로 만들어진 이 샴페인에게 “마을의 발라드”라는 이름을 붙여주었다.",,,
"샴페인 샤를 뒤푸, 뷜 드 꼼뜨와 #11  테린 에 자르댕 엑스트라 브뤼","Champagne Charles Dufour, Bulles de Comptoir #11 Terrine et Jardin",https://www.wine21.com/13_search/wine_view.html?Idx=177565&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay) / 피노 블랑 (Pinot Blanc),"Wild yeast  /  Alcohol, malolactic fermentation in large wooden vat(foudre)","12 months on lees in used oak(75%) and tanks(25%)  /  2 months in stainless steel tank  /  No fining, no filtration  /  Total Sulfur<10mg",,,크리스탈와인,0/5,0/5,0/5,0/5,,,"* 뷜 드 꼼뜨와에서 뷜은 거품, 즉 샴페인을 이야기하고 꼼뜨와는 계산대나 Bar 테이블같이 길다란 수납식 테이블을 의미한다. 즉, Bar 테이블에 놓인 샴페인을 상상해 보면 될 것이다.뷜 드 꼼뜨와의 열한 번째 와인 #11테린 에 자르댕 (Terrine et Jardin)은 샤를 뒤푸 와이너리에서 오랜 시간 함께 일한 후 은퇴한 팀원을 기억하기 위해 만들었다고 한다. 레이블의 일러스트 또한 그가 포도 수확을 하고 있을 때 찍은 사진을 그린 것이다.뷜 드 꼼뜨와는 피노 누아, 샤르도네, 피노 블랑을 블렌딩하며 포도의 80-85%는 그 해에 수확한 포도를, 나머지는 2010년부터 저장해 오고 있는 리저브 와인을 블렌딩하여 생산한다. 보통 피노 누아와 샤르도네, 피노 뮈니에를 블렌딩하는 것이 보편적인 반면 피노 블랑을 블렌딩 한 것은 샤를 뒤푸만의 개성이자 강점이라 하겠다.",,,
"샴페인 샤를 뒤푸, 뷜 드 꼼뜨와 #10  친 친 엑스트라 브뤼","Champagne Charles Dufour, Bulles de Comptoir #10 Tchin Tchin",https://www.wine21.com/13_search/wine_view.html?Idx=177566&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne) / 꼬뜨 데 바(Côte des Bar),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay) / 피노 블랑 (Pinot Blanc),"Wild yeast  /  Alcohol, malolactic fermentation in large wooden vat(foudre)","12 months on lees in used oak(75%) and tanks(25%)  /  2 months in stainless steel tank  /  No fining, no filtration  /  Total Sulfur<10mg",,,크리스탈와인,0/5,0/5,0/5,0/5,,,,,,
"샴페인 샤를 뒤푸, 뷜 드 꼼뜨와 #9  트라디시옹 엑스트라 브뤼","Champagne Charles Dufour, Bulles de Comptoir #9 Tradition",https://www.wine21.com/13_search/wine_view.html?Idx=177567&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne) / 꼬뜨 데 바(Côte des Bar),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay) / 피노 블랑 (Pinot Blanc),"Wild yeast  /  Alcohol, malolactic fermentation in large wooden vat(foudre)","12 months on lees in used oak(75%) and tanks(25%)  /  2 months in stainless steel tank  /  No fining, no filtration  /  Total Sulfur<10mg",,,크리스탈와인,0/5,0/5,0/5,0/5,,,"* 뷜 드 꼼뜨와에서 뷜은 거품, 즉 샴페인을 이야기하고 꼼뜨와는 계산대나 Bar 테이블같이 길다란 수납식 테이블을 의미한다. 즉, Bar 테이블에 놓인 샴페인을 상상해 보면 될 것이다.뷜 드 꼼뜨와의 아홉 번째 와인 #9트라디시옹(Tradition)은 소비자가 폴라로이드 사진 스티커를 붙임으로서 와인을 완성시킨다는 재미를 주었다. 총 24가지의 스티커가 있으며 1병 당 랜덤으로 스티커 1개가 제공된다.뷜 드 꼼뜨와는 피노 누아, 샤르도네, 피노 블랑을 블렌딩하며 포도의 80-85%는 그 해에 수확한 포도를, 나머지는 2010년부터 저장해 오고 있는 리저브 와인을 블렌딩하여 생산한다. 보통 피노 누아와 샤르도네, 피노 뮈니에를 블렌딩하는 것이 보편적인 반면 피노 블랑을 블렌딩 한 것은 샤를 뒤푸만의 개성이자 강점이라 하겠다.",,,
"샴페인 샤를 뒤푸, 뷜 드 꼼뜨와 #8  스틸벤 엑스트라 브뤼","Champagne Charles Dufour, Bulles de Comptoir #8 Stilllben",https://www.wine21.com/13_search/wine_view.html?Idx=177568&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne) / 꼬뜨 데 바(Côte des Bar),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay) / 피노 블랑 (Pinot Blanc),"Wild yeast  /  Alcohol, malolactic fermentation in large wooden vat(foudre)","12 months on lees in used oak(75%) and tanks(25%)  /  2 months in stainless steel tank  /  No fining, no filtration  /  No sulfilte added",,,크리스탈와인,0/5,0/5,0/5,0/5,,,"* 뷜 드 꼼뜨와에서 뷜은 거품, 즉 샴페인을 이야기하고 꼼뜨와는 계산대나 Bar 테이블같이 길다란 수납식 테이블을 의미한다. 즉, Bar 테이블에 놓인 샴페인을 상상해 보면 될 것이다.뷜 드 꼼뜨와의 여덟 번째 출시 와인은 #8 스틸벤(Stillleben)로 Stillleben은 독일어로 정물화(still life)라는 뜻이다. 이를 표현하는 듯 레이블에는 여느 유럽의 미술관에서 볼 수 있는 정물화에서처럼 음식과 술 잔, 나이프 등이 배치되어 있다.뷜 드 꼼뜨와는 로제를 제외하고 피노 누아, 샤르도네, 피노 블랑을 블렌딩하며 포도의 80-85%는 그 해에 수확한 포도를, 나머지는 2010년부터 저장해 오고 있는 리저브 와인을 블렌딩하여 생산한다",,,
"샴페인 샤를 뒤푸, 뷜 드 꼼뜨와 로제 졸리 꾸앙 엑스트라 브뤼","Champagne Charles Dufour, Bulles de Comptoir Rosé Joli Coin",https://www.wine21.com/13_search/wine_view.html?Idx=177569&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne) / 꼬뜨 데 바(Côte des Bar),피노 누아 (Pinot Noir),Whole cluster  /  Short semi-carbonic maceration  /  Wild yeast  /  Short semi-carbonic maceration  /  Natural malolactic fermentation,"12 months on lees in used oak  /  No fining, no filtration  /  No SO2 added",,,크리스탈와인,0/5,0/5,0/5,0/5,,,"* 뷜 드 꼼뜨와에서 뷜은 거품, 즉 샴페인을 이야기하고 꼼뜨와는 계산대나 Bar 테이블같이 길다란 수납식 테이블을 의미한다. 즉, Bar 테이블에 놓인 샴페인을 상상해 보면 될 것이다.졸리 꾸앙(Joli Coin)은 프랑스어로 예쁜 구석, 모퉁이라는 뜻이다.Aube 지역에 위치한 Celles Sur Ource 의 싱글 빈야드 로제 와인이다. 뷜 드 꼼뜨와 로제는 리저브 와인을 비축하기 위해 #8을 마지막으로 당분간 생산이 중단될 예정이다.",,,
