와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,양조,숙성,알코올,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,등급
"미구엘, 엘비브이 포트","Miguels, L.B.V Port",https://www.wine21.com/13_search/wine_view.html?Idx=170102&lq=LIST,미구엘  Miguels,포르투갈(Portugal) / 도우루(Douro),투리가 나시오날 (Touriga Nacional) / 투리가 프란카 (Touriga Franca) / 틴타 로리즈 (Tinta Roriz) / 틴타 바로카 (Tinta Barroca) / 틴토 까오 (Tinto Cao),Portuguese Port,,"알콜 발효가 어느정도 일어나면, 77도 브랜디를 넣어 발효 정지를 시킵니다. LVB 포트는 4~5년 오크에서 숙성 후 병입",19~20 %,10~12 ℃,"리코타, 크림치즈, 말린과일, 케이크, 초콜렛 등 디저트와 잘 어울린다.",,5/5,4/5,4/5,3/5,"체리, 잼, 바닐라",,,
"미구엘, 10년 토니 포트","Miguels, 10 Years Tawny Port",https://www.wine21.com/13_search/wine_view.html?Idx=170103&lq=LIST,미구엘  Miguels,포르투갈(Portugal) / 도우루(Douro),투리가 나시오날 (Touriga Nacional) / 투리가 프란카 (Touriga Franca) / 틴타 로리즈 (Tinta Roriz) / 틴타 바로카 (Tinta Barroca) / 틴토 까오 (Tinto Cao),Portuguese Port,,"알콜 발효가 어느정도 일어나면, 77도 브랜디를 넣어 발효를 정지를 한 후에 병 입 전까지 오크 숙성",19~20 %,8~10 ℃,"리코타, 크림치즈, 말린과일, 케이크, 초콜렛 등 디저트와 잘 어울린다.",,3/5,4/5,4/5,3/5,"잼, 오크, 꿀",,,
"미구엘, 10년 화이트 포트","Miguels, 10 Years White Port",https://www.wine21.com/13_search/wine_view.html?Idx=170104&lq=LIST,미구엘  Miguels,포르투갈(Portugal) / 도우루(Douro),말바시아 피나 (Malvasia Fina) / 라비가토 (Rabigato) / 코데가 (Codega),Portuguese Port,,"알콜 발효가 어느정도 일어나면, 77도 브랜디를 넣어 발효를 정지를 한 후에 병 입 전까지 오크 숙성",19~20 %,10~12 ℃,"샐러드, 크림치즈, 리코타, 말린과일, 초콜릿, 스낵 등 디저트와 잘 어울린다.",,3/5,4/5,4/5,3/5,"바닐라, 카라멜, 꿀",샐러드,,
"로네아, 벨 에르","Rhonea, Bel Air",https://www.wine21.com/13_search/wine_view.html?Idx=170105&lq=LIST,로네아  Rhonea,프랑스(France) / 론(Rhone),그르나슈 누아  (Grenache Noir) 50% / 시라/쉬라즈 (Syrah/Shiraz) 50%,Southern Rhône Red,,12개월 오크 숙성,,16~18 ℃,"블고기, 양념갈비, 로스트비프, 바비큐,그릴요리, 탕수육 과 잘 어울린다.",에프엘코리아,1/5,3/5,3/5,3/5,,"바비큐, 탕수육",*Concours des vins d'orange Gold(2018),
"알렉시스 리신, 브뤼","Alexis Lichine, Brut",https://www.wine21.com/13_search/wine_view.html?Idx=170106&lq=LIST,알렉시스 리신  Alexis Lichine,프랑스(France) / 보르도(Bordeaux),세미용 (Semillon) / 카베르네 프랑 (Cabernet Franc),,,,,6~8 ℃,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",에프엘코리아,1/5,3/5,1/5,1/5,,"스시, 해산물, 식전주, 전채요리, 스낵",,
"로네아, 트리아스","Rhonea, Trias",https://www.wine21.com/13_search/wine_view.html?Idx=170107&lq=LIST,로네아  Rhonea,프랑스(France) / 론(Rhone),시라/쉬라즈 (Syrah/Shiraz) 30% / 그르나슈 누아  (Grenache Noir) 70%,Southern Rhône Red,,12개월 오크 숙성 후 출하,,16~18 ℃,"블고기, 양념갈비, 로스트비프, 바비큐,그릴요리, 탕수육 과 잘 어울린다.",에프엘코리아,1/5,3/5,3/5,3/5,꽃,"바비큐, 탕수육",,
"아바찌아, 보나세라 모스카토","Abbazia, Buona Sera",https://www.wine21.com/13_search/wine_view.html?Idx=170108&lq=LIST,아바찌아  Abbazia,이탈리아(Italy) / 피에몬테(Piemonte),모스카토  (Moscato ) 100%,Italian Moscato d'Asti,,,,10~12 ℃,"식전주, 샐러드, 과일, 말린과일, 디저트, 케이크, 스낵 등과 잘 어울린다.",에프엘코리아,3/5,3/5,1/5,1/5,꽃,"식전주, 샐러드",,
"듀몰, 웨스터 리치 샤도네이","DuMOL, Wester Reach Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=170109&lq=LIST,듀몰  DuMOL,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County) / 러시안 리버 밸리(Russian River Valley),샤르도네 (Chardonnay),Californian Chardonnay,,30%의 New French Oak에서 11개월 숙성,14~15 %,8~10 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",와인투유코리아,1/5,3/5,2/5,1/5,"배, 사과, 시트러스, 열대과일, 멜론, 흰꽃, 꽃, 미네랄, 생강, 민트, 헤이즐넛","바비큐, 돼지고기, 건육, 훈제오리, 오리로스, 치킨, 연어, 참치, 장어구이, 해산물, 새우, 만두, 수육, 파스타, 탕수육, 난자완스, 아시아요리, 과일, 견과류, 치즈, 체다, 고다, 브리",,
"나인 햇츠, 콜롬비아 밸리 샤도네이","Nine Hats, Columbia Valley Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=170110&lq=LIST,롱 쉐도우 빈트너즈  Long Shadows Vintners,미국(U.S.A) / 워싱턴(Washington State) / 콜롬비아 밸리(Columbia Valley),샤르도네 (Chardonnay) 100%,Washington State Chardonnay,Yakima Valley의 French Creek과 Boushey vineyards에서 자란 포도로 양조,9개월의 숙성 과정,14~15 %,8~10 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",와인투유코리아,1/5,3/5,2/5,1/5,자스민,"바비큐, 수육, 탕수육, 치즈",,
"나인 햇츠, 콜롬비아 밸리 메를로",Nine Hats Columbia Valley Merlot,https://www.wine21.com/13_search/wine_view.html?Idx=170111&lq=LIST,나인 햇츠 와인즈  Nine Hats Wines,미국(U.S.A) / 워싱턴(Washington State) / 콜롬비아 밸리(Columbia Valley),메를로 (Merlot) / 카베르네 프랑 (Cabernet Franc) / 쁘띠 베르도 (Petit Verdot),Washington State Merlot,,18개월 숙성,15~16 %,16~18 ℃,"스테이크, 로스트비프, 바비큐, 불고기, 파스타, 다양한 치즈 등과 잘 어울린다.",와인투유코리아,1/5,3/5,3/5,4/5,"블랙체리, 블랙베리, 체리, 리치, 꽃, 바닐라, 타바코, 초콜릿","그릴요리, 바비큐, 양갈비, 불고기, 갈비찜, 파스타, 햄버거, 치즈, 파르미지아노, 그라노파다노",*2023 대한민국 주류대상 '신대륙 레드 와인 Best of 2023' 수상,
"나인 햇츠 와인즈, 나인 햇츠 콜롬비아 밸리 시라","Nine Hats Wines, Nine Hats Columbia Valley Syrah",https://www.wine21.com/13_search/wine_view.html?Idx=170112&lq=LIST,나인 햇츠 와인즈  Nine Hats Wines,미국(U.S.A) / 워싱턴(Washington State) / 콜롬비아 밸리(Columbia Valley),시라/쉬라즈 (Syrah/Shiraz) 95% / 그르나슈 (Grenache) 5%,Washington State Syrah,,,15~16 %,16~18 ℃,"붉은 육류, 스테이크, 갈비찜, 스튜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",와인투유코리아,1/5,3/5,5/5,4/5,"블랙베리, 블루베리, 미네랄, 감초, 커피, 오크","스테이크, 양갈비, 불고기, 양념갈비, 갈비찜, 에뿌아쓰, 로크포르, 스모크",*2020 빈티지: 2023 Asia Wine TrophyGold수상,
"지라드, 올드 바인 진판델","Girard, Old Vine Zinfandel",https://www.wine21.com/13_search/wine_view.html?Idx=170113&lq=LIST,지라드 와이너리  Girard Winery,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),진판델 (Zinfandel),Californian Zinfandel,칼리스토가(Calistoga)의 고드워드 빈야드(Godward Vineyard)의 포도를 사용,,15~16 %,16~18 ℃,"양고기, 양갈비, 스테이크, 갈비, 불고기, 말린과일, 견과류 와 잘 어울린다.",동원와인플러스,1/5,3/5,5/5,5/5,"리치, 꽃, 오크","스테이크, 불고기, 견과류",,
"지라드, 쁘띠 시라","Girard, Petite Sirah",https://www.wine21.com/13_search/wine_view.html?Idx=170114&lq=LIST,지라드 와이너리  Girard Winery,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),쁘띠 시라  (Petite Sirah) 100%,Californian Petite Sirah,칼리스토가(Calistoga)의 파프밸리 빈야드(Pope Valley Vineyard)의 포도를 사용,,14~15 %,16~18 ℃,"스테이크, 그릴요리, 양고기, 양갈비, 파스타, 다양한 치즈 등과 잘 어울린다.",동원와인플러스,1/5,3/5,4/5,4/5,"블랙베리, 건포도, 바닐라, 허브","파스타, 치즈",,
"지라드, 샤도네이","Girard, Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=170115&lq=LIST,지라드 와이너리  Girard Winery,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),샤르도네 (Chardonnay) 100%,Californian Chardonnay,충분한 강우량이 뒷받침 되는 까네로스 지역의 떼루아에서 포도가 생산,프렌치 오크 100%에서 10개월 숙성 진행,14~15 %,8~10 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",동원와인플러스,1/5,3/5,2/5,1/5,"레몬, 미네랄, 오크, 크림","바비큐, 수육, 탕수육, 치즈",,
"지라드, 소비뇽 블랑","Girard, Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=170116&lq=LIST,지라드 와이너리  Girard Winery,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),소비뇽 블랑 (Sauvignon Blanc) 100%,Californian Sauvignon Blanc,"나파밸리, 그리고 세인트 헬레나의 포도를 사용",,14~15 %,8~10 ℃,"훈제 연어, 농어, 광어, 생선구이, 조개구이, 새우, 해산물, 샐러드, 야채, 동남아요리, 아시아요리 등과 잘 어울린다.",동원와인플러스,1/5,4/5,1/5,1/5,미네랄,,,
"칸티네 젬마, 바롤로","Cantine Gemma, Barolo",https://www.wine21.com/13_search/wine_view.html?Idx=170117&lq=LIST,칸티네 젬마  Cantine Gemma,이탈리아(Italy) / 피에몬테(Piemonte) / 바롤로(Barolo),네비올로 (Nebbiolo),Italian Barolo,,,,,"트러플, 양갈비, 스튜, 그릴요리, 바비큐, 포크, 버섯, 프로슈토, 라자냐, 이탈리안 음식과 잘 어울린다.",,1/5,4/5,3/5,4/5,,"양갈비, 프로슈토, 라자냐",,
"칸티네 젬마, 랑게","Cantine Gemma, Langhe",https://www.wine21.com/13_search/wine_view.html?Idx=170118&lq=LIST,칸티네 젬마  Cantine Gemma,이탈리아(Italy) / 피에몬테(Piemonte) / 랑게(Langhe),네비올로 (Nebbiolo),Italian Nebbiolo,,,,,"바비큐, 소시지, 베이컨, 치킨, 치즈, 리조또, 피자, 크림파스타 와 잘 어울린다.",,1/5,4/5,3/5,3/5,,"치킨, 치즈",,
"카스텔로 디 몬테포, 모렐리노 디 스칸사노","Castello di Montepo, Morellino di Scansano",https://www.wine21.com/13_search/wine_view.html?Idx=170119&lq=LIST,카스텔로 디 몬테포  Castello di Montepo,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese) 95% / 카베르네 소비뇽 (Cabernet Sauvignon) 5%,Tuscan Red,손 수확 후 좋은 포도만을 엄선하여 만들어지는 와인,토스팅하지 않은 고 품질의 프렌치 오크통에서 8개월간 숙성,14~15 %,16~18 ℃,"버섯 리조또, 육류, 치즈와 잘 어울린다.",동원와인플러스,1/5,3/5,4/5,3/5,꽃,"리조또, 버섯, 치즈",,
"카스텔로 디 몬테포, 브라칼레","Castello di Montepo, Braccale",https://www.wine21.com/13_search/wine_view.html?Idx=170120&lq=LIST,카스텔로 디 몬테포  Castello di Montepo,이탈리아(Italy) / 토스카나(Toscana),산지오베제 그로쏘  (Sangiovese Grosso) 80% / 메를로 (Merlot) 20%,Tuscan Red,"포도밭은 해발 300~450m 에 위치하고 있으며, 양조시 산지오베제와 메를로를 따로 발효","스테인레스 스틸통에서 6개월의 숙성, 그 후 보다 복합적인 풍미를 위해 프렌치 오크통에서 최소 10개월 이상 숙성하고 출시",13~14 %,16~18 ℃,"구운 돼지고기, 소고기 스튜, 토마토 카나페와 잘 어울린다.",동원와인플러스,1/5,3/5,4/5,3/5,꽃,,,
"카스텔로 디 몬테포, 사쏘알로로","Castello di Montepo, Sassoalloro",https://www.wine21.com/13_search/wine_view.html?Idx=170121&lq=LIST,카스텔로 디 몬테포  Castello di Montepo,이탈리아(Italy) / 토스카나(Toscana),산지오베제 그로쏘  (Sangiovese Grosso) 100%,Tuscan Red,,토스팅을 하지 않은 특별한 오크통에서 14개월 간의 숙성,13~14 %,16~18 ℃,"파스타, 육류, 치즈, 닭고기와 잘 어울린다.",동원와인플러스,1/5,3/5,4/5,3/5,,"닭고기, 파스타, 치즈",,
"카스텔로 디 몬테포, 스키디오네","Castello di Montepo, Schidione",https://www.wine21.com/13_search/wine_view.html?Idx=170122&lq=LIST,카스텔로 디 몬테포  Castello di Montepo,이탈리아(Italy) / 토스카나(Toscana),산지오베제 그로쏘  (Sangiovese Grosso) 40% / 카베르네 소비뇽 (Cabernet Sauvignon) 40% / 메를로 (Merlot) 20%,Tuscan Red,최고 품질의 포도와 특별한 품질 관리를 통해 양조,24개월간의 오크통 숙성,13~14 %,16~18 ℃,"부드러운 치즈, 절인 고기와 잘 어울린다.",동원와인플러스,1/5,3/5,4/5,4/5,"석류, 바닐라",치즈,,
"파토리아 데이 바르비, 브루넬로 디 몬탈치노 '비냐 델 피오르'","Fattoria dei Barbi, Brunello di Montalcino 'Vigna del Fiore'",https://www.wine21.com/13_search/wine_view.html?Idx=170123&lq=LIST,파토리아 데이 바르비  Fattoria dei Barbi,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese) 100%,Italian Brunello,수확 후 발효전 침용단계를 16도에서 거치고 색과 향을 충분히 냄,"16~17일간 27~28℃에서 발효를 진행하여 큰 오크통에서 최소 2년 이상 발효를 진행, 이후 큰 오크에 옮겨져 출시 6개월 전 병입",14~15 %,16~18 ℃,"특별한 일이 있을 때, 로스트 또는 삶은 가금류와 지상 육류와 잘 어울린다.",동원와인플러스,1/5,3/5,4/5,3/5,허브,가금류,,
"테누타 산 안토니오, 소아베 폰타나","Tenuta Sant' Antonio, Soave Fontana",https://www.wine21.com/13_search/wine_view.html?Idx=170124&lq=LIST,테누타 산 안토니오  Tenuta Sant'Antonio,이탈리아(Italy) / 베네토(Veneto) / 소아베(Soave),가르가네가 (Garganega) 90% / 트레비아노 (Trebbiano) 5% / 샤르도네 (Chardonnay) 5%,Italian Soave,훌륭한 화이트와인을 생산하기 위해 신속하게 모든 작업이 이루어지고 낮은 온도에서 포도를 추출,,12~13 %,8~10 ℃,"가벼운 파스타, 리조또, 생선, 달걀 요리와 잘 어울린다.",동원와인플러스,1/5,3/5,1/5,1/5,"꽃, 아몬드",,,
"트룰리, 프리미티보","Trulli, Primitivo",https://www.wine21.com/13_search/wine_view.html?Idx=170126&lq=LIST,트룰리  Trulli,이탈리아(Italy),프리미티보 (Primitivo),Southern Italy Primitivo,"15~25년 수령의 old vines, 8월말에 손 수확",8~10일간 23~25°C 온도에서 스테인레스 스틸 탱크 발효,13~14 %,16~18 ℃,"피자, 미트소스를 곁들인 파스타, 양고기와 치즈등과 잘 어울린다.",동원와인플러스,1/5,3/5,3/5,3/5,"자두, 후추","미트, 양고기, 치즈",,
"페로 13, 힙스터","Ferro 13, Hipster",https://www.wine21.com/13_search/wine_view.html?Idx=170127&lq=LIST,페로 13  Ferro 13,이탈리아(Italy) / 뿔리아(Puglia),네그로아마로 (Negroamaro) 100%,,수확 및 파쇄 후에 온도 제어 기능이 있는 스테인리스 스틸 탱크에서 Plot과 숙성 기간별로 분류하여 2차 침용과 함께 효모 접종 및 알코올 발효,,13~14 %,16~18 ℃,타파스와 잘 어울린다.,동원와인플러스,1/5,3/5,3/5,3/5,후추,,*2019 런던 와인 컴피티션 Silver,
"페로 13, 너드","Ferro 13, Nerd",https://www.wine21.com/13_search/wine_view.html?Idx=170128&lq=LIST,페로 13  Ferro 13,이탈리아(Italy) / 시칠리아(Sicilia),네로 다볼라 (Nero d'Avola) 100%,,"포도는 수확된 즉시 포도주 저장실로 옮겨져 파쇄되고, 효모 접종 및 알코올 발효 진행",약 4 개월 동안 숙성되고 안정화 후에 정화되고 여과 과정을 거쳐 병입하여 1~2달간 숙성,13~14 %,16~18 ℃,바비큐와 잘 어울린다.,동원와인플러스,1/5,3/5,3/5,3/5,꽃,바비큐,,
"페로 13, 더 레이디","Ferro 13, The Lady",https://www.wine21.com/13_search/wine_view.html?Idx=170129&lq=LIST,페로 13  Ferro 13,이탈리아(Italy) / 베네토(Veneto),피노 그리지오 (Pinot Grigio) 100%,,"하루 중 기온이 최고로 낮은 시간대 수확, 선별작업 후 분쇄 및 냉각 프레스 이송 뒤 약 1시간 동안 포도 껍질과 저온발효를 진행",와인 필터링 후 스테인리스 스틸 탱크로 옮기고 약 1 개월 간 숙성. 안정화 후에 블랜딩하여 스테인리스 탱크에 1개월 보관 및 정화와 여과 과정 후 병입되어 1~2개월간 숙성을 거쳐 출시,12~13 %,8~10 ℃,"구운 연어와 퀴노아 샐러드, 구운 토마토 요리와 잘 어울린다.",동원와인플러스,1/5,3/5,1/5,0/5,,"연어, 샐러드",,
"페로 13, 해쉬태그","Ferro 13, Hashtag",https://www.wine21.com/13_search/wine_view.html?Idx=170130&lq=LIST,페로 13  Ferro 13,이탈리아(Italy),소비뇽 블랑 (Sauvignon Blanc) 100%,,"포도는 하루 중 가장 기온이 낮은 시간에 수확되어 저장고로 옮겨지고 선별된 후에 분쇄되며, 찌꺼기가있는 포도원액은 냉각 프레스로 이송되어 몇 시간 동안 냉장 건조, 스테인레스 스틸 탱크로 옮겨져 약 30 일 동안 14 ° C를 초과하지 않는 온도에서 효모 접종 후에 알콜 발효",약 1 개월 동안 Lee 접촉 후에 와인을 필터링한 후 스테인리스 스틸 탱크에서 약 1 개월 동안 숙성되고 안정화 시킨 후 병입,12~13 %,6~8 ℃,"회, 초밥과 잘 어울린다.",동원와인플러스,1/5,4/5,2/5,1/5,"꽃, 미네랄",초밥,,
"페로 13, 젠틀맨","Ferro 13, Gentleman",https://www.wine21.com/13_search/wine_view.html?Idx=170131&lq=LIST,페로 13  Ferro 13,이탈리아(Italy) / 롬바르디아(Lombardia),피노 네로 (Pinot Nero) 100%,,"포도는 수확된 즉시 포도주 저장실로 옮겨져 파쇄되고, 효모 접종 및 알코올 발효 진행",약 4 개월 동안 숙성되고 안정화 후에 정화되고 여과 과정을 거쳐 병입하여1~2달간 숙성,12~13 %,14~16 ℃,트러플을 곁들인 탈리올리니 파스타와 잘 어울린다.,동원와인플러스,1/5,3/5,2/5,2/5,딸기,"파스타, 트러플",,
"페로 13, 해커","Ferro 13, Hacker",https://www.wine21.com/13_search/wine_view.html?Idx=170132&lq=LIST,페로 13  Ferro 13,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese) 100%,Tuscan Red,포도는 수확 후에 저장실로 옮겨져 분쇄된 후에 침용 과정을 거쳐 효모 접종과 알코올 발효,약 4 개월 동안 숙성되고 안정화 후에 정화되고 여과 과정을 거쳐 병입하여1~2달간 숙성,11~12 %,16~18 ℃,구운 야채를 곁들인 플로렌틴 스테이크와 잘 어울린다.,동원와인플러스,1/5,3/5,3/5,3/5,,"스테이크, 야채","*2019 인터네셔날 와인 챌린지 Bronze,*2019 디캔터 월드와인 어워즈 Bronze",
