와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,알코올,음용온도,추천음식,기타정보,수입사,당도,산도,바디,타닌,아로마,음식매칭,등급,숙성,양조,스타일
"까잘 가르시아, 비뉴 베르데 화이트 미니 - 4세트","Casal Garcia, Vinho Verde White Mini",https://www.wine21.com/13_search/wine_view.html?Idx=166916&lq=LIST,아벨레다  Aveleda,포르투갈(Portugal) / 비뉴 베르데(Vinho Verde),"트라자두라 (Trajadura, Treixadura) / 로우레이루 (Loureiro) / 아린토 (Arinto) / 아잘 블랑코 (Azal Blanco)",9~10 %,8~10 ℃,"식전주나 아시아 요리, 해산물, 샐러드, 회 등과 잘 어울린다.",*Wine Enthusiast 선정 Best of Year*Wine & Spirits 선정 Year's Best*2018 대한민국 주류대상 화이트 부문 대상 수상*187ml 미니 4병 세트 와인,,1/5,4/5,2/5,1/5,,"해산물, 식전주, 샐러드",,,,
"니콜라스 푸이야트, 블랑 드 블랑 브뤼","Nicolas Feuillatte, Blanc de Blancs Brut",https://www.wine21.com/13_search/wine_view.html?Idx=166917&lq=LIST,니콜라스 푸이야트  Nicolas Feuillatte,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay) 100%,12 %,6~8 ℃,"갑각류와 흰살 생선 요리, 소고기 튀김, 카르파치오 등과 잘 어울린다.","2017 Vinalies Internationales Gold Medal, 2017 Champagne Masters Gold Medal",빈티지코리아,1/5,5/5,3/5,1/5,"배, 꿀","소고기, 튀김",Champagne AOC(AOP),,,
"올리비에 르플레브, 부르고뉴 '레 세띠'","Olivier Leflaive, Bourgogne 'Les Setilles'",https://www.wine21.com/13_search/wine_view.html?Idx=166918&lq=LIST,올리비에 르플레브  Olivier Leflaive,프랑스(France) / 부르고뉴(Bourgogne),샤르도네 (Chardonnay) 100%,12~13 %,8~10 ℃,"식전주로도 좋고 돼지고기 요리, 상큼한 드레싱을 곁들인 샐러드, 파르미지아노 치즈, 염소 치즈 등과  잘 어울린다.","*2016년 빈티지: Wine Spectator 87점, James Suckling 91점*2018년 5월 19일에 열렸던 해리왕자와 메건마클의 로얄웨딩 공식 화이트 와인",빈티지코리아,1/5,5/5,3/5,1/5,"복숭아, 레몬, 꽃, 아몬드, 오크","식전주, 샐러드, 복숭아",Bourgogne AOC(AOP),,,
"올리비에 르플레브, 생 호망","Olivier Leflaive, Saint Romain",https://www.wine21.com/13_search/wine_view.html?Idx=166919&lq=LIST,올리비에 르플레브  Olivier Leflaive,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 생-로망(Saint-Romain),샤르도네 (Chardonnay) 100%,12~13 %,8~10 ℃,"화이트소스를 곁들인 생선요리, 생선까스, 연어회 및 연어초밥, 해산물 파스타, 리조토, 다양한 종류의 치즈 등과 잘 어울린다.",*2010 빈티지: Wine Enthusiast 88점,빈티지코리아,1/5,4/5,3/5,1/5,시트러스,"해산물, 치즈",Saint-Romain AOC(AOP),,,
"올리비에 르플레브, 오쎄 듀레스","Olivier Leflaive, Auxey Duresses",https://www.wine21.com/13_search/wine_view.html?Idx=166920&lq=LIST,올리비에 르플레브  Olivier Leflaive,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 오쎄-뒤레쓰(Auxey-Duresses),샤르도네 (Chardonnay),12~13 %,8~10 ℃,매콤한 소스에 버무린 생선요리나 새우요리 등과 잘 어울린다.,*2016 빈티지: Wine Spectator 88점,빈티지코리아,1/5,4/5,2/5,1/5,"시트러스, 꽃, 미네랄, 비스켓, 아몬드, 오크",새우,Auxey-Duresses AOC(AOP),,,
"올리비에 르플레브, 쌩또방 프르미에 크뤼 '샤르므와'","Olivier Leflaive, Saint Aubin 1er Cru 'Charmois'",https://www.wine21.com/13_search/wine_view.html?Idx=166921&lq=LIST,올리비에 르플레브  Olivier Leflaive,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 생-오방(Saint-Aubin),샤르도네 (Chardonnay),12~13 %,8~10 ℃,"굴요리, 가리비 카르파치오, 아몬드를 넣어 요리한 송어, 크림을 곁들인 생선요리 등과 잘 어울린다.",*2010 빈티지: Wine Enthusiast 87점,빈티지코리아,1/5,5/5,3/5,1/5,"미네랄, 오크",,,,,
"올리비에 르플레브, 샤샤뉴 몽라쉐 '우이예르'","Olivier Leflaive, Chassagne Montrachet 'Houilleres'",https://www.wine21.com/13_search/wine_view.html?Idx=166922&lq=LIST,올리비에 르플레브  Olivier Leflaive,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 샤샤뉴-몽라셰(Chassagne-Montrachet),샤르도네 (Chardonnay) 100%,12~13 %,10~12 ℃,"송아지 안심스테이크, 크리미한 가리비 요리 등과 잘 어울린다.",*2015 빈티지: Tim Atkin 93점,빈티지코리아,1/5,5/5,3/5,1/5,"딸기, 미네랄, 헤이즐넛, 꿀",,,,,
"올리비에 르플레브, 꼬뜨 드 본 빌라쥬","Olivier Leflaive, Cote de Beaune Villages",https://www.wine21.com/13_search/wine_view.html?Idx=166923&lq=LIST,올리비에 르플레브  Olivier Leflaive,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 꼬뜨 드 본-빌라쥬(Côte de Beaune-Villages),피노 누아 (Pinot Noir) 100%,13~14 %,16~18 ℃,"그릴에 구운 고기, 브리 치즈 등과 잘 어울린다.",*2010 빈티지: Wine Enthusiast 88점,빈티지코리아,1/5,4/5,3/5,2/5,오크,,Côte de Beaune-Villages AOC(AOP),,,
"올리비에 르플레브, 빼르낭 베르즐레스 프르미에 크뤼 '삐쇼'","Olivier Leflaive, Pernand Vergelesses 1er Cru 'Fichots'",https://www.wine21.com/13_search/wine_view.html?Idx=166924&lq=LIST,올리비에 르플레브  Olivier Leflaive,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 뻬르낭-베르즐레스(Pernand-Vergelesses),피노 누아 (Pinot Noir),13~14 %,16~18 ℃,"소스를 곁들인 붉은 육류, 햄, 소세지 등과 잘 어울린다.",*2010 빈티지: Jancis Robinson 16/20,빈티지코리아,1/5,4/5,3/5,3/5,"딸기, 오크",햄,,,,
"올리비에 르플레브, 몽뗄리 프르미에 크뤼","Olivier Leflaive, Monthelie 1er Cru",https://www.wine21.com/13_search/wine_view.html?Idx=166925&lq=LIST,올리비에 르플레브  Olivier Leflaive,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 몽텔리(Monthelie),피노 누아 (Pinot Noir),13~14 %,16~18 ℃,"구운 닭, 오리 요리, 양고기, 미트파이, 숙성된 치즈 등과 잘 어울린다.",,빈티지코리아,1/5,4/5,3/5,3/5,"딸기, 오크","미트, 양고기, 치즈",Monthélie 1er Cru AOC(AOP),,,
"메종 샹피, 부르고뉴 샤르도네 뀌베 에드메","Maison Champy, Bourgogne Chardonnay Cuvee Edme",https://www.wine21.com/13_search/wine_view.html?Idx=166926&lq=LIST,메종 샹피  Maison Champy,프랑스(France) / 부르고뉴(Bourgogne),샤르도네 (Chardonnay),13~14 %,10~12 ℃,"식전주로도 좋으며 리조토, 브리 치즈 등과 잘 어울린다.",,비노에이치,1/5,4/5,2/5,1/5,"복숭아, 사과, 자몽, 오렌지, 라임, 레몬, 열대과일, 리치, 흰꽃, 꽃, 미네랄, 바닐라, 연기, 버터","푸아그라, 연어, 리조토, 중국요리, 식전주, 복숭아",Bourgogne AOC(AOP),큰 오크배럴(30% New oak)에서 숙성 후 병입.,천연 효모를 사용한 전통 방식 양조.,Burgundy White
"메종 샹피, 부르고뉴 피노 누아 뀌베 에드메","Maison Champy, Bourgogne Pinot Noir Cuvee Edme",https://www.wine21.com/13_search/wine_view.html?Idx=166927&lq=LIST,메종 샹피  Maison Champy,프랑스(France) / 부르고뉴(Bourgogne),피노 누아 (Pinot Noir),12~13 %,16~18 ℃,"로스트 비프, 송아지 고기, 치킨, 치즈 등과 잘 어울린다.",* 뀌베 에드메(Cuvée Edme)는 설립자 에드메 샹피의 이름에서 딴 뀌베이며 와인메이커 '디미트리 바자(Dimitri Bazas)가 베스트 피노 누아 배럴에서 선별하여 만든 뛰어난 피노 누아를 의미하기도 합니다.* 샤를 드골 공항 리스팅,비노에이치,1/5,4/5,3/5,3/5,"블랙커런트, 블랙베리, 체리, 딸기, 라스베리, 자두, 배, 라벤더, 라일락, 후추, 바닐라, 감초, 시나몬, 딜, 가죽, 흙, 젖은흙","소고기, 붉은육류, 가금류, 치킨, 자두, 치즈",Bourgogne AOC(AOP),오크 배럴(30% New oak)에서 알코올 발효와 12개월 숙성 후   바이오다이나믹 캘린더에 따라 '과일' 데이(Fruit day)에 병입.,손 수확. 천연 효모를 사용하여 전통 방식 양조.,Burgundy Red
"메종 샹피, 쇼레 레 본","Maison Champy, Chorey Les Beaune",https://www.wine21.com/13_search/wine_view.html?Idx=166928&lq=LIST,메종 샹피  Maison Champy,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 쇼레이 레 본(Chorey-les-Beaune),피노 누아 (Pinot Noir),13~14 %,16~18 ℃,"소고기, 닭 요리, 송아지 고기 등과 잘 어울린다.",,,1/5,4/5,3/5,3/5,"석류, 바닐라",,Chorey-Lès-Beaune AOC(AOP),,,
"메종 샹피, 사비니 레 본 '오 후르쉬'","Maison Champy, Savigny-les-Beaune 'Aux Fourches'",https://www.wine21.com/13_search/wine_view.html?Idx=166929&lq=LIST,메종 샹피  Maison Champy,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 사비니-레-본(Savigny-les-Beaune),피노 누아 (Pinot Noir),13~14 %,16~18 ℃,"소고기, 송아지, 사슴고기 등과 잘 어울린다.",,,1/5,4/5,3/5,3/5,"체리, 미네랄",,"Savigny-Lès-Beaune AOC(AOP), 'Aux Fourches'",,,
"메종 샹피, 빼르낭 베르즐레스 프리미에 크뤼 '레 베르즐레스'","Maison Champy, Pernand Vergelesses 1er Cru 'Les Vergelesses'",https://www.wine21.com/13_search/wine_view.html?Idx=166930&lq=LIST,메종 샹피  Maison Champy,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 뻬르낭-베르즐레스(Pernand-Vergelesses),피노 누아 (Pinot Noir),13~14 %,16~18 ℃,"필레 미뇽, 와인 소스를 곁들인 오리 요리, 치즈 플레이트 등과 잘 어울린다.",,,1/5,4/5,4/5,3/5,"블랙베리, 석류, 미네랄, 오크",치즈,"Pernand-Vergelesses 1er Cru AOC(AOP), 'Vergelesses'",,,
"메종 샹피, 페르낭 베르즐레스 프리미에 크뤼 '일 데 베르즐레스'","Maison Champy, Pernand Vergelesses 1er Cru 'Ils des Vergelesses'",https://www.wine21.com/13_search/wine_view.html?Idx=166931&lq=LIST,메종 샹피  Maison Champy,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 뻬르낭-베르즐레스(Pernand-Vergelesses),피노 누아 (Pinot Noir),13~14 %,14~16 ℃,"소고기, 송아지 고기, 닭 요리 등과 잘 어울린다.",,비노에이치,1/5,4/5,3/5,3/5,"체리, 딸기, 라스베리, 석류, 꽃, 미네랄, 후추, 바닐라, 정향, 헤이즐넛, 타바코, 삼나무, 오크, 젖은흙","가금류, 파스타, 치즈","Pernand-Vergelesses 1er Cru AOC(AOP), 'Ile des Vergelesses'",16개월간 오크 배럴(25% New oak) 숙성.,"저온 침용, 천연 효모를 사용하여 3주간 발효.",Burgundy Côte de Beaune Red
"메종 샹피, 본 프리미에 크뤼 '오 크라'","Maison Champy, Beaune 1er Cru 'Aux Cras'",https://www.wine21.com/13_search/wine_view.html?Idx=166932&lq=LIST,메종 샹피  Maison Champy,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 본(Beaune),피노 누아 (Pinot Noir),13~14 %,16~18 ℃,"소고기, 송아지 고기, 사슴고기, 오리고기 등과 잘 어울린다.",,,1/5,4/5,4/5,3/5,"석류, 미네랄",오리고기,Beaune 1er Cru AOC(AOP),,,
"메종 샹피, 지브리 샹베르땅 비에이 비뉴","Maison Champy, Gevrey Chambertin Vieilles Vignes",https://www.wine21.com/13_search/wine_view.html?Idx=166933&lq=LIST,메종 샹피  Maison Champy,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 쥬브레-샹베르땅(Gevrey-Chambertin),피노 누아 (Pinot Noir),13~14 %,16~18 ℃,"소고기, 오리고기, 숙성된 치즈와 잘 어울린다.",,,1/5,4/5,3/5,3/5,미네랄,"소고기, 오리고기, 치즈",Gevrey-Chambertin AOC(AOP),,,
"메종 샹피, 본 로마네","Maison Champy, Vosne-Romanee",https://www.wine21.com/13_search/wine_view.html?Idx=166934&lq=LIST,메종 샹피  Maison Champy,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 본-로마네(Vosne-Romanee),피노 누아 (Pinot Noir),13~14 %,16~18 ℃,"소고기, 오리 고기, 숙성된 치즈와 잘 어울린다.",,,1/5,4/5,3/5,3/5,"꽃, 토스트","소고기, 치즈",Vosne-Romanée AOC(AOP),,,
"메종 샹피, 샹볼 뮈지니","Maison Champy, Chambolle Musigny",https://www.wine21.com/13_search/wine_view.html?Idx=166935&lq=LIST,메종 샹피  Maison Champy,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 샹볼 뮈지니(Chambolle Musigny),피노 누아 (Pinot Noir),13~14 %,16~18 ℃,"캐서롤, 오리고기, 소고기 등과 잘 어울린다.",,,1/5,4/5,4/5,3/5,석류,"소고기, 오리고기",Chambolle-Musigny AOC(AOP),,,
"오지에, 에리따쥬 꼬뜨 뒤 론 빌라쥬 '쁠랑 드 디유'","Ogier, Heritages Cotes du Rhone Villages 'Plan de Dieu'",https://www.wine21.com/13_search/wine_view.html?Idx=166936&lq=LIST,오지에  Ogier,프랑스(France) / 론(Rhone) / 꼬뜨 뒤 론(Côtes du Rhone),그르나슈 (Grenache) 80% / 시라/쉬라즈 (Syrah/Shiraz) 15% / 무르베드르 (Mourvedre) 5%,14~15 %,16~18 ℃,"닭, 오리 고기, 지중해식 구운 요리 등과 잘 어울린다.",*2017 빈티지: Decanter World Wine Awards 92점,빈티지코리아,1/5,4/5,4/5,3/5,"딸기, 배",,Côtes du Rhône Villages AOC(AOP),,,
"오지에, 에리따쥬 리락","Ogier, Heritages Lirac",https://www.wine21.com/13_search/wine_view.html?Idx=166937&lq=LIST,오지에  Ogier,프랑스(France) / 론(Rhone) / 리락(Lirac),그르나슈 (Grenache) 80% / 시라/쉬라즈 (Syrah/Shiraz) 15% / 무르베드르 (Mourvedre) 5%,14~15 %,16~18 ℃,"불고기, 피자, 찜닭 등과 잘 어울린다.","*2012 빈티지: International Wine Challenge Silver* Ogier 는 Antoine Ogier가 1859년 와인 판매상을 시작으로 프랑스 남부 론의 대표적인 와인 명산지인 Chateauneuf du Pape를 주 무대로 자체 포도밭과 합병 포도원 그리고 장기계약을 맺은 다양한 포도밭에서 포도를 받아서 와인을 생산하고 있다.  Ogier의 Heritages 시리즈는 이 와이너리에서 1995년부터 와인양조 전문가인 “Didier Couturier”가 다양한 론 지역(꼬뜨 로 띠, 크로제 에르미따쥬 등)의 포도밭을 직접 선별하여 납품 받아 생산하는 와인 시리즈이다. 대표 생산자가 직접 정성을 쏟아서 론칭한 라인인 만큼 12개의 Appellation 와인들 모두 개성이 뚜렷하며, 각 지역 떼루아의 특성을 최대한 그대로 반영하여 양조했다.* Lirac은 레드 과일류의 향과 달달한 향신료의 향의 조화로움을 느낄 수 있다. 복합적인 미네랄리티가 특징적이며 풀바디 와인임에도 타닌은 엘레강스하고 실키하다.",빈티지코리아,1/5,3/5,4/5,4/5,"레드커런트, 체리, 라스베리, 미네랄, 바닐라, 감초, 오크, 가죽","스튜, 소고기, 스테이크, 육류요리, 훈제오리, 찜닭, 불고기, 피자, 치즈",Lirac AOC(AOP),오크 배럴에 8개월 숙성.,,
"오지에, 에리따쥬 크로즈 에르미타주","Ogier, Heritages,  'Crozes-Hermitage'",https://www.wine21.com/13_search/wine_view.html?Idx=166938&lq=LIST,오지에  Ogier,프랑스(France) / 론(Rhone) / 크로즈-에르미타주(Crozes-Hermitage),그르나슈 (Grenache) 80% / 시라/쉬라즈 (Syrah/Shiraz) 15% / 무르베드르 (Mourvedre) 5%,14~15 %,16~18 ℃,"소고기 요리, 숙성된 치즈 등과 잘 어울린다.",,,1/5,4/5,4/5,3/5,"체리, 후추, 민트","소고기, 치즈",Crozes-Hermitage AOC(AOP),,,
"오지에, 끌로 드 로라뚜아르 샤또네프 뒤 빠쁘 블랑","Ogier, Clos de L'Oratoire Chateauneuf du Pape Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=166939&lq=LIST,오지에  Ogier,프랑스(France) / 론(Rhone) / 샤또네프 뒤 빠쁘(Chateauneuf du Pape),비오니에 (Viognier) / 루산느 (Roussanne) / 마르산느 (Marsanne),13~14 %,10~12 ℃,"샐러드, 오리고기, 백숙 등과 잘 어울린다.","*2014 빈티지: Wine Advocate 91점*2013 빈티지: Wine Advocate 91점*2012 빈티지: Wine Advocate 92점*2011 빈티지: Wine Advocate 92점, Wine Spectator 92점*2010 빈티지: Wine Spectator 93점",,1/5,4/5,3/5,1/5,"미네랄, 꿀","오리고기, 샐러드",Châteauneuf-du-Pape AOC(AOP),,,
"오지에, 끌로 드 로라뚜아르 샤또네프 뒤 빠쁘 루즈","Ogier, Clos de L'Oratoire  Chateauneuf du Pape Rouge",https://www.wine21.com/13_search/wine_view.html?Idx=166940&lq=LIST,오지에  Ogier,프랑스(France) / 론(Rhone) / 샤또네프 뒤 빠쁘(Chateauneuf du Pape),그르나슈 (Grenache) / 무르베드르 (Mourvedre) / 쌩쏘 (Cinsault) / 시라/쉬라즈 (Syrah/Shiraz),14~15 %,16~18 ℃,"스테이크와 그릴에 구운 고기, 숙성된 치즈와 잘 어울린다.",*2014 빈티지: Wine Enthusiast 89점*2013 빈티지: Wine Spectator 91점*2012 빈티지: Wine Enthusiast 90점*2011 빈티지: Wine Enthusiast 90점*2010 빈티지: Wine Spectator 92점*2009 빈티지: Wine Spectator 93점,,1/5,4/5,4/5,4/5,,"스테이크, 치즈",Châteauneuf-du-Pape AOC(AOP),,,
"빌라 아 세스타, 리빨텔라 끼안티 수페리오레 DOCG","Villa A Sesta, Ripaltella Chianti Superiore DOCG",https://www.wine21.com/13_search/wine_view.html?Idx=166941&lq=LIST,빌라 아 세스타  Villa A Sesta,이탈리아(Italy) / 토스카나(Toscana) / 키안티(Chianti),산지오베제 (Sangiovese),13~14 %,16~18 ℃,"소시지, 살라미, 피자, 생선 요리 등과 잘 어울린다.",,빈티지코리아,1/5,4/5,3/5,3/5,,"소시지, 살라미, 피자",Chianti DOCG(DOP),,,
"빌라 아 세스타, 끼안티 클라시코 일 빨레이 DOCG","Villa A Sesta, Il Palei Chianti Classico DOCG",https://www.wine21.com/13_search/wine_view.html?Idx=166942&lq=LIST,빌라 아 세스타  Villa A Sesta,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),13~14 %,16~18 ℃,"숙성된 치즈, 파스타, 스튜, 그릴에 구운 고기 등과 잘 어울린다.","*2014 빈티지: James Suckling 90점, Gambero Rosso 1 Glass, Wine Enthusiast 87점",빈티지코리아,1/5,4/5,3/5,3/5,,"스튜, 파스타, 치즈",Chianti Classico DOCG(DOP),,,
"빌라 아 세스타, 끼안티 클라시코 리제르바 DOCG","Villa A Sesta, Chianti Classico Riserva DOCG",https://www.wine21.com/13_search/wine_view.html?Idx=166943&lq=LIST,빌라 아 세스타  Villa A Sesta,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) 92% / 카베르네 소비뇽 (Cabernet Sauvignon) 8%,14~15 %,16~18 ℃,"향신료가 강한 음식, 스튜, 트러플, 숙성치즈 등과 잘 어울린다.","*2013 빈티지: Gambero Rosso 2 Glasses, James Suckling 93점, Wine Enthusiast 90점",빈티지코리아,1/5,4/5,4/5,3/5,"체리, 배, 바닐라, 초콜릿","스튜, 트러플, 치즈",Chianti Classico DOCG(DOP),,,
"빌라 아 세스타, 바스 토스카나 IGT","Villa A Sesta, VAS Toscana IGT",https://www.wine21.com/13_search/wine_view.html?Idx=166944&lq=LIST,빌라 아 세스타  Villa A Sesta,이탈리아(Italy) / 토스카나(Toscana),메를로 (Merlot) 60% / 카베르네 소비뇽 (Cabernet Sauvignon) 40%,13~14 %,16~18 ℃,"향신료가 강한 음식, 스튜, 트러플, 숙성 치즈 등과 잘 어울린다.",*2013 빈티지: Wine Advocate 88점,빈티지코리아,1/5,4/5,4/5,3/5,,"스튜, 트러플, 치즈",Toscana IGT(IGP),,,
"빌라 아 세스타, 끼안티 클라시코 그랑 셀레지오네 소를레오네 DOCG","Villa A Sesta, Sorleone, Chianti Classico Gran Selezione DOCG",https://www.wine21.com/13_search/wine_view.html?Idx=166945&lq=LIST,빌라 아 세스타  Villa A Sesta,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) 100%,14~15 %,16~18 ℃,"모든 육류 요리, 숙성된 치즈, 스튜 등과 잘 어울린다.","*2013 빈티지: James Suckling 93점, Wine Advocate 89점",빈티지코리아,1/5,4/5,4/5,4/5,"체리, 오크","스튜, 치즈",Chianti Classico DOCG(DOP),,,
"탈라몬티, 꼴레 꼬르비아노 몬테풀치아노","Talamonti, Colle Corviano Montepulciano d'Abruzzo",https://www.wine21.com/13_search/wine_view.html?Idx=166946&lq=LIST,탈라몬티  Talamonti,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano) 100%,13~14 %,16~18 ℃,"육류, 닭 요리, 야채 스튜, 치즈 등과 잘 어울린다.",*2017 빈티지: 2018 International Wine Challenge Commended,,1/5,4/5,4/5,3/5,오크,"스튜, 야채, 치즈",Montepulciano d'Abruzzo DOC(DOP),,,
