와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,등급,알코올,기타정보,숙성,양조
"모란데, 그랑 리제르바 쉬라 까베르네 소비뇽","Morande, Gran Reserva Syrah Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=162695&lq=LIST,비냐 모란데  Viña Morande,칠레(Chile) / 센트럴 밸리(Central Valley),카베르네 소비뇽 (Cabernet Sauvignon) 60% / 시라/쉬라즈 (Syrah/Shiraz) 40%,Chilean Cabernet - Syrah,16~18 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",,2/5,3/5,4/5,4/5,시나몬,"양갈비, 치즈",,13.5~14.5 %,*2018빈티지: KWC 2021 Silver*International Wine Challenge 2019 Commended*International Wine & Sprit Competition 2018  Silver*International Wine Challenge 2018 Commended,,
"모란데, 어드벤처 메디테라네오","MORANDE, Adventure Mediterraneo",https://www.wine21.com/13_search/wine_view.html?Idx=162696&lq=LIST,비냐 모란데  Viña Morande,칠레(Chile) / 마울레 밸리(Maule Valley),그르나슈 (Grenache) 54% / 시라/쉬라즈 (Syrah/Shiraz) 22% / 마르산느 (Marsanne) 4% / 까리냥 (Carignan/Carignane) 17% / 루산느 (Roussanne) 3%,,16~18 ℃,"붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",더블유에스통상,1/5,3/5,4/5,4/5,"체리, 헤이즐넛, 오크","스테이크, 양갈비",,,"*2012 빈티지: Robert Parker 92점, James Suckling 92점, Int'l Wine & Spirit Competition SILVER, Korea Wine Challenge 2017 GOLD*Descorchados 94점",,
"까스따뇨, 로제 세미 스위트","Castano, Rose Semi Sweet",https://www.wine21.com/13_search/wine_view.html?Idx=162697&lq=LIST,보데가스 까스따뇨  Bodegas Castano,스페인(Spain) / 예클라(Yecla),모나스트렐 (Monastrell) 100%,Spanish Monastrell,8~10 ℃,"로제 와인은 일반적으로 음식들과 좋은 궁합을 보여준다. 이 와인은 단맛과 산미가 잘 균형을 이루고 있으므로 생선회, 또는 향신료가 가미된 커리와 잘 어울린다.",더블유에스통상,3/5,2/5,2/5,1/5,"체리, 딸기, 시트러스, 오렌지, 꽃, 허브","꼬치구이, 바비큐, 건육, 닭강정, 후라이드, 오리로스, 생선회, 편육, 순대, 떡볶이, 오일파스타, 양장피, 동남아요리, 아시아요리, 튀김, 샐러드, 타르트, 디저트, 티라미수",Yecla DO(DOP),,,,
"리베토, 랑게 네비올로","Rivetto, Langhe Nebbiolo",https://www.wine21.com/13_search/wine_view.html?Idx=162698&lq=LIST,리베토  Rivetto,이탈리아(Italy) / 피에몬테(Piemonte) / 랑게(Langhe),네비올로 (Nebbiolo) / 바르베라 (Barbera),Italian Barbera,16~17 ℃,"리조또, 살라미, 스튜, 스테이크, 파스타 등과 잘 어울린다.",더블유에스통상,1/5,4/5,3/5,4/5,"딸기, 크랜베리, 라스베리, 빌베리, 자두, 잼, 꽃","살라미, 자두",Langhe DOC(DOP),,*2019 빈티지부터 유기농 인증,,"유기농 인증, 바이오다이나믹 인증"
"나탈리 팔메, 브뤼 나뚜르 블랑 드 누아 엑스트라 브뤼","Nathalie Falmet, Brut Nature Blanc de Noirs Extra Brut",https://www.wine21.com/13_search/wine_view.html?Idx=162699&lq=LIST,나탈리 팔메  Nathalie Falmet,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir) 100%,French Champagne,5-7 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",크리스탈와인,1/5,5/5,3/5,1/5,"배, 감귤","스시, 샐러드, 과일, 치즈, 디저트",,,*Vinous 92점*Robert Parker 91+점,,
"나탈리 팔메, 팍셀 블랑 드 누아 ZH303 엑스트라 브뤼","Nathalie Falmet, Parcelle Blanc de Noirs ZH303 Extra Brut",https://www.wine21.com/13_search/wine_view.html?Idx=162700&lq=LIST,나탈리 팔메  Nathalie Falmet,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay) 100%,French Champagne,5-7 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",크리스탈와인,1/5,5/5,2/5,1/5,배,"스시, 샐러드, 과일, 치즈, 디저트",Champagne AOC(AOP),,*Vinous 92점,,
로랑 베나르 엑스트라 브뤼,Laurent Benard Extra Brut,https://www.wine21.com/13_search/wine_view.html?Idx=162701&lq=LIST,로랑 베나르  Laurent Benard,프랑스(France) / 샹빠뉴(Champagne),피노 뮈니에 (Pinot Meunier) 50% / 피노 누아 (Pinot Noir) 25% / 샤르도네 (Chardonnay) 25%,French Champagne,6~8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",크리스탈와인,1/5,4/5,3/5,1/5,배,"스시, 샐러드, 과일, 치즈, 디저트",Champagne AOC(AOP),,,,
"샤를 뒤푸, 뷜 드 꼼뜨와 #5 쎄 졸리","Charles Dufour, Bulles de Comptoir #5 C'est Jolie",https://www.wine21.com/13_search/wine_view.html?Idx=162702&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay) / 피노 블랑 (Pinot Blanc),French Champagne,6 ~ 8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",크리스탈와인,1/5,5/5,2/5,1/5,,"스시, 샐러드, 과일, 치즈, 디저트",,,,,
"샤를 뒤푸, 뷜 드 꼼뜨와 로제엑스프레스 엑스트라 브뤼","Charles Dufour, Bulles de Comptoir Rosexpress Extra Brut",https://www.wine21.com/13_search/wine_view.html?Idx=162703&lq=LIST,샴페인 샤를 뒤푸  Champagne Charles Dufour,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir) 100%,French Champagne,6 ~ 8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",크리스탈와인,1/5,5/5,3/5,1/5,,"스시, 샐러드, 과일, 치즈, 디저트",,,,,
"올리비에 번스타인, 마지 샹베르땅 그랑 크뤼","Olivier Bernstein, Mazis-Chambertin Grand Cru",https://www.wine21.com/13_search/wine_view.html?Idx=162704&lq=LIST,올리비에 번스타인  Olivier Bernstein,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 쥬브레-샹베르땅(Gevrey-Chambertin),피노 누아 (Pinot Noir) 100%,,15~17 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 송이버섯, 구운 아스파라거스, 콩테, 다양한 치즈와 잘 어울린다.",크리스탈와인,1/5,4/5,4/5,3/5,배,,Mazis-Chambertin Grand Cru AOC(AOP),,*2016 빈티지: Vinous 94-96점,,
"올리비에 번스타인, 쥬브레 샹베르땅 프르미에 크뤼 '레 까제티에'","Olivier Bernstein, Gevrey-Chambertin 1er Cru 'Les Cazetiers'",https://www.wine21.com/13_search/wine_view.html?Idx=162705&lq=LIST,올리비에 번스타인  Olivier Bernstein,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 쥬브레-샹베르땅(Gevrey-Chambertin),피노 누아 (Pinot Noir) 100%,,15~17 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 송이버섯, 구운 아스파라거스, 콩테, 다양한 치즈와 잘 어울린다.",크리스탈와인,1/5,4/5,3/5,3/5,흙,,"Gevrey-Chambertin 1er Cru AOC(AOP), 'Les Cazetiers'",,*2016 빈티지: Vinous 91-94점,,
"사바르, 르 몽 브누아 1er 엑스트라 브뤼","Savart, Le Mont Benoit 1er Extra Brut",https://www.wine21.com/13_search/wine_view.html?Idx=162707&lq=LIST,샴페인 사바르  Champagne Savart,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir) 95% / 샤르도네 (Chardonnay) 5%,French Champagne,6 ~ 8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",크리스탈와인,1/5,5/5,3/5,1/5,오크,"스시, 샐러드, 과일, 치즈, 디저트",,,*Vinous 95점,,
"사바르, 라네 1er 엑스트라 브뤼","Savart, L'Annee 1er Extra Brut",https://www.wine21.com/13_search/wine_view.html?Idx=162708&lq=LIST,샴페인 사바르  Champagne Savart,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir) 60% / 샤르도네 (Chardonnay) 40%,French Champagne,6 ~ 8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",크리스탈와인,1/5,5/5,3/5,1/5,,"스시, 샐러드, 과일, 치즈, 디저트",,,*Vinous 91점,,
"사바르, 르 몽 데 크레티앙 1er 엑스트라 브뤼","Savart, Le Mont des Chretiens 1er Extra Brut",https://www.wine21.com/13_search/wine_view.html?Idx=162709&lq=LIST,샴페인 사바르  Champagne Savart,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay) 100%,French Champagne,6 ~ 8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",크리스탈와인,1/5,5/5,2/5,1/5,,"스시, 샐러드, 과일, 치즈, 디저트",,,*Vinous 94점,,
"도멘 펠레티그, 샹볼 뮈지니 프르미에르 크뤼 '레 라브로뜨'","Domaine Felettig, Chambolle Musigny 1er Cru 'Les Lavrottes'",https://www.wine21.com/13_search/wine_view.html?Idx=162710&lq=LIST,길버트&크리스틴 펠레티그   Gilbert et Christine Felettig,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 샹볼 뮈지니(Chambolle Musigny),피노 누아 (Pinot Noir) 100%,,15~17 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 송이버섯, 구운 아스파라거스, 콩테, 다양한 치즈와 잘 어울린다.",크리스탈와인,1/5,4/5,3/5,3/5,배,,"Chambolle-Musigny 1er Cru AOC(AOP), 'Les Lavrottes'",,"*2015 빈티지: Burghound 88-91점, Robert Parker 90-92점",,
"도멘 펠레티그, 샹볼 뮈지니 프르미에르 크뤼 '레 퓌에'","Domaine Felettig, Chambolle Musigny 1er Cru 'Les Fuees'",https://www.wine21.com/13_search/wine_view.html?Idx=162711&lq=LIST,길버트&크리스틴 펠레티그   Gilbert et Christine Felettig,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 샹볼 뮈지니(Chambolle Musigny),피노 누아 (Pinot Noir) 100%,,15~17 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 송이버섯, 구운 아스파라거스, 콩테, 다양한 치즈와 잘 어울린다.",크리스탈와인,1/5,3/5,3/5,2/5,,,"Chambolle-Musigny 1er Cru AOC(AOP), 'Les Fuées'",,"*2015 빈티지: Burghound 91-94점, Robert Parker 92-94점",,
"도멘 펠레티그, 본 로마네 '오 레뇨'","Domaine Felettig, Vosne Romanee 'Aux Reignots'",https://www.wine21.com/13_search/wine_view.html?Idx=162712&lq=LIST,길버트&크리스틴 펠레티그   Gilbert et Christine Felettig,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 본-로마네(Vosne-Romanee),피노 누아 (Pinot Noir) 100%,,15~17 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 송이버섯, 구운 아스파라거스, 콩테, 다양한 치즈와 잘 어울린다.",크리스탈와인,1/5,4/5,3/5,3/5,,,Vosne-Romanée AOC(AOP),,"*Burghound 90-92점, Robert Parker 93-95점",,
"콜롬비아 크레스트, 그랜드 에스테이트 골드 에디션","Columbia Crest, Grand Estate Limited Release Gold",https://www.wine21.com/13_search/wine_view.html?Idx=162713&lq=LIST,콜럼비아 크레스트   Columbia Crest,미국(U.S.A) / 캘리포니아(California),카베르네 프랑 (Cabernet Franc) 66% / 메를로 (Merlot) 21% / 쁘띠 시라  (Petite Sirah) 6% / 진판델 (Zinfandel) 6% / 기타 품종 (Other Grapes) 1%,Californian Red Blend,16~18 ℃,"스테이크, 치즈",신세계엘앤비,1/5,3/5,3/5,3/5,배,"스테이크, 치즈",California AVA,,,12개월 간 프랑스 및 미국산 오크 배럴에서 숙성,"스테인리스 스틸 탱크에서 품종별, 포도밭별로 발효"
지디 와인즈 샤르도네,ZD Wines Chardonnay,https://www.wine21.com/13_search/wine_view.html?Idx=162714&lq=LIST,지디 와인즈  ZD Wines,미국(U.S.A) / 캘리포니아(California),샤르도네 (Chardonnay) 100%,Californian Chardonnay,8~10 ℃,"샐러드, 파스타",신세계엘앤비,1/5,3/5,3/5,1/5,"꽃, 바닐라, 오크","파스타, 샐러드",California AVA,,,,
지디 와인즈 나파 밸리 리저브 까베르네 소비뇽,ZD Wines Napa Valley Reserve Cabernet Sauvignon,https://www.wine21.com/13_search/wine_view.html?Idx=162715&lq=LIST,지디 와인즈  ZD Wines,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) 100%,Californian Cabernet Sauvignon,16~18 ℃,"스테이크, 치즈",신세계엘앤비,1/5,3/5,3/5,3/5,,"스테이크, 치즈",Napa Valley AVA,,,,
지디 와인즈 나파 밸리 까베르네 소비뇽,ZD Wines Napa Valley Cabernet Sauvignon,https://www.wine21.com/13_search/wine_view.html?Idx=162716&lq=LIST,지디 와인즈  ZD Wines,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) 100%,Californian Cabernet Sauvignon,16~18 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",신세계엘앤비,1/5,3/5,4/5,4/5,자두,"양갈비, 치즈",Napa Valley AVA,,"*2014년 빈티지 San Diego Int'l Wine & Spirits Challenge 2017 금메달,*2014년 빈티지 San Francisco Chronicle Wine Competition 2017 금메달",,
샤또 레스트릴 까마르땡 보르도 수페리오레 루즈,"Chateau Lestrille Capmartin, Bordeaux Superieur rouge",https://www.wine21.com/13_search/wine_view.html?Idx=162717&lq=LIST,샤또 레스트릴  Chateau Lestrille,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot) 81% / 카베르네 소비뇽 (Cabernet Sauvignon) 19%,Bordeaux Red,16~18 ℃,"스테이크, 치즈",신세계엘앤비,1/5,3/5,4/5,3/5,"배, 오크","스테이크, 치즈",Bordeaux Supérieur AOC(AOP),,,,
샤또 레스트릴 까마르땡 보르도 블랑,"Chateau Lestrille Capmartin, Bordeaux blanc",https://www.wine21.com/13_search/wine_view.html?Idx=162718&lq=LIST,샤또 레스트릴  Chateau Lestrille,프랑스(France) / 보르도(Bordeaux),소비뇽 그리 (Sauvignon Gris) 65% / 소비뇽 블랑 (Sauvignon Blanc) 25% / 세미용 (Semillon) 10%,Bordeaux White,8~10 ℃,"해산물 요리, 파스타",신세계엘앤비,1/5,3/5,2/5,1/5,"미네랄, 후추, 오크","해산물, 파스타",Bordeaux AOC(AOP),,,,
"헌드레드 에이커, 퓨앤파 비트윈 싱글 빈야드","Hundred Acre, Few & Far Between Single Vineyard",https://www.wine21.com/13_search/wine_view.html?Idx=162719&lq=LIST,헌드레드 에이커  Hundred Acre,미국(U.S.A) / 캘리포니아(California),카베르네 소비뇽 (Cabernet Sauvignon) / 카베르네 프랑 (Cabernet Franc),,16~18 ℃,"스테이크, 치즈",신세계엘앤비,1/5,3/5,3/5,4/5,"배, 미네랄, 오크","스테이크, 치즈",California AVA,,"*2014 Robert Parker 96-98점,*2013 Robert Parker 100점, Wine Spectator 93점*2012 Robert Parker 100점, Wine Spectator 95점",,
"헌드레드 에이커, 아크","Hundred Acre, Ark",https://www.wine21.com/13_search/wine_view.html?Idx=162720&lq=LIST,헌드레드 에이커  Hundred Acre,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) 100%,,16~18 ℃,"스테이크, 치즈",신세계엘앤비,1/5,3/5,3/5,3/5,"배, 흑연","스테이크, 치즈",California AVA,,"*2014 Robert Parker 98-100점, Wine Spectator 93점*2013 Robert Parker 97점, Wine Spectator 93점*2012 Robert Parker 100점",,
"투핸즈, 아에로페","Two Hands, Aerope",https://www.wine21.com/13_search/wine_view.html?Idx=162721&lq=LIST,투 핸즈 와인즈  Two Hands Wines,호주(Australia) / 사우스 오스트레일리아(South Australia) / 바로사 밸리(Barossa Valley),그르나슈 (Grenache) 100%,,16~18 ℃,"스테이크, 양고기 등과 잘 어울린다.",신세계엘앤비,1/5,4/5,3/5,3/5,"체리, 배, 후추, 오크","스테이크, 양고기",,14 %,"*2014 빈티지: Wine Spectator 93점*2013 빈티지: Wine Spectator 93점, Wine Advocate 94점*2012 빈티지: Wine Spectator 89점, Wine Advocate 94점",,
"로버트 바일, 키드리히 그래펜베르그 리슬링 트로켄 GG","Robert Weil, Kiedrich Grafenberg Riesling Trocken GG",https://www.wine21.com/13_search/wine_view.html?Idx=162722&lq=LIST,바인굿 로버트 바일  Weingut Robert Weil,독일(Germany) / 라인가우(Rheingau),리슬링 (Riesling) 100%,German Riesling,8~10 ℃,"해산물, 연어 샐러드, 오일 또는 토마토 소스 파스타, 치킨, 생선요리 등과 잘 어울린다.",신세계엘앤비,1/5,5/5,3/5,1/5,"시트러스, 허브, 초콜릿","치킨, 연어, 해산물, 파스타, 샐러드",,,"*2016 Robert Parker 95점*2015 Robert Parker 95점, Wine Spectator 95점 (2017년 WS TOP 100 중 99위)",,
코노 수르 싱글 빈야드 리슬링,Cono Sur Single Vineyard Riesling,https://www.wine21.com/13_search/wine_view.html?Idx=162723&lq=LIST,코노 수르  Cono Sur,칠레(Chile) / 서던 리젼(Southern Region) / 비오-비오 밸리(Bio-Bio-Valley),리슬링 (Riesling) 100%,Chilean Riesling,8~10 ℃,"파스타, 해산물",신세계엘앤비,1/5,3/5,2/5,1/5,"자몽, 꽃, 미네랄","해산물, 파스타",,,*2017 Descorchados 92점,,
에르다드 두 가미투 레세르바,Herdade do Gamito Reserva,https://www.wine21.com/13_search/wine_view.html?Idx=162724&lq=LIST,에르다지 두 가미투  Herdade do Gamito,포르투갈(Portugal) / 알렌테주(Alentejo),시라/쉬라즈 (Syrah/Shiraz) 60% / 알리칸테 부쉐 (Alicante Bouschet) 40%,Portuguese Alentejo Red,16~18 ℃,"스테이크, 치즈",,1/5,3/5,5/5,4/5,,"스테이크, 치즈",,14.5 %,*2017 Korea Wine Challenge: 트로피 레드 (Best of the Best)*2017 Korea Wine Challenge: Best Portugal Trophy*2010 Concours Mundial de Bruxelles: 금상,,
"샤펠 드 블라니, 뫼르소 블라니 프리미에 크뤼","Chapelle de Blagny, Meursault Blagny 1er Cru",https://www.wine21.com/13_search/wine_view.html?Idx=162725&lq=LIST,샤펠 드 블라니  Chapelle de Blagny,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 뫼르소(Meursault),샤르도네 (Chardonnay) 100%,,10~12 ℃,"훈제오리, 오리로스, 치킨, 훈제연어, 생선구이, 장어구이, 해산물, 숙성 치즈, 피자, 파스타 등과 잘 어울린다.",에노테카코리아,1/5,3/5,4/5,1/5,"시트러스, 꽃, 미네랄","해산물, 치즈","Meursault 1er Cru AOC(AOP), 'Blagny'",,,,
"샤펠 드 블라니, 뫼르소 블라니 프리미에 크뤼 라 피에스 수르브와","Chapelle de Blagny, Meursault Blagny 1er Cru La Piece sous le Bois",https://www.wine21.com/13_search/wine_view.html?Idx=162726&lq=LIST,샤펠 드 블라니  Chapelle de Blagny,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 뫼르소(Meursault),샤르도네 (Chardonnay) 100%,,10~12 ℃,"훈제오리, 오리로스, 치킨, 훈제연어, 생선구이, 장어구이, 해산물, 숙성 치즈, 피자, 파스타 등과 잘 어울린다.",에노테카코리아,1/5,3/5,4/5,1/5,"시트러스, 꽃, 미네랄","해산물, 치즈","Meursault 1er Cru AOC(AOP), 'La Pièce sous le Bois'",,,,
