와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,등급,알코올,숙성,양조
생테스테프 드 칼롱 세귀르,Saint-Estephe de Calon Segur,https://www.wine21.com/13_search/wine_view.html?Idx=165770&lq=LIST,"샤또 깔롱 세귀르  Chateau Calon-Segur, Grand Cru Classe,3rd Cru",프랑스(France) / 보르도(Bordeaux) / 생-떼스테프(Saint Estephe),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot) / 카베르네 프랑 (Cabernet Franc) / 쁘띠 베르도 (Petit Verdot),Bordeaux Saint-Estèphe,15~17 ℃,"소고기 립, 돼지고기 등과 잘 어울린다.",,1/5,3/5,4/5,4/5,딸기,소고기,,Saint-Estèphe AOC(AOP),,,
샤또 고다르,Chateau Godard,https://www.wine21.com/13_search/wine_view.html?Idx=165771&lq=LIST,샤또 고다르  Chateau Godard,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon),Bordeaux Red,15~17 ℃,"붉은육류, 훈제오리, 치킨, 바비큐, 소시지, 파스타, 치즈와 잘 어울린다.",에노테카코리아,1/5,3/5,3/5,3/5,오크,"붉은육류, 파스타, 치즈",,Côtes de Bordeaux AOC(AOP),14~15 %,,
샤또 레 람보,Chateau Les Rambauds,https://www.wine21.com/13_search/wine_view.html?Idx=165772&lq=LIST,샤또 레 람보  Chateau Les Rambauds,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot) / 말벡 (Malbec) / 카베르네 소비뇽 (Cabernet Sauvignon),Bordeaux Red,15~17 ℃,"붉은 육고기, 스튜, 치즈 등과 잘 어울린다.",,1/5,3/5,3/5,4/5,"배, 미네랄","스튜, 치즈",,Bordeaux AOC(AOP),,,
샤또 마르탱,Chateau Martin,https://www.wine21.com/13_search/wine_view.html?Idx=165773&lq=LIST,샤또 마르탱  Chateau Martin,프랑스(France) / 보르도(Bordeaux) / 오-메독(Haut-Medoc),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot) / 쁘띠 베르도 (Petit Verdot) / 카베르네 프랑 (Cabernet Franc),Bordeaux Médoc,15~17 ℃,"버섯, 소고기, 치즈 등과 잘 어울린다.",,1/5,3/5,3/5,3/5,가죽,"소고기, 버섯, 치즈",,,,,
샤또 벨비즈,Chateau Belvize,https://www.wine21.com/13_search/wine_view.html?Idx=165774&lq=LIST,샤또 벨비즈  Chateau Belvize,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon) / 미네르브와(Minervois),그르나슈 (Grenache),Languedoc-Roussillon Red,15~17 ℃,"소고기, 양고기, 매운 음식, 단단한 치즈 등과 잘 어울린다.",,1/5,2/5,3/5,2/5,"감초, 가죽","소고기, 양고기, 치즈",,,,,
샤또 오 플로랭,Chateau Haut Florin,https://www.wine21.com/13_search/wine_view.html?Idx=165775&lq=LIST,샤또 오 플로랭  Chateau Haut Florin,프랑스(France) / 보르도(Bordeaux),말벡 (Malbec) / 카베르네 소비뇽 (Cabernet Sauvignon) / 쁘띠 베르도 (Petit Verdot),Bordeaux Red,15~17 ℃,"붉은고기, 가금류, 치즈 등과 잘 어울린다.",,1/5,3/5,4/5,3/5,,"가금류, 치즈",,Bordeaux AOC(AOP),,,
"르네 바르비에, 브뤼 리제르바","Rene Barbier, Brut Reserva",https://www.wine21.com/13_search/wine_view.html?Idx=165776&lq=LIST,르네 바르비에  Rene Barbier,스페인(Spain),마카베오 (Macabeo) / 빠레야다 (Parellada) / 자렐로 (Xarel.lo),Spanish Sparkling,6~8 ℃,"에피타이저, 해산물 요리, 생선요리, 콜드 컷 등과 잘 어울린다.",에노테카코리아,1/5,4/5,3/5,1/5,"복숭아, 효모",해산물,*2019 Korea Wine Challenge Silver,,12~13 %,,
"콘데 데 카랄, 브뤼","Conde de Caralt, Brut",https://www.wine21.com/13_search/wine_view.html?Idx=165777&lq=LIST,콘데 데 카랄  Conde de Caralt,스페인(Spain),마카베오 (Macabeo) 50% / 빠레야다 (Parellada) 30% / 자렐로 (Xarel.lo) 20%,Spanish Sparkling,6~8 ℃,"식전주, 샐러드 및 해산물 요리 등과 잘 어울린다.",에노테카코리아,1/5,3/5,3/5,1/5,효모,"해산물, 식전주, 샐러드",*2019 Korea Wine Challenge Gold,,12~13 %,,
"콘데 데 카랄, 브뤼 로사도","Conde de Caralt, Brut Rosdo",https://www.wine21.com/13_search/wine_view.html?Idx=165778&lq=LIST,콘데 데 카랄  Conde de Caralt,스페인(Spain) / 까탈루냐(Cataluna),트레파트 (Trepat) / 가르나차  (Garnacha),,6~8 ℃,"샐러드, 콜드 컷, 닭고기 요리, 과일이 들어간 디저트류 등과 잘 어울린다.",에노테카코리아,1/5,3/5,2/5,1/5,,"닭고기, 샐러드, 과일, 디저트",*2019 Korea Wine Challenge Silver,,12~13 %,,
샤또 쿠테,Chateau Coutet,https://www.wine21.com/13_search/wine_view.html?Idx=165779&lq=LIST,"샤또 쿠테   Château Coutet, 1st Grand Cru Classe - Barsac",프랑스(France) / 보르도(Bordeaux) / 바르삭(Barsac),세미용 (Semillon) / 소비뇽 블랑 (Sauvignon Blanc) / 뮈스까델 (Muscadelle),Bordeaux Sauternes,10~12 ℃,"브리, 블루, 로크포르 등 다양한 치즈, 건육, 과일, 타르트, 케이크, 초콜렛 등 디저트와 잘 어울린다.",,5/5,3/5,3/5,1/5,"살구, 미네랄, 토스트, 헤이즐넛, 꿀","건육, 과일","*Soil: Clay, Limestone, Gravel*Second Wine: La Chartreuse de Coutet",Barsac AOC(AOP),,90~100% 새 오크통에서 18개월 숙성,
샤또 끌리망,Chateau Climens,https://www.wine21.com/13_search/wine_view.html?Idx=165780&lq=LIST,"샤또 끌리망  Chateau Climens, 1st Cru Classe - Barsac",프랑스(France) / 보르도(Bordeaux) / 바르삭(Barsac),세미용 (Semillon) 100%,,6~8 ℃,"브리, 블루, 로크포르 등 다양한 치즈, 건육, 과일, 타르트, 케이크, 초콜렛 등 디저트와 잘 어울린다.",,5/5,3/5,3/5,1/5,꽃,"건육, 과일","*2012 빈티지: Wine Spectator 93점, Robert Parker 91점",,13~14 %,,
샤또 프티 보크,Chateau Petit BOCQ,https://www.wine21.com/13_search/wine_view.html?Idx=165781&lq=LIST,샤또 프티 보크  Chateau Petit Bocq,프랑스(France) / 보르도(Bordeaux) / 생-떼스테프(Saint Estephe),메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon) / 카베르네 프랑 (Cabernet Franc),Bordeaux Saint-Estèphe,15~17 ℃,"붉은육류, 훈제오리, 치킨, 바비큐, 소시지, 파스타, 치즈와 잘 어울린다.",,1/5,2/5,4/5,3/5,,"붉은육류, 파스타, 치즈",,,,,
에코 드 랭쉬 바쥬,Echo de Lynch Bages,https://www.wine21.com/13_search/wine_view.html?Idx=165782&lq=LIST,"샤토 랭쉬 바쥬  Chateau Lynch Bages, Grand Cru Classe,5th Cru",프랑스(France) / 보르도(Bordeaux) / 뽀이약(Pauillac),카베르네 소비뇽 (Cabernet Sauvignon) / 카베르네 프랑 (Cabernet Franc) / 메를로 (Merlot),Bordeaux Pauillac,15~17 ℃,"붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",,1/5,3/5,4/5,4/5,,"스테이크, 양갈비",,,,,
이그렉 디켐,Ygrec d'Yquem,https://www.wine21.com/13_search/wine_view.html?Idx=165783&lq=LIST,샤또 디켐  Chateau d'Yquem - Premier Cru Supèrieur,프랑스(France) / 보르도(Bordeaux),세미용 (Semillon) / 소비뇽 블랑 (Sauvignon Blanc),Bordeaux Sauternes,8~10 ℃,"돼지고기, 바비큐, 참치, 연어, 치킨, 다양한 치즈, 하몽, 프로슈토, 살라미, 파스타 등과 잘 어울린다.",,1/5,4/5,4/5,1/5,"복숭아, 오크, 꿀","치킨, 파스타, 치즈",,Bordeaux AOC(AOP),13~14 %,,
지 드 샤또 귀로,G de Chateau Guiraud,https://www.wine21.com/13_search/wine_view.html?Idx=165784&lq=LIST,"샤또 귀로  Chateau Guiraud, 1st Cru Classe - Sauternes",프랑스(France) / 보르도(Bordeaux) / 소테른(Sauternes),소비뇽 블랑 (Sauvignon Blanc) 50% / 세미용 (Semillon) 50%,Bordeaux Sauternes,8~10 ℃,"브리, 블루, 로크포르 등 다양한 치즈, 건육, 과일, 타르트, 케이크, 초콜렛 등 디저트와 잘 어울린다.",,5/5,3/5,3/5,1/5,"사과, 라임","건육, 과일",*2014 빈티지: Robert Parker 91점,,,,
프랑크 펠랑,Frank Phelan,https://www.wine21.com/13_search/wine_view.html?Idx=165785&lq=LIST,샤또 펠랑 세귀르  Chateau Phelan segur,프랑스(France) / 보르도(Bordeaux) / 생-떼스테프(Saint Estephe),메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon) / 쁘띠 베르도 (Petit Verdot),Bordeaux Saint-Estèphe,15~17 ℃,"붉은 고기, 가금류, 버섯요리 등과 잘 어울린다.",,1/5,2/5,3/5,3/5,아몬드,"가금류, 버섯",,,13~14 %,,
"맥기건, 더 숏리스트 바로사 밸리 쉬라즈","McGuigan, The Shortlist Barossa Valley Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=165786&lq=LIST,맥기건  Mcguigan,호주(Australia) / 사우스 오스트레일리아(South Australia) / 바로사 밸리(Barossa Valley),시라/쉬라즈 (Syrah/Shiraz) 100%,Australian Shiraz,16~18 ℃,"붉은 육류로 조리한 메인 디쉬, 치즈, 소고기 등과 잘 어울린다.",(주)와이넬,1/5,3/5,5/5,5/5,"블랙베리, 자두, 바닐라, 오크","소고기, 치즈",*2018 San Francisco International Wine Show – Double Gold Awards*2018 China Wine & Spirit Awards – Trophy (Barossa Valley Wine of the Year)*2012 빈티지: James Halliday 94점*2011 빈티지: James Halliday 5Glasses,,14~15 %,,
"맥기건, 맥기건 애들레이드 힐즈 로제","McGuigan, McGuigan Rose Adelaide Hills Rose",https://www.wine21.com/13_search/wine_view.html?Idx=165787&lq=LIST,맥기건  Mcguigan,호주(Australia) / 사우스 오스트레일리아(South Australia) / 애들레이드 힐즈(Adelaide Hills),피노 누아 (Pinot Noir),,8~10 ℃,"가벼운 샐러드, 프레쉬 파스타, 다양한 씨푸드 디쉬 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,,"씨푸드, 파스타, 샐러드","*2018 빈티지: 2019 korea Sommelier Awards - Silver Medal*International Wine & Spirit Competition 2009, 2011, 2012, 2016 International Winemaker of the Year",,13~14 %,,
"안델루나, 1300 샤르도네","Andeluna, 1300 Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=165789&lq=LIST,안델루나  Andeluna [Bodega Andeluna],아르헨티나(Argentina) / 멘도사(Mendoza) / 우코 밸리(Uco Valley),샤르도네 (Chardonnay) 100%,Argentinian Chardonnay,10~12 ℃,신선한 해산물을 곁들인 샐러드 등의 전채요리 등과 잘 어울린다.,(주)와이넬,1/5,3/5,3/5,1/5,"시트러스, 미네랄",해산물,,,13~14 %,,
"도멘 르플레브, 마콩 베르제","Domaine Leflaive, Macon-Verze",https://www.wine21.com/13_search/wine_view.html?Idx=165790&lq=LIST,도멘 르플레브  Domaine Leflaive,프랑스(France) / 부르고뉴(Bourgogne) / 마꼬네(Maconnais) / 마꽁-빌라쥬(Macon-Villages),샤르도네 (Chardonnay) 100%,Burgundy Macônnais White,8~10 ℃,"훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",에노테카코리아,1/5,4/5,3/5,1/5,"배, 미네랄, 타르, 효모","해산물, 수육, 탕수육, 치즈",,Mâcon-Villages AOC(AOP),12~13 %,,
"비유 텔레그라프, 샤또네프 뒤 파프 '라 크로우' 블랑","Vieux Telegraphe, Chateauneuf du Pape 'La Crau' Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=165791&lq=LIST,도멘 뒤 비유 텔레그라  Domaine du Vieux Telegraphe,프랑스(France) / 론(Rhone) / 샤또네프 뒤 빠쁘(Chateauneuf du Pape),그르나슈 블랑 (Grenache Blanc) 30% / 부블랑 (Bourboulenc) 15% / 루산느 (Roussanne) 15% / 클레렛  (Clairette) 40%,Southern Rhône White,8~10 ℃,"연어, 참치, 해산물, 새우, 다양한 치즈, 건육, 살라미, 프로슈토, 파스타 등과 잘 어울린다.",에노테카코리아,1/5,2/5,3/5,1/5,"멜론, 미네랄, 꿀","파스타, 치즈","*연간 생산량 25,000병*2015 빈티지: Wine Spectator 95점*2013 빈티지: Robert Parker 93점",,14~15 %,,
"엘레베, 시라 그르나슈","Eleve, Syrah Grenache",https://www.wine21.com/13_search/wine_view.html?Idx=165792&lq=LIST,엘레베  Eleve,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),시라/쉬라즈 (Syrah/Shiraz) 50% / 그르나슈 (Grenache) 50%,Languedoc-Roussillon Red,15~17 ℃,"소고기, 바비큐 요리, 파스타, 초콜릿이 들어간 디저트류 등과 잘 어울린다.",에노테카코리아,1/5,3/5,3/5,3/5,,"소고기, 바비큐, 파스타",,,13~14 %,,
엘레베 블랑,Eleve Blanc,https://www.wine21.com/13_search/wine_view.html?Idx=165793&lq=LIST,엘레베  Eleve,프랑스(France) / 사우스웨스트 프랑스(Southwest France) / 꼬뜨 드 가스꼬뉴(Côtes de Gascogne),소비뇽 블랑 (Sauvignon Blanc) 30% / 콜롱바르 (Colombard) 70%,,8~10 ℃,"아페리티브, 익힌 채소, 그릴된 생선, 조개를 이용한 요리 등과 잘 어울린다.",에노테카코리아,1/5,3/5,3/5,1/5,"배, 열대과일",채소,,,11~12 %,,
"마르케시 디 바롤로, 로에로 아르네이스","Marchesi di Barolo, Roero Arneis",https://www.wine21.com/13_search/wine_view.html?Idx=165794&lq=LIST,마르케시 디 바롤로  Marchesi di Barolo,이탈리아(Italy) / 피에몬테(Piemonte) / 랑게(Langhe),아르네이스 (Arneis) 100%,Northern Italy White,8~10 ℃,"참치 소스 송아지고기, 야채 소스 파스타 등과 잘 어울린다.",지에프비노,1/5,4/5,2/5,1/5,"미네랄, 헤이즐넛","송아지, 참치, 파스타, 야채",*2018 빈티지: James Sucling 90점*2016 빈티지: Robert Parker 88점*2013 빈티지: Wine Spectator 83점,Roero DOCG(DOP),12~13 %,,
"칸티네 체치, 데칸타 로쏘","Cantine Ceci, Decanta Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=165795&lq=LIST,칸티네 체치   Cantine Ceci,이탈리아(Italy) / 에밀리아 로마냐(Emilia-Romagna),바르베라 (Barbera) 100%,Italian Barbera,16~18 ℃,"육류 요리, 지중해 음식들과 잘 어울린다.",지에프비노,1/5,3/5,4/5,3/5,오크,,*기울일 경우 디켄터처럼 사용할 수 있는 모양의 재미난 와인,,14~15 %,,
"얄룸바, Y 시리즈 비오니에","Yalumba, Y Series Viognier",https://www.wine21.com/13_search/wine_view.html?Idx=165796&lq=LIST,얄룸바  Yalumba,호주(Australia) / 사우스 오스트레일리아(South Australia),비오니에 (Viognier) 100%,Australian Viognier,8~10 ℃,"돼지고기, 바비큐, 참치, 연어, 치킨, 다양한 치즈, 하몽, 프로슈토, 살라미, 파스타 등과 잘 어울린다.",나라셀라,1/5,3/5,3/5,1/5,"무화과, 오렌지, 파인애플, 꽃, 생강, 오크, 꿀","치킨, 파스타, 치즈","*2019 빈티지: Wine Spectator 90점*2018 빈티지: Wine Spectator 90점*2017 빈티지: Wine Spectator 90점, 2018 Wine Spectator Top 100 중 56위",,,,
"폴 자불레 애네, 꼬뜨 뒤 론 시크렛 드 파미","Paul Jaboulet Aine, Cotes du Rhone Secret de Famille",https://www.wine21.com/13_search/wine_view.html?Idx=165797&lq=LIST,폴 자불레 애네  Paul Jaboulet Aine,프랑스(France) / 론(Rhone) / 꼬뜨 뒤 론(Côtes du Rhone),그르나슈 (Grenache) 60% / 시라/쉬라즈 (Syrah/Shiraz) 40%,Southern Rhône Red,16~18 ℃,구운 육류 혹은 치즈 등과 잘 어울린다.,나라셀라,1/5,3/5,3/5,3/5,"블랙커런트, 후추",치즈,,Côtes du Rhône AOC(AOP),,,
"피에트라돌체, 람판테 에트나 로쏘","Pietradolce, Rampante Etna Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=165798&lq=LIST,피에트라돌체  Pietradolce,이탈리아(Italy) / 시칠리아(Sicilia),네렐로 마스칼레제 (Nerello Mascalese) 100%,Southern Italy Red,16~18 ℃,"샤퀴테리 보드, 이탈리아식 프로슈토를 얹은 피자 등과 잘 어울린다.",에노테카코리아,1/5,4/5,4/5,3/5,"체리, 장미, 버섯",치즈,"*2016 빈티지: Robert Parker 91점, Wine Spectator 91점",Etna DOC(DOP),,,
"메디치 에르메테, 페르멘토 람브루스코 디 소르바라","Medici Ermete, Phermento Lambrusco di Sorbara",https://www.wine21.com/13_search/wine_view.html?Idx=165799&lq=LIST,메디치 에르메테  Medici Ermete [Cantina Medici Ermete],이탈리아(Italy) / 에밀리아 로마냐(Emilia-Romagna),람브루스코 디 소르바라 (Lambrusco di Sorbara) 100%,,8~10 ℃,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",나라셀라,1/5,3/5,2/5,1/5,"딸기, 라스베리, 제비꽃, 꽃, 효모","생선구이, 스시, 해산물, 튀김, 식전주, 전채요리, 스낵",*Vinitaly 2018: 5 star wine - 91점*내추럴 와인,Modena DOC(DOP),,,내츄럴 와인. 첨가물과 산화방지제 최소화. 자연 효모 발효.
"라 스피네따, 모스카토 다스티 비앙코스피노","La Spinetta, Moscato d'Asti Biancospino",https://www.wine21.com/13_search/wine_view.html?Idx=165800&lq=LIST,라 스피네따  La Spinetta,이탈리아(Italy) / 피에몬테(Piemonte) / 아스티(Asti),모스카토  (Moscato ) 100%,Italian Asti,6~8 ℃,"식전주, 리프레쉬를 위해 간단한 브런치 등과 잘 어울린다.",루벵코리아 (루뱅쿱) / 에노테카코리아,4/5,2/5,2/5,1/5,"오렌지, 파인애플, 생강, 아몬드",식전주,,,5~6 %,,
트리코,Trico,https://www.wine21.com/13_search/wine_view.html?Idx=165801&lq=LIST,캄파니아 데 비노 트리코  Compania de Vinos Trico,스페인(Spain) / 리아스 바이사스(Rias Baixas),알바리뇨 (Albarino(Alvarinho)) 100%,Spanish Albariño,10~12 ℃,"회, 스시, 해산물, 샐러드, 야채, 파스타 등과 잘 어울린다.",,1/5,4/5,4/5,1/5,"감귤, 파인애플","스시, 해산물, 파스타",*2015 빈티지: Robert Parker 92점,Rías Baixas DO(DOP),,,
비르투소 샤르도네,Virtuoso Chardonnay,https://www.wine21.com/13_search/wine_view.html?Idx=165802&lq=LIST,나누메아 콜른드  Nanumea COLNED,스페인(Spain),샤르도네 (Chardonnay) 100%,,8~10 ℃,"흰 살 생선, 구운 생선, 해산물, 흰 육류, 파스타, 치킨, 크림소스나 약간의 조미료가 가미된 가금류 등과 잘 어울린다.",에노테카코리아,1/5,2/5,2/5,1/5,"아카시아, 꿀","해산물, 파스타",,,11~12 %,,
블투소 템프라니요,Virtuoso Temranillo,https://www.wine21.com/13_search/wine_view.html?Idx=165803&lq=LIST,나누메아 콜른드  Nanumea COLNED,스페인(Spain),템프라니요 (Tempranillo) 100%,,13~15 ℃,"양념갈비, 불고기, 하몽, 말린과일, 견과류, 크림 치즈, 순대, 한국음식 과 잘 어울린다.",,1/5,3/5,3/5,3/5,,"하몽, 견과류, 치즈",,,11~12 %,,
비르투소 비우라,Virtuoso Viura,https://www.wine21.com/13_search/wine_view.html?Idx=165804&lq=LIST,나누메아 콜른드  Nanumea COLNED,스페인(Spain),비우라 (Viura),,6~8 ℃,"연어, 참치, 해산물, 새우, 다양한 치즈, 건육, 살라미, 프로슈토, 파스타 등과 잘 어울린다.",에노테카코리아,1/5,3/5,3/5,1/5,꽃,"파스타, 치즈",,,11~12 %,,
비르투소 시라,Virtuoso Syrah,https://www.wine21.com/13_search/wine_view.html?Idx=165805&lq=LIST,나누메아 콜른드  Nanumea COLNED,스페인(Spain),시라/쉬라즈 (Syrah/Shiraz) 100%,,13~15 ℃,"치즈, 육류, 양고기, 매운 돼지고기 등과 잘 어울린다.",에노테카코리아,1/5,2/5,4/5,3/5,건포도,"양고기, 치즈",,,11~12 %,,
"라모스 핀토, 타우니 20년","Ramos Pinto, Tawny 20 Years",https://www.wine21.com/13_search/wine_view.html?Idx=165806&lq=LIST,라모스 핀토  Ramos Pinto,포르투갈(Portugal) / 도우루(Douro),투리가 나시오날 (Touriga Nacional) / 틴타 로리즈 (Tinta Roriz) / 틴타 바로카 (Tinta Barroca) / 투리가 프란카 (Touriga Franca),,8~10 ℃,"식전주, 초콜릿, 치즈, 크림이 가미된 디저트류 등과 잘 어울린다.",,1/5,2/5,4/5,2/5,말린과일,"식전주, 치즈",*Wine Spectator 93점,,19~20 %,,
"라모스 핀토, 타우니 10년","Ramos Pinto, Tawny 10 Years",https://www.wine21.com/13_search/wine_view.html?Idx=165807&lq=LIST,라모스 핀토  Ramos Pinto,포르투갈(Portugal) / 도우루(Douro),투리가 나시오날 (Touriga Nacional) / 틴타 로리즈 (Tinta Roriz) / 틴타 바로카 (Tinta Barroca) / 투리가 프란카 (Touriga Franca),,8~10 ℃,"리코타, 크림치즈, 말린과일, 케이크, 초콜렛 등 디저트와 잘 어울린다.",,4/5,1/5,4/5,3/5,"오렌지, 바닐라",,*Wine Spectator 91점,,19~20 %,,
