와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,알코올,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,등급,기타정보,숙성,양조
"더 프리즈너, 쏜 나파 밸리 멜롯",The Prisoner Wine Company. Thorn Napa Valley Merlot,https://www.wine21.com/13_search/wine_view.html?Idx=163663&lq=LIST,더 프리즈너 와인 컴퍼니  The Prisoner Wine Company,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),메를로 (Merlot) / 말벡 (Malbec) / 시라/쉬라즈 (Syrah/Shiraz),Californian Merlot,,15~17 ℃,"스테이크, 로스트비프, 훈제오리, 불고기, 파스타, 다양한 치즈, 한국음식 등과 잘 어울린다.",신동와인,1/5,3/5,4/5,4/5,"토스트, 코코아","훈제오리, 파스타, 치즈",Napa Valley AVA,*2014빈티지: Wine Spectator 87점,,
"더 프리즈너, 커팅스 나파 밸리 까베르네 소비뇽","The Prisoner Wine Company, Cuttings Napa Valley Cabernet",https://www.wine21.com/13_search/wine_view.html?Idx=163664&lq=LIST,더 프리즈너 와인 컴퍼니  The Prisoner Wine Company,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) 80% / 쁘띠 시라  (Petite Sirah) / 진판델 (Zinfandel) / 시라/쉬라즈 (Syrah/Shiraz) 20%,Californian Cabernet Sauvignon,,15~17 ℃,"스테이크, 양념갈비, 불고기, 양갈비, 버섯, 프로슈토, 숙성 치즈, 한국음식 과 잘 어울린다.",신동와인,1/5,3/5,5/5,5/5,바닐라,"스테이크, 양갈비, 프로슈토, 버섯, 치즈",Napa Valley AVA,*2014빈티지: Wine Spectator 88점,,
브라이드 밸리 브뤼 리저브,BRIDE VALLEY Brut Reserve,https://www.wine21.com/13_search/wine_view.html?Idx=163665&lq=LIST,브라이드 밸리  Bride Valley,영국(U.K),피노 뮈니에 (Pinot Meunier) / 피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay),English Sparkling,,6~8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,미네랄,"스시, 샐러드, 과일, 치즈, 디저트",,*와인 전문지 디켄터(Decanter)의 에디터 출신이자 1976년 '파리의 심판'을 주최했던 스티븐 스퍼리어(Steven Spurrier)의 와인,,
브라이드 밸리 로제 벨라,BRIDE VALLEY Rose Bella,https://www.wine21.com/13_search/wine_view.html?Idx=163666&lq=LIST,브라이드 밸리  Bride Valley,영국(U.K),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay) / 피노 뮈니에 (Pinot Meunier),English Sparkling,,6~8 ℃,에피타이저나 과일 디저트와 잘 어울린다.,,1/5,5/5,3/5,1/5,딸기,"과일, 디저트",,*와인 전문지 디켄터(Decanter)의 에디터 출신이자 1976년 '파리의 심판'을 주최했던 스티븐 스퍼리어(Steven Spurrier)의 와인,,
그랑 오리스탄 그랑 리제르바,Gran Oristan Gran Reserva,https://www.wine21.com/13_search/wine_view.html?Idx=163667&lq=LIST,보데가스 로자노  Bodegas Lozano,스페인(Spain) / 라 만차(La Mancha),템프라니요 (Tempranillo) 80% / 카베르네 소비뇽 (Cabernet Sauvignon) 20%,Spanish Red,13.5 %,16~18 ℃,"구운고기, 양고기, 스튜, 치즈 등과 잘 어울린다.",,1/5,3/5,4/5,4/5,"체리, 오크","스튜, 양고기, 치즈",La Mancha DO(DOP),*Interntional Wine & Spirit Competition (IWSC) - Bronze*21st Berlin wine trophy 2017 - Gold,,
오리스탄 크리안자,Oristan Crianza,https://www.wine21.com/13_search/wine_view.html?Idx=163668&lq=LIST,보데가스 로자노  Bodegas Lozano,스페인(Spain) / 라 만차(La Mancha),템프라니요 (Tempranillo) 70% / 카베르네 소비뇽 (Cabernet Sauvignon) 15% / 시라/쉬라즈 (Syrah/Shiraz) 15%,Spanish Red,13~14 %,16~18 ℃,"붉은 육류, 숙성된 치즈 등과 잘 어울린다.",,1/5,3/5,3/5,3/5,"체리, 배, 바닐라",치즈,La Mancha DO(DOP),*Challenge International Du Vin 2017  Gold*Bacchus Oro 2017 -Gold*Guiapenin 2018  90점,,
"칸티나 테를란, 피노 비앙코","Cantina Terlan, Pinot Bianco",https://www.wine21.com/13_search/wine_view.html?Idx=163669&lq=LIST,칸티나 테를란  Cantina Terlan,이탈리아(Italy) / 트렌티노-알토 아디제(Trentino-Alto Adige),피노 비앙코 (Pinot Bianco) 100%,Northern Italy White,13 %,10~12 ℃,"전채요리, 연어 혹은 참치 카르파쵸, 부라타 치즈를 곁들인 호박꽃 요리, 아보카도 샐러드, 까르보나라 파스타, 조개 그라탕, 그릴에 구운 딱새우, 도미 요리 등과 잘 어울린다.",신세계엘앤비,1/5,3/5,3/5,1/5,"배, 미네랄, 레몬그라스","새우, 파스타, 치즈",,,,
"칸티나 테를란, 피노 그리지오","Cantina Terlan, Pinot Grigio",https://www.wine21.com/13_search/wine_view.html?Idx=163670&lq=LIST,칸티나 테를란  Cantina Terlan,이탈리아(Italy) / 트렌티노-알토 아디제(Trentino-Alto Adige),피노 그리지오 (Pinot Grigio) 100%,Northern Italy White,13.5 %,10~12 ℃,"훈제 베이컨, 올리브, 트러플을 곁들이 송아지 안심구이와 잘 어울린다.",신세계엘앤비,1/5,3/5,2/5,1/5,"자몽, 꽃, 잔디, 홍차","베이컨, 트러플",,,,
"칸티나 테를란, 게뷔르츠트라미너","Cantina Terlan, Gewurztraminer",https://www.wine21.com/13_search/wine_view.html?Idx=163671&lq=LIST,칸티나 테를란  Cantina Terlan,이탈리아(Italy) / 트렌티노-알토 아디제(Trentino-Alto Adige),게뷔르츠트라미너 (Gewurztraminer) 100%,Northern Italy Gewürztraminer,14 %,10~12 ℃,"향신료가 많이 사용되고 달면서 신 맛이 많이 나는 아시아 음식, 버터넛 스쿼시로 만든 뇨끼와 수프, 홈스레디쉬를 곁들인 삶은 햄, 깐풍기, 칠리 새우, 감자를 곁들인 슈니첼 등과 잘 어울린다.",신세계엘앤비,1/5,3/5,4/5,1/5,"꽃, 미네랄","햄, 새우",,,,
"칸티나 테를란, 뮐러 투르가우","Cantina Terlan, Müller Thurgau",https://www.wine21.com/13_search/wine_view.html?Idx=163672&lq=LIST,칸티나 테를란  Cantina Terlan,이탈리아(Italy) / 트렌티노-알토 아디제(Trentino-Alto Adige),뮐러 트루가우 (Muller Thurgau) 100%,Northern Italy Müller Thurgau,12.5 %,10~12 ℃,"황새치 카르파쵸, 농어찜, 신선한 치즈와 잘 어울린다.",신세계엘앤비,1/5,3/5,3/5,1/5,"복숭아, 후추","농어, 복숭아, 치즈",,,,
"칸티나 테를란, 콰르츠","Cantina Terlan, Quarz",https://www.wine21.com/13_search/wine_view.html?Idx=163673&lq=LIST,칸티나 테를란  Cantina Terlan,이탈리아(Italy) / 트렌티노-알토 아디제(Trentino-Alto Adige),소비뇽 블랑 (Sauvignon Blanc) 100%,Northern Italy White,14 %,10~12 ℃,"생굴, 연어,로스티드 양고기, 염소치즈와 잘 어울린다.",신세계엘앤비,1/5,3/5,3/5,1/5,"라임, 미네랄, 허브","양고기, 연어, 생굴, 치즈",,,,
"샴페인 드라피에, 브뤼 나뚜르 제로 도자쥬 '상 수프르'","Champagne Drappier, Brut Nature Zero Dosage 'Sans Soufre'",https://www.wine21.com/13_search/wine_view.html?Idx=163675&lq=LIST,샴페인 드라피에  Champagne Drappier,프랑스(France) / 샹빠뉴(Champagne),피노 누아 (Pinot Noir) 100%,French Champagne,,6~8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",씨에스알와인,1/5,5/5,3/5,1/5,,"스시, 샐러드, 과일, 치즈, 디저트",Champagne AOC(AOP),*Wine Spectator 92점*Wine Enthusiast 90점,,
라 리저브 클라렛,La Reserve Claret,https://www.wine21.com/13_search/wine_view.html?Idx=163676&lq=LIST,샤토 테이시에  Chateau Teyssier,프랑스(France) / 보르도(Bordeaux) / 생-떼밀리옹(Saint-Emilion),메를로 (Merlot) 70% / 카베르네 프랑 (Cabernet Franc) 25% / 카베르네 소비뇽 (Cabernet Sauvignon) 5%,Bordeaux Saint-Émilion,,15~17 ℃,"스테이크, 로스트비프, 훈제오리, 바비큐, 소시지, 수육, 숙성 치즈, , 파스타, 피자 와 잘 어울린다.",신세계엘앤비,1/5,3/5,3/5,3/5,,"훈제오리, 수육, 치즈",,,,
샤또 라 프랑스 블랑,Chateau La Franc Blanc,https://www.wine21.com/13_search/wine_view.html?Idx=163677&lq=LIST,샤또 라 프랑스  Chateau La France,프랑스(France) / 보르도(Bordeaux),세미용 (Semillon) 53% / 소비뇽 블랑 (Sauvignon Blanc) 39% / 소비뇽 그리 (Sauvignon Gris) 8%,Bordeaux White,,10~12 ℃,"리조또, 치킨 샐러드 구운 흰 살 생선요리 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,"살구, 자몽, 꽃","치킨, 리조또, 샐러드",Bordeaux AOC(AOP),"*2014 빈티지: Wine Enthusiast 87점, Decanter Silver",,
"샤또 라 프랑스, 보르도 수페리에 루즈","Chateau La Franc, Bordeaux Superieur Rouge",https://www.wine21.com/13_search/wine_view.html?Idx=163678&lq=LIST,샤또 라 프랑스  Chateau La France,프랑스(France) / 보르도(Bordeaux),메를로 (Merlot) 75% / 카베르네 소비뇽 (Cabernet Sauvignon) 12% / 카베르네 프랑 (Cabernet Franc) 9% / 말벡 (Malbec) 4%,Bordeaux Red,,15~17 ℃,"스테이크, 로스트비프, 훈제오리, 바비큐, 소시지, 수육, 숙성 치즈, , 파스타, 피자 와 잘 어울린다.",,1/5,3/5,4/5,3/5,,"훈제오리, 수육, 치즈",Bordeaux Supérieur AOC(AOP),*2015빈티지: Wine Enthusiast 85점,,
"도멘 피롱, 크레망 드 부르고뉴","Domaine Piron, Cremant de Bourgogne",https://www.wine21.com/13_search/wine_view.html?Idx=163679&lq=LIST,도멘 피롱  Domaine Piron,프랑스(France) / 부르고뉴(Bourgogne),샤르도네 (Chardonnay) 100%,French Crémant,12~13 %,6~8 ℃,"케이준 샐러드, 연어, 참치회, 갑각류 등과 잘 어울린다.",씨에스알와인,1/5,4/5,2/5,1/5,레몬,샐러드,Crémant de Bourgogne AOC(AOP),,,
"망세이, 부르고뉴 샤도네이","Mancey, Bourgogne Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=163680&lq=LIST,망세이  Mancey,프랑스(France) / 부르고뉴(Bourgogne),샤르도네 (Chardonnay),Burgundy White,,10~12 ℃,"훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",씨에스알와인,1/5,3/5,3/5,1/5,,"해산물, 수육, 탕수육, 치즈",,,,
"도멘 라포르트, 상세르 '라 콤테스'","Domaine Laporte, Sancerre 'La Comtesse'",https://www.wine21.com/13_search/wine_view.html?Idx=163681&lq=LIST,도멘 라포르트  Domaine Laporte,프랑스(France) / 루아르(Loire) / 센트럴 루아르(Central Loire) / 상세르(Sancerre),소비뇽 블랑 (Sauvignon Blanc) 100%,Upper Loire White,,10~12 ℃,"회, 스시, 연어, 광어, 생선구이, 조개구이, 새우, 해산물, 샐러드, 야채, 동남아요리, 아시아요리 등과 잘 어울린다.",씨에스알와인,1/5,4/5,2/5,1/5,미네랄,,,*2016 빈티지: Wine Enthusiast 94점*2015 빈티지: Wine Enthusiast 90점,,
"부티노, '라 플뢰르 솔리테르' 꼬뜨 뒤 론 블랑","Boutinot, 'La Fleur Solitaire' Cotes du Rhone Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=163682&lq=LIST,부티노  Boutinot,프랑스(France) / 론(Rhone) / 꼬뜨 뒤 론(Côtes du Rhone),그르나슈 블랑 (Grenache Blanc) 50% / 비오니에 (Viognier) 22% / 루산느 (Roussanne) 15% / 기타 품종 (Other Grapes) 13%,Southern Rhône White,,10~12 ℃,"돼지고기, 바비큐, 참치, 연어, 치킨, 다양한 치즈, 하몽, 프로슈토, 살라미, 파스타 등과 잘 어울린다.",씨에스알와인,1/5,4/5,3/5,1/5,"배, 꽃, 허브","치킨, 파스타, 치즈",,,,
"부티노, '레 꼬또' 꼬뜨 뒤 론 빌라쥐","Boutinot, 'Les Coteaux' Cotes du Rhone Villages",https://www.wine21.com/13_search/wine_view.html?Idx=163683&lq=LIST,부티노  Boutinot,프랑스(France) / 론(Rhone) / 꼬뜨 뒤 론(Côtes du Rhone),그르나슈 (Grenache) 85% / 시라/쉬라즈 (Syrah/Shiraz) 15%,Southern Rhône Red,,16~18 ℃,"스튜, 갈비찜, 로스트비프, 바비큐, 그릴요리, 오리고기, 치킨, 숙성 치즈와 잘 어울린다.",씨에스알와인,1/5,3/5,3/5,3/5,,"바비큐, 갈비찜, 치즈",,,,
"부티노, '레 꼬또 쉬스또' 세귀레","Boutinot, 'Les Coteaux Schisteux' Seguret",https://www.wine21.com/13_search/wine_view.html?Idx=163684&lq=LIST,부티노  Boutinot,프랑스(France) / 론(Rhone) / 꼬뜨 뒤 론(Côtes du Rhone) / 세귀레(Seguret),그르나슈 (Grenache) 98% / 시라/쉬라즈 (Syrah/Shiraz) 2%,Southern Rhône Red,13~14 %,15~17 ℃,"양갈비 스테이크, 안심 스테이크, 훈제 오리 등과 잘 어울린다.",씨에스알와인,1/5,4/5,4/5,3/5,"잼, 오크",양갈비,,"*2014빈티지: Wine Spectator 91점, Wine Enthusiast 90점, Decanter Silver",,
"부티노, '레 시스' 케란","Boutinot, 'Les Six' Cairanne",https://www.wine21.com/13_search/wine_view.html?Idx=163685&lq=LIST,부티노  Boutinot,프랑스(France) / 론(Rhone) / 꼬뜨 뒤 론(Côtes du Rhone) / 께란(Cairanne),그르나슈 (Grenache) 40% / 무르베드르 (Mourvedre) 15% / 시라/쉬라즈 (Syrah/Shiraz) 15% / 까리냥 (Carignan/Carignane) 10% / 쌩쏘 (Cinsault) 10% / 쿠누아즈 (Counoise) 10%,Southern Rhône Red,,15~17 ℃,"블고기, 양념갈비, 로스트비프, 바비큐, 그릴요리, 오리고기, 치킨, 숙성 치즈와 잘 어울린다.",씨에스알와인,1/5,3/5,4/5,3/5,,"바비큐, 양념갈비, 치즈",,*2015 빈티지: Robert Parker 91점,,
"레 끌로제 드 조, 블랑","Les Clauzes de Jo, Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=163689&lq=LIST,레 끌로제 드 조  Les Clauzes de Jo,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),루산느 (Roussanne) 60% / 비오니에 (Viognier) 20% / 그르나슈 블랑 (Grenache Blanc) 20%,,,10~12 ℃,"돼지고기, 바비큐, 참치, 연어, 치킨, 다양한 치즈, 하몽, 프로슈토, 살라미, 파스타 등과 잘 어울린다.",,2/5,2/5,2/5,1/5,오크,"치킨, 파스타, 치즈",,*2016빈티지: Decanter Silver,,
"발데리즈, 데 치리파","Valderiz, De Chiripa",https://www.wine21.com/13_search/wine_view.html?Idx=163691&lq=LIST,발데리즈  Valderiz,스페인(Spain) / 리베라 델 두에로(Ribera del Duero),템프라니요 (Tempranillo) 95% / 알비요 (Albillo) 5%,,,15~17 ℃,"스테이크, 염장 햄, 라자냐, 숙성된 치즈, 스튜 요리 등과 잘 어울린다.",씨에스알와인,1/5,3/5,4/5,3/5,배,"햄, 라자냐, 치즈",,*2017 빈티지: James Suckling 93점*발데리즈가 선사하는 행운의 유기농 와인,,
"핀카 바카라, 타임 웨이츠 포 노 원","Finca Bacara, Time Waits for No One",https://www.wine21.com/13_search/wine_view.html?Idx=163692&lq=LIST,핀카 바카라  Finca Bacara,스페인(Spain) / 후미야(Jumilla),모나스트렐 (Monastrell) 100%,,13.5~14.5 %,15~17 ℃,"바베큐, 파스타, 오랜시간 찐 소고기, 양고기, 샤퀴테리, 치즈 등과 잘 어울린다.",씨에스알와인,1/5,3/5,3/5,4/5,,"소고기, 양고기, 파스타, 치즈",Jumilla DO(DOP),"*비건 와인*2023 대한민국 주류대상 '레드와인 구대륙 부문 대상'*2020 빈티지: International Wine & Spirit 91점*2018 빈티지: Gilbert & Gaillard Gold*2017 빈티지: Decanter Gold Medal 95점, Gilbert & Gaillard Gold*2015 빈티지: Cwwsc Gold*2014 빈티지: Cwwsc Gold, Berliner Wein Trophy Gold",,
"핀카 바카라, 3015","Finca Bacara, 3015",https://www.wine21.com/13_search/wine_view.html?Idx=163693&lq=LIST,핀카 바카라  Finca Bacara,스페인(Spain) / 후미야(Jumilla),모나스트렐 (Monastrell) 100%,Spanish Monastrell,13.5~14.5 %,16~18 ℃,"양갈비구이, 목살스테이크, 시즈닝한 닭고기 요리 등과 잘 어울린다.",씨에스알와인,1/5,3/5,3/5,3/5,"블랙베리, 꽃","스테이크, 양갈비, 닭고기",Jumilla DO(DOP),"*유토피아를 상징하는 스페인 유기농 와인*비건 와인*2020 빈티지: Mundus Vini Biofach Gold*2019 빈티지: Mundus Vini Biofach Gold*2018 빈티지: Gilbert & Gaillard Gold, Decanter Bronze, Mundus Vini Biofach Silver, Decanter Bronze*2017 빈티지: Gilbert & Gaillard Gold, Guia Peñin 93점, Top Wine Gold",,
"콘세이토, 바스타르도","Conceito, Bastardo",https://www.wine21.com/13_search/wine_view.html?Idx=163694&lq=LIST,콘세이토  Conceito,포르투갈(Portugal) / 도우루(Douro),바스타르도  (Bastardo) 100%,,,15~17 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 파스타, 다양한 치즈 등과 잘 어울린다.",,1/5,3/5,5/5,4/5,,"바비큐, 양갈비, 파스타, 치즈",,*2017 빈티지: Robert Parker 88점,,
"씨네 쿼 넌, 앙트루 쉬엥 에 루","Sine Qua Non, Entre Chien et Loup",https://www.wine21.com/13_search/wine_view.html?Idx=163696&lq=LIST,씨네 쿼 넌  Sine Qua Non,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),샤르도네 (Chardonnay) 42% / 루산느 (Roussanne) 40% / 비오니에 (Viognier) 7% / 쁘띠 만생 (Petit Manseng) 7% / 마르산느 (Marsanne) 4%,,,8~10 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",씨에스알와인,1/5,4/5,4/5,1/5,,"바비큐, 수육, 탕수육, 치즈",Napa Valley AVA,*2015 빈티지: Robert Parker 97+점,,
"씨네 쿼 넌, 르 슈망 베르 레헤지 그르나슈","Sine Qua Non, Le Chemin vers L'Heresie Grenache",https://www.wine21.com/13_search/wine_view.html?Idx=163697&lq=LIST,씨네 쿼 넌  Sine Qua Non,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),그르나슈 (Grenache) 75% / 무르베드르 (Mourvedre) 13% / 투리가 나시오날 (Touriga Nacional) 8% / 쁘띠 시라  (Petite Sirah) 4%,,,16~18 ℃,"스테이크, 양갈비, 그릴요리, 불고기, 훈제오리, 바비큐, 갈비찜, 햄버거, 파스타, 한국음식 등과 잘 어울린다.",씨에스알와인,1/5,4/5,4/5,4/5,,"양갈비, 훈제오리",Napa Valley AVA,*2015 빈티지: Robert Parker 98+점,,
"씨네 쿼 넌, 트루베 라렌느 시라","Sine Qua Non, Trouver L'Arene Syrah",https://www.wine21.com/13_search/wine_view.html?Idx=163698&lq=LIST,씨네 쿼 넌  Sine Qua Non,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),시라/쉬라즈 (Syrah/Shiraz) 80.5% / 쁘띠 시라  (Petite Sirah) 7% / 무르베드르 (Mourvedre) 7% / 그르나슈 (Grenache) 2% / 비오니에 (Viognier) 3.5%,Californian Syrah,,16~18 ℃,"스테이크, 양갈비, 로스트비프, 바비큐, 오리고기, 오리로스, 치킨, 블루 치즈와 잘 어울린다.",씨에스알와인,1/5,4/5,5/5,5/5,,"바비큐, 양갈비, 치즈",Napa Valley AVA,*2015 빈티지: Robert Parker 100점,,
"씨네 쿼 넌, 쥐스콰 로스 그르나슈","Sine Qua Non, Jusqu'a L'Os Grenache",https://www.wine21.com/13_search/wine_view.html?Idx=163699&lq=LIST,씨네 쿼 넌  Sine Qua Non,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),그르나슈 (Grenache) 79% / 시라/쉬라즈 (Syrah/Shiraz) 18% / 쁘띠 쉬라 (Petit Syrah) 3%,,,15~17 ℃,"스테이크, 양갈비, 그릴요리, 불고기, 훈제오리, 바비큐, 갈비찜, 햄버거, 파스타, 한국음식 등과 잘 어울린다.",씨에스알와인,1/5,3/5,4/5,4/5,,"양갈비, 훈제오리",Napa Valley AVA,*2013 빈티지: Robert Parker 100점,,
"씨네 쿼 넌, 르 슈플레망 시라","Sine Qua Non, Le Supplement Syrah",https://www.wine21.com/13_search/wine_view.html?Idx=163700&lq=LIST,씨네 쿼 넌  Sine Qua Non,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),시라/쉬라즈 (Syrah/Shiraz) 89% / 쁘띠 시라  (Petite Sirah) 6% / 그르나슈 (Grenache) 3% / 비오니에 (Viognier) 2%,Californian Syrah,,15~17 ℃,"스테이크, 양갈비, 로스트비프, 바비큐, 오리고기, 오리로스, 치킨, 블루 치즈와 잘 어울린다.",씨에스알와인,1/5,4/5,5/5,5/5,,"바비큐, 양갈비, 치즈",Napa Valley AVA,*2013 빈티지: Robert Parker 100점,,
