생산지역,설명
루피악Loupiac,"루피악(Loupiac)은 프랑스 남서부에 위치한 와인 생산 지역으로, 보르도(Bordeaux) 지역의 일부다. 이 지역은 주로 달콤한 화이트 와인을 생산하기로 유명하며, 이 와인들은 보통 세미용(Sémillon), 소비뇽 블랑(Sauvignon Blanc), 뮈스까델(Muscatel) 등의 포도 품종으로 만들어진다."
에드나 밸리Edna Valley,"에드나 밸리(Edna Valley)는 미국 캘리포니아의 샌루이스 오비스포(San Luis Obispo) 카운티에 위치한 작은 와인 생산지이다. 캘리포니아의 중앙 해안(Central Coast) 지역에 속하며, 캘리포니아 내에서도 독특하게 서쪽으로 열린 계곡 지형을 가지고 있어 태평양의 영향을 강하게 받는다. 이 지역은 서늘한 기후와 풍부한 일조량 덕분에 높은 품질의 와인을 생산하는 곳으로 알려져 있다."
문경Mungyeong,"문경(Mungyeong)은 특산물인 오미자를 사용해 만든 와인으로 유명하다. 오미자로 만든 와인은 스파클링 와인과 일반 와인이 있다. 이외 사과주를 증류한 문경바람, 오미자 와인을 증류한 고운달이 있다."
몬터레이Monterey,"몬터레이(Monterey)는 미국 캘리포니아 중부 해안에 위치한 주요 와인 생산지로, 독특한 기후와 지리적 특징 덕분에 다양한 품종과 스타일의 와인을 생산하는 지역이다. Monterey는 태평양과 인접해 있어 시원한 바닷바람과 안개가 와인 생산에 중요한 영향을 미친다. Salinas Valley를 중심으로 와인 산업이 발전하였으며, 미국 내에서도 비교적 젊은 와인 산지로서 신선하고 생동감 있는 스타일의 와인으로 주목받고 있다."
마랑쥬Maranges,"마랑주(Maranges)는 프랑스의 부르고뉴 내 코트 드 본 남부에 위치한다. 석회질이 풍부한 토양을 가져 피노 누아 포도의 재배에 이상적이다. 우아함, 복합미 및 뚜렷한 맛으로 알려져 있으며, 붉은 과일, 흙, 향신료 등의 맛이 나타난다. 화이트 와인에는 샤르도네(Chardonnay)가 사용되며, 시트러스, 과일, 미네랄 등의 맛이 나타난다."
꼬또 닥상 프로방스Coteaux d'Aix en Provence,"꼬또 닥상 프로방스(Côteaux d'Aix en Provence)는 프랑스 남부 프로방스 지역의 중요한 와인 생산 지역이다. 이 지역은 지중해의 영향을 받아 따뜻하고 건조한 기후를 가지고 있으며, 이는 포도 재배에 매우 적합한 환경을 제공한다. 이곳에서 생산되는 와인은 주로 로제 와인으로 유명하지만, 레드와 화이트 와인도 생산된다."
꼬뜨 데 바Cote des Bar,"꼬뜨 데 바(Côte des Bar)는 프랑스 샹파뉴 지역의 와인 산지다. 꼬뜨 데 바 포도원은 7,105 헥타르 규모로 상파뉴 지역에서 피노 누아 공급에 중요한 역할을 한다. 넌빈티지 샴페인에 블렌딩 되는 잘 익은 피노 누아는 풍부한 향을 준다."
마운틴 비더Mt. Veeder,"마운트 비더(Mt. Veeder)는 미국 캘리포니아 나파 밸리에 속하는 와인 산지다. 마야카마스 산맥에 위치하며 소노마를 껴안는 듯한 형세다. 카베르네 소비뇽, 메를로, 약간의 샤르도네를 재배한다. 마운트 비더의 와인들은 장기 숙 성잠재력이 뛰어나다. 카베르네 소비뇽의 경우 두드러지는 흙내음과 힘, 단단한 탄닌을 보여주며, 샤르도네의 경우 미네랄, 사과, 약간의 시트러스 풍미가 좋으며 산미가 탁월하다."
나이츠 밸리Knights Valley,"나이츠 밸리(Knights Valley)는 캘리포니아 소노마 카운티 동쪽에 위치한 AVA(American Viticultural Area)로, 1983년에 공식 지정되었다. 소노마 카운티와 나파 카운티의 경계에 가까운 이 지역은 두 카운티의 기후와 지형적 특징이 조화를 이루고 있다. Knights Valley는 소노마 카운티에서 가장 따뜻한 와인 산지 중 하나로, 고급 레드 와인 생산지로 알려져 있다."
니더외스터라이히Niederosterreich,"니더외스더라이히(Niederosterreich)는 오스트리아 북동부의 와인 산지다. 니더외스터라이히(Niederösterreich/Lower Austria)는 생명의 젖줄인 도나우 강이 관통하는 오스트리아 최대 규모의 고품질 와인 산지다. 이곳에서는 생동감 있는 훌륭한 화이트, 우아한 레드와 노블 스위트 와인에 이르기까지, 수많은 품종, 다양한 와인이 생산된다."
꼬뜨 드 루씨용Côtes de Roussillon,"꼬뜨 드 루씨용(Côtes de Roussillon)은 피레네 산맥과 지중해 사이에 위치해 있어 독특한 지형적 특성을 지닌다. 산악 지대와 해안 평야가 어우러져 있어 와인 재배에 매우 유리한 조건을 제공한다. 이 지역은 오랜 와인 양조 역사를 가지고 있으며, 전통과 현대적 기술이 조화를 이루고 있다."
아민테오Amynteo,아민데오(Amindeo)는 북부 그리스의 와인 산지로 시노마브로로 만든 레드 와인만 생산한다. 그리스에서 가장 추운 포도원으로 대륙성 기후로 겨울엔 눈이 많이 온다. 아민데오에는 5개의 호수가 있는데 이 호수가 주는 독특한 영향이 와인의 품질을 좌우한다.
크레타Crete,크레타(Crete)는 그리스 섬 중 와인 생산에 있어 가장 중요한 섬이다. 크레타는 약 15 퍼센트에 달하는 그리스 포도원들의 고향으로 다양한 품종들이 크레타 섬에서 사방으로 뻗어나갔다.
마케도니아Macedonia,"마케도니아(Macedonia)는 그리스의 와인 산지다. 마케도니아는 그리스에서 가장 오래된 와인 산지이자 가장 훌륭한 와인이 생산되는 산지다. 지난 세기 전쟁, 이민, 그리고 필록세라 대재앙으로 그 발전이 지연되기는 했지만, 포도를 다시 심고, 투자를 늘려 다시 최고의 와인 산지로 인정받고 있다."
트라케Thrace,트라케(Thrace)는 그리스의 와인 산지다. 트라케는 5천년이 넘는 와인 양조 역사를 자랑하는 곳으로 술의 신 디오니소스를 경배하는 음주 문화가 존재한다.
나우싸Naoussa,"나우싸(Naoussa)는 그리스 북부 마케도니아(Macedonia)의 베르미오(Vermio)산 북동쪽에 위치한 와인 산지이다. 그리스 신화에 따르면, 나우싸는 '포도와 와인의 신' 디오니소스가 태어난 곳이자, 그의 어머니 세멜레(Semele)의 고향이다. 또한 디오니소스의 스승인 실레노스(Silenus)가 활동한 곳으로 오늘날까지 포도와 와인의 도시로 불리는 곳이다."
그리스Greece,그리스(Greece)는 세계에서 가장 오래된 와인 생산 국가 중 하나로 세계에서 두 번째로 오래된 양조용 포도를 재배했고 포도 압착의 증거가 발견되기도 했다.
오 랭Haut Rhin,"오 랭(Haut Rhin)은 프랑스 동부 알자스 내 와인 산지로, 동쪽으로는 독일과 경계를 이루는 라인 강, 남쪽으로는 스위스와 접한다. 이 지역은 추운 건조한 겨울과 더운 햇볕이 잘 드는 여름이 특징이고, 토양은 석회암, 화강암, 편마암, 화산 퇴적물 등 복잡한 지질 구조로, 이러한 요소가 여기서 생산되는 와인의 독특한 프로필에 기여한다."
바 랭Bas Rhin,"바 랭(Bas Rhin)은 프랑스 알자스(Alsace) 지역의 일부로, 리슬링(Riesling), 게뷔르츠트라미너(Gewurztraminer), 그리고 피노 그리(Pinot Gris) 포도 품종으로 만든 고품질의 화이트 와인으로 알려져 있다. 이 지역은 더운 여름과 추운 겨울이 있는 대륙성 기후의 혜택을 받아 이러한 포도 품종에 이상적이다. 특히 샴페인의 대안인 전통 방식의 스파클링 와인, 크레망 드 알자스(Crémant d'Alsace)로도 잘 알려져 있다."
방돌Bandol,"방돌(Bandol)은 프랑스 남부, 특히 프로방스 지역에 위치한 유명한 와인 생산 지역이다. 이 지역은 주로 레드 와인 생산으로 유명하며, 그 중에서도 무르베드르 포도 품종이 주류를 이룬다. Bandol 와인은 그 깊고 강렬한 풍미와 함께, 잘 익은 과일, 허브, 그리고 지중해의 특성을 띠는 향기로운 노트가 특징이다."
소뮈르-샹삐니Saumur-Champigny,소뮈르-샹삐니(Saumur-Champigny)는 프랑스 루아르 밸리의 와인 산지다. 이곳은 소뮈르 지역 중 가장 훌륭한 레드 와인이 생산된다. 소뮈르-샹삐니 와인은 라즈베리와 바이올렛 향이 특징 적이며 마시기 편안한 스타일로 생산된다.
소뮈르Saumur,"소뮈르(Saumur)는 프랑스 루아르 밸리(Loire Valley) 중부에 위치한 와인 생산 지역이다. 이곳은 뛰어난 스파클링 와인과 레드 와인으로 유명하며, 와인뿐만 아니라 아름다운 성(Château)과 역사적인 마을 풍경으로도 잘 알려져 있다."
사부아 뷔게이Savoie-Bugey,"사부아 뷔게이(Savoie-Bugey)는 프랑스 동부의 와인 산지로, 스위스의 국경을 따라 쥐라의 바로 아래쪽 외딴 지역에 위치하고 있다. 이곳은 화이트 와인을 주로 만들며, 그 생산량이 꽤 적고, 와인은 출시 직후 마시기 좋다. 대부분이 자국 소비로 끝나기에 국내에서는 만나기 힘든, 잘 알려지지 않은 와인 산지이다."
쥘리에나Julienas,"쥘리에나(Julienas)는 프랑스 보졸레 지역의 와인 산지다. 이 지역은 율리우스 시저(Julius Caesar)의 이름을 따랐고, 보졸레 지역 마을 중에서 최초로 포도 재배가 시작된 곳이다. 쥘리에나의 포도원 규모는 600헥타르며, 보졸레 10개의 크뤼 중에서도 높은 수준의 와인이 만들어지지만, 저평가 되었다."
생-베랑Saint-Veran,"생-베랑(Saint-Veran)은 프랑스 부르고뉴 지역의 남부에 위치하며, 마코네(Mâconnais) 지역에 속해있다. 이 곳은 주로 샤르도네 포도로 만든 화이트 와인으로 유명하다. 1971년에 AOC(Appellation d'Origine Contrôlée) 지위를 획득했으며, 이는 와인의 품질과 지역의 독특함을 인정받은 것을 의미한다."
뿌이-뱅즐레Pouilly-Vinzelles,뿌이-뱅즐레(Pouilly-Vinzelles)는 프랑스 부르고뉴 지역의 와인 산지다. 정확히는 마꼬네에 속하며 뿌이-퓌세 동쪽 가장자리에 위치한 산지로 주로 협동 조합의 이름으로 와인을 생산한다.
사브니에르Savennieres,사브니에르(Savennieres)는 프랑스 루아르 밸리에 속하는 와인 산지다. 사브니에르 포도원 토양은 편마암과 편암으로 구성되며 주로 언덕에 자리한다.
샹파뉴Champagne,"샹빠뉴(Champagne)는 프랑스 북동부에 위치해 있으며, 세계에서 가장 유명한 스파클링 와인을 생산하는 곳이다. 이 지역은 고유의 기후, 토양, 그리고 엄격한 생산 규정으로 인해 독특하고 높은 품질의 샴페인을 만들어낸다. 샴페인 와인은 전통적인 방식으로 만들어지며, 주로 샤르도네, 피노 누아, 그리고 피노 뫼니에 포도 품종을 사용한다."
몽따니Montagny,"몽따니(Montagny)는 프랑스 부르고뉴 와인 지역의 중요한 AOC 중 하나로, 부르고뉴 지역 남부에 위치한 코트 샬로네즈(Côte Chalonnaise) 지역에 속해 있다. 이 지역은 샤르도네 포도 품종으로 만든 화이트 와인 생산에 전적으로 전념하고 있다. 샤르도네는 이곳 와인에 허용되는 유일한 포도 품종으로, 순수함, 신선함, 그리고 활기찬 과일 향으로 알려져 있다."
부르고뉴 꼬뜨 샬로네즈Bourgogne Cote Chalonnaise,꼬뜨 샬로네즈(Côte Chalonnaise)는 프랑스 부르고뉴 지역의 와인 산지다. 꼬뜨 샬로네즈는 구릉 지역으로 그 풍광은 꼬뜨 도르와는 사뭇 다르다. 석회암이 주를 이루며 샤르도네로 만든 화이트 및 피노 누아로 만든 레드 와인을 모두 생산한다. 가성비 좋은 와인이 생산된다.
파자르지크pazardzhik,
불가리아Bulgaria,"불가리아는 매우 오랜 와인 양조 역사를 지닌 나라다. 19880년대까지 세계에서 2번째로 큰 와인 생산 국가였으불가리아(Bulgaria)는 매우 오랜 와인 양조 역사를 지닌 나라로 1980년대까지 세계에서 4번째로 큰 와인 생산 국가였다. 그러나 공산주의의 패망과 함께 와인 산업도 쇠퇴의 길을 걸었고, 2000년대 이후 들어 과거의 영광을 찾기 위해 발전 하고 있는 중이다."
뮈스까데 세브르 에 멘느Muscadet Sevre et Maine,"뮈스까데 세브르 에 멘느(Muscadet Sevre et Maine)는 프랑스의 서부 루아르 계곡에 위치하며, 주로 믈롱 드 부르고뉴 품종으로 만들어진 뮈스까데 와인으로 유명하다. 이 지역의 와인은 특히 해산물과 잘 어울리며, 신선하고 미네랄이 풍부한 맛이 특징이다."
꼬또 뒤 레이옹Coteaux du Layon,꼬뜨 뒤 레이옹(Côteaux du Layon)은 프랑스 루아르 밸리의 와인 산지다. 꼬뜨 드 로방스와 함께 늦 수확한 슈냉 블랑으로 만든 달콤한 와인이 주로 생산된다.
뮈스까데Muscadet,"뮈스까데(Muscadet)는 프랑스 루아르 밸리의 와인 산지다. 루아르 밸리에서 가장 서쪽에 위치하며, 그 이름이 뮈스까데 품종과 같다. 뮈스까데 와인은 드라이하며, 바삭한 산미를 지니나 다소 중성적인 풍미를 지닌다."
바르돌리노Bardolino,"바르돌리노(Bardolino)는 이탈리아 베네토 주에 속하는 와인 산지다. 바르돌리노(Bardolino)는 발폴리첼라와 똑같은 포도를 혼합하여 만들며, 가벼운 레드 와인과 진한 핑크의 키아레토(Chiaretto) 둘 중의 어느 것이나 마시기가 아주 쉽다. 또한 바르돌리노는 베네토가 생산하는 또다른 분류인 비노 노벨로(Vino Novello)도 인기가 있다."
꼬뜨 드 프롱또네Cotes de Frontonnais,"꼬뜨 드 프롱또네(Côtes de Frontonnais)는 프랑스 남서부에 위치한 와인 생산 지역이다. 이 지역은 '프론통'이라는 도시 주변에 자리 잡고 있으며, 특히 '네그렛(Négrette)'이라는 독특한 품종을 중심으로 한 와인 생산으로 유명하다."
사우스웨스트 프랑스Southwest France,"사우스웨스트 프랑스(Southwest France)는 프랑스 보르도 남서부에 위치한 와인 산지로, 쉬드-외스트(Sud-Ouest) 로도 불린다. 보르도 남서부에 위치하며, 포도원 규모는 1만 6천 헥타르다. 보르도와 가까워 기후도 비슷하며 와인도 보르도와 같은 품종으로 비슷한 스타일로 생산되지만, 따낫(Tannat), 그로 만셍(Gros Manseng)과 쁘띠 만셍(Petit Manseng)과 같은 지역 토착 품종 와인도 있다."
