생산자,설명
무따르Champagne Moutard & Domaine Moutard,무따르(Champagne Moutard & Domine Moutard)는 1642년 이후 4대째 프랑스 샹빠뉴 Champagne 의 남부 꼬뜨 데 바 Côte des Bar지역에서 최고 품질의 샴페인을 생산하고 있습니다.
카스텔 다쥐Castell d’Age,"카스텔 다쥐 (Castell d’Age)는 스페인 까딸루니아 Cataunya (Catalonia)의 페네데스 Penedès 지역에 앤 마리 Anne Marie가 세운 와이너리로, 까딸루니아 지역 통틀어 최초로 유기농법 Organic farming으로 포도를 재배하기 시작한 와이너리 중 한곳 입니다. 첫 빈티지부터 철저한 유기농법으로 키워낸 포도만을 사용했고, 그러한 노력과 철학은 페네데스 지역의 다른 생산자들에게도 많은 영감과 영향을 주었습니다."
지에이치멈G.H.Mumm,멈(G.H.Mumm)은 1827년 설립된 1세대 샴페인 하우스로서 샴페인 품질 향상에 힘써왔다. 샴페인 하우스 최초로 빈야드에서 바로 포도를 압착하는 등 다양한 노력을 해온 멈은 그러한 공로를 인정받았다.
데로쉐DeLoach,"데로쉐 (De Loach)와이너리는 1970년 세실 데로쉐와 크리스틴 데로쉐에 의해 24에이커의 올드바인 진판델 밭을 사면서 그 역사가 시작되었다. 1973년 피노 누아를 식재하고 1975년 피노누아, 샤도네이, 그리고 진판델로 만든 와인에 Russian River Valley라는 명칭을 레이블에 적어서 판매를 하기 시작했다. 이후, 주변의 와이너리도 지역 명칭을 쓰며 결국 Russian River Valley는 1983년 AVA로 인정을 받게 된다."
아그리꼴라 데 까달소Agricola de Cadalso,
보데가스 이 비녜도스 아센시오 까르쎌렌Bodegas Y Vinedos Asensio Carcelen,"아센시오 까르쎌렌(Asensio Carcelen)은 스페인 후미야(Jumilla)에 위치한 가족 경영 와이너리로 1876년 조부의 이름을 따 설립되어 지금은 형제 와인메이커 Juan, Blas가 맥을 이어 4대째 운영해 오고 있다. 300헥타르 규모의 포도원에는 후미야 토착 품종 Monastrell 90%, Syrah 5%, Garnacha tintorera 5%를 재배하며, 모든 포도는 2011년 이래 유기농 재배 인증을 받았다."
3 샤또Vignobles des 3 Chateaux,"3샤또(Vignobles des 3 Chateaux)는 모회사인 ""Coteaux du Pic"" 셀러에서 만든 와인이 주축을 이루며 다양한 종류의 와인을 판매하고 있다. 우아한 피크 생 루프 와인 외에도 랑그독 (Languedoc) PDO와 보호지리식별인 Payes D'Oc , Saint Guilhem Le Desert가 적용된 와인들이 있다."
파이로스Pyros,"​파이로스(Pyros)는 Pedernal Valley의 아름다움과 거친 자연, 그리고 다양한 terroir는 설립자 Mijndert Pon에게 다양하고 새로운 영감을 주었고, 세계무대에서 극찬을 받고 있는 최고수준의 말벡와인 Pyros를 탄생시켰다."
까브 데 파프Caves des Papes,까브 데 파프(Caves des Papes)는 프랑스 와인 생산자 Ogier의 자매회사다. 프랑스 남부 론 지역의 유명한 와인 생산지인 Châteauneuf-du-Pape에 기반을 두고 있다. 이 곳의 떼루아를 지키며 진정성 있는 와인을 만들며 론 밸리 스페셜리스트로 자리 잡았다.
스택스 캐년 랜치Stags Canyon Ranch,
나파 와인 아트Napa Wine Arts,
그랜드 나파 빈야드Grand Napa Vineyard,
미스티 코브 와인스Misty Cove Wines,
퀸 애들레이드Queen Adelaide,"퀸 애들레이드(Queen Adelaide)는 우들리(Woodley) 와인회사로 부터 1953년 첫 빈티지가 출시되었으며, 우들리는 1963년 퀸 애드레이드의 새로운 라벨에 그녀의 초상화를 담아 시장에서 큰 성공을 거두었으며 우들리는 호주의 가장 오래된 와이너리 중 하나로 남아있다."
파인 릿지 빈야드Pine Ridge Vineyards,파인 릿지 빈야드(Pine Ridge Vineyards)는 1978년 스택스 립 디스트릭트의 6만평의 포도밭에서 개리 안드루스 (Gary Andrus)와 낸시 안드루스 (Nancy Andrus)에 의해 설립되었다.
마시모 리베띠Massimo Rivetti,"마시모 리베띠(Massimo Rivetti)는 이탈리아 Neive 지역에서 5대에 걸쳐 와인을 양조하는 가족 경영 와이너리다. '훌륭한 와인은 좋은 품질의 포도에서 시작된다'는 명료한 철학을 바탕으로 2009년 이래 제초제, 살출제를 사용하지 않으며 2016빈티지부터 전 제품 유기농 인증을 받았다."
필립 글라비에Philippe Glavier,필립 글라비에(Philippe Glavier)는 상파뉴 출신의 필립과 베로니크가 만나 1995년 설립한 가족경영 도멘이다. 샤르도네의 성지라고 불리는 상파뉴의 크라망 지역에서 특별한 샴페인을 선보인다 Pasion Chardonnay의 조합원으로 샤르도네의 잠재력을 이끌어내는데 힘쓰고있다.
보데가 마르께스 델 실보Bodega Marques del Silvo,"보데가 마르께스 델 실보(Bodega Marques del Silvo)는 리오하지역 에브로(Ebro)강 남쪽 해발 680m에 위치하고 포도밭은 해발 600 ~ 750m에 위치한다. 토양은 Clayey-calcareous(점토, 석회질), 최고 품질의 포도가 생산되는 척박한 환경으로 인공 관개없이 (No Artificial Irrigation), 리오하지역 규정 수확량(6,500kg/헥타르) 보다 낮은 4,000kg/헥타르 준수한다."
프리케리우스Precarious,
보데가스 스타필레Bodegas Staphyle,
트루차드 빈야드Truchard Vineyards,"트루차드 빈야드(Truchard Vineyards)는 나파 밸리의 최남단, 카네로스에 위치한 Truchard Vineyards는 Tony Truchard와 그의 아내 Jo Ann에 의해 설립된 가족 경영 와이너리이다. 텍사스에서 태어난 Tony Truchard는 1972년, 캘리포니아에 머물며 나파밸리의 포도밭을 보고 직접 포도를 재배하겠다고 결심했다."
케플링거keplinger,"케플링거(Keplinger Wines)는 Helen Keplinger와 그의 남편 DJ Warner가 설립한 와이너리이다. 2000년, Helen은 와인에 대한 열정을 가지고 U.C Davis에서 Enology 과정을 수료했으며, U.C Davis에 있는 동안 Mumm Napa, Paradigm Winery에 인턴으로 참여했다."
소다로 에스테이트Sodaro Estate,"소다로 에스테이트(Sodaro Estate Winery)는 카베르네 쇼비뇽으로 유명한 나파 밸리 남단의 Coombsville에 위치하고 있으며, 1998년 Don과 그의 아내에 의해 설립되었다. Coombsville은 화산재가 풍부한 토양을 지니고 있어 포도가 자라기에 적합하며, 서늘한 기후와 따뜻한 햇빛은 포도가 천천히 열매를 맺을 수 있게 한다."
씨 스모크 에스테이트Sea Smoke Estate,"씨 스모크 에스테이트(Sea Smoke Estate Vineyards)는 1999년 Bob Davids에 의해 설립되어 Santa Rita Hills의 Santa Ynez River가 지나가는 곳에 자리 잡고 있어 포도를 기르기에 적합한 기후를 지니고 있다. 태평양 가까이에 위치해 매일 오후 바닷바람과 안개가 넘어오며 공기를 식혀, 포도가 충분히 익을 수 있도록 숙성 기간을 제공해 복합미가 풍부한 피노누아를 선보인다."
빅 스카이 와인즈Big Sky Wines,"빅 스카이 와인즈(Big Sky Wines)는 뉴질랜드에 위치하고 있으며 2005년 Katherine Jacobs and Jeremy Corban이 와이너리를 설립하며 시작되었다. Jeremy는 뉴질랜드에서 100년의 와인메이킹 역사를 가진 가족 출신의 4세대 와인메이커로, 어릴 때부터 와인을 접할 기회가 많았다. Katherine은 프랑스에서 보르도 스타일의 와인을, 뉴질랜드에서 포도 재배와 와인메이킹에 대해 배우며 경험을 쌓았다."
애로우드Arrowood,"애로우드(Arrowood)는 1986년 소노마에 최초로 까베르네 소비뇽과 샤도네이를 식재한 리처드 애로우드(Richard Arrowood)에 의해 설립 되었습니다. 소노마 지역에서 가장 중요한 세부 산지로 유명한 나이츠 밸리 AVA, 소노마 밸리 AVA, 알렉산더 밸리 AVA 등지에서 포도를 재배하며, 각 떼루아의 특성을 보여주는 와인을 만들기로 유명합니다."
랑메일 와이너리Langmeil Winery,"랑메일(Langmeil Winery)은 1842년 ‘Christian Auricht’가 종교의 자유를 위해 호주 바로사 밸리로 이주하면서 마을의 첫번째 수도원 형태로 세워졌다. 그의 유산으로 남겨진 쉬라즈 나무는 1843년에 심어져 세계에서 가장 오래된 나무로 기록되고 있으며, 현재까지 와인을 생산하고 있다."
산 마르코San Marco,
샤또 드 베른느Chateau de Berne,"샤또 드 베른느(Chateau de Berne)는 대륙성기후와 지중해서 기후가 만나는 떼루아에 위치해 있어 포도를 생육하기에 최적의 기후를 가지고 있다. 모든 포도밭은 올가닉으로 재배하고 있으며, 이 곳에서 수확한 포도로 높은 품질의 와인을 생산하고 있다."
토레온 데 파레데스Torreon de Paredes,"토레온 데 파레데(Torreon de Parede)는 “좋은 와인은 최상의 포도에서 나온다” 라는 단순한 명제 아래 Rapel 지역 Rengo, Cachapoal Valley에 1979년 과학 선생님이었던 “Don Amado”가 와이너리를 설립하였다. 매우 다양한 토양과 토질, 산악 암반수, 등 독특한 Single Terroir를 가지고 있다."
보데가스 베르드구에즈Bodegas Verduguez,Bodegas VERDUGUEZ:
아릴로 인 테라비앙카Arillo in Terrabianca [B2B],"아릴로 인 테라비앙카(Arillo in Terrabianca)는 키안티 클라시코, 마렘마, 토스카나의 발도르차 지역에서 품질에 대해 진심을 담아 와인과 엑스트라 버진 올리브오일을 생산하며 오랜 경험과 두터운 신뢰를 받고 있는 와이너리다. 성공적인 이야기는 1988년 로베르토와 마야 걸디너와 함께 시작되었다."
바르탈리Bartali [B2B],바르탈리(Bartali)는 1927년 알베르토 바르탈리(Alberto Bartali)와 그의 아내 레다 푸치(Leda Pucci)가 설립했다. 이 와이너리가 위치한 곳은 몬테리조니(Monteriggioni) 마을이 위치한 언덕의 경사지로 키안티 지역의 심장부라 할 수 있는 곳이다.
테누타 디 비비아노Tenuta di Bibbiano,테누타 디 비비아노(Tenuta di Bibbiano)는 키안티의 역사적 중심지에 위치한 와이너리다. 1865년부터 열정을 다해 포도밭을 일구어온 비비아노 가문은 현재 5대째 와인 사업을 이어오고 있다.
빈디 세르가르디Bindi Sergardi [B2B],"빈디 세르가르디(Bindi Sergardi)는 토스카나의 중심부인 시에나에 위치한 가족 경영 와이너리다. 1349년부터 와인은 만들어온 빈디 세르가르디는 모체니(Mocenni, Vagliagli에 위치), 이 콜리(I Colli, Vagliagli와 Monteriggioni에 위치), 마르차넬라(Marcianella, Chiusi에 위치), 세 곳에 와이너리를 두고 키안티 클라시코, 키안티 콜리 세네시, 키안티 등을 생산하고 있다. 이들의 철학은 정통성이 있고 진실하며 대담한 스타"
보라텔라Borratella [B2B],보라텔라(Borratella)는 가족 경영 와이너리로 와인의 생산과 판매 그리고 숙박업을 경영하고 있다. 이들은 키안티 클라시코의 전통을 존중하는 한편 포도 재배와 와인 생산에 획기적인 아이디어와 혁신적인 기술도 적극 도입하고 있다. 보라텔라가 경작하는 포도밭의 충 면적은 5.75 헥타르다. 2017년 여름부터 이들은 자신들의 장점을 최대한 살리기로 결정하고 직접 기른 포도로 만든 와인을 보라텔라라는 새 브랜드로 출시해
칸탈리치Cantalici,"칸탈리치(Cantalici)는 카를로와 다니엘레 칸탈리치가 약 30년 전에 설립한 후 운영중인 가족 경영 와이너리다. 포도밭은 키안티 클라시코 DOCG 지역 안에 위치하며 총 면적은 60 헥타르로 2015년부터 유기농으로 경작되고 있다. 칸탈리치가 생산하는 와인은 토스카나 IGT 등급의 레드, 로제, 화이트를 비롯, 수퍼 투스칸, 키안티 클라시코 DOCG, 키안티 클라시코 리제르바, 키안티 클라시코 그란 셀레지오네, 빈산토 등이다."
카파르사Caparsa,"카파르사(Caparsa)는 1982년부터 파올로 치안페로니(Paolo Cianferoni)와 그의 가족들에 의해 운영되고 있습니다. 포도밭은 파올로의 아버지인 레지날도 교수 가 1965년 구입 했으며, 그는 그 땅에 포도밭을 처음 심은 사람 중 한 명이었습 니다. 1999년부터 파올로는 오래된"
카스텔로 디 보시Castello di Bossi [B2B],"카스텔로 디 보시(Castello di Bossi)는 키안티 클라시코 지역의 남반부에 위치하는 와이너리로 카스텔누오보 베라르덴가(Castelnuovo Berardenga)에 자리하고 있다. 총 부지 면적은 500 헥타르에 이르며 이중 120 헥타르에서 포도를 경작하고 있다. 밭의 평균 고도는 해발 350미터이며, 경사면의 방향은 남동향부터 서향까지 다양하다."
카스텔로 디 카키아노Castello di Cacchiano [B2B],"카스텔로 디 카키아노(Castello di Cacchiano)는 조반니 리카솔리-피리돌피(Giovanni Ricasoli-Firidolfi)가 이끄는 와이너리로, 조반니의 조상은 키안티 클라시코의 “창의적인 마인드(creative minds)”를 주도한 사람들이기도 하다. 이 와이너리가 가장 역점을 두는 것은 포도 재배와 와인 생산을 꾸준히 개선함으로써 몬티 인 키안티(Monti in Chianti)지역의 토착 품종이 보여주는 흉내 낼 수 없는 개성을 보존하는 것이다."
카스텔로 디 셀볼레Castello di Selvole [B2B],"카스텔로 디 셀볼레(Castello di Selvole)는 독특한 키안티 클라시코 와인을 생산하는 와이너리로 이 지역에서 가장 오래된 곳 중 하나다. 포도밭은 키안티 클라시코의 탄생지인 셀볼레와 브롤리오(Brolio) 사이에 위치하고 있다. 산지오베제를 주품종으로 카나이올로를 소량 재배해 키안티 클라시코, 키안티 클라시코 리제르바, 키안티 클라시코 그란 셀레지오네를 생산하고 있다."
카스텔로 몬테리날디Castello Monterinaldi [B2B],"카스텔로 몬테리날디(Castello Monterinaldi)는 키안티 클라시코의 중심부인 판자노(Panzano)와 라다(Radda) 사이에 위치하고 있다. 와이너리가 언덕 위에 자리하고 있는데, 이곳은 위에서 내려다 보면 거북이의 등껍질을 연상시키는 모양새를 하고 있다. 언덕 꼭대기에는 서기 1000년에 지어진 성이 있고, 50 헥타르의 포도밭이 이 성을 둥글게 감싸고 있다."
카스텔로 비키오마지오Castello Vicchiomaggio [B2B],카스텔로 비키오마지오(Castello Vicchiomaggio)는 1964년부터 마타(Matta) 가문이 소유해온 와이너리다. 언덕 꼭대기의 오래된 성은 지난 1000년 간 그레베 인 키안티(Greve in Chianti) 계곡을 내려다 보고 있다. 와이너리가 보유한 부지는 총 140 헥타르로 이중 34 헥타르가 포도밭이고 나머지는 올리브 밭과 공원으로 운영되고 있다.
